gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2563530903	98	15	85	1	70	4.2e-19	68	pfam00076	RRM_1	70
2563530904	472	69	248	8	188	7.7e-10	38.7	pfam02321	OEP	188
2563530904	472	275	450	3	186	7.5e-15	55.1	pfam02321	OEP	188
2563530905	349	64	114	4	46	1.3e-08	34.4	pfam13533	Biotin_lipoyl_2	50
2563530905	349	99	266	47	154	6.7e-14	51.5	pfam16576	HlyD_D23	155
2563530906	1030	6	1025	4	1020	0.0e+00	752.2	pfam00873	ACR_tran	1021
2563530907	321	33	222	2	196	1.7e-38	132.2	pfam01545	Cation_efflux	199
2563530908	392	15	250	2	243	9.8e-24	83.8	pfam07690	MFS_1	352
2563530909	223	3	113	1	112	9.6e-25	86.8	pfam00072	Response_reg	112
2563530909	223	145	220	1	77	7.8e-25	86.6	pfam00486	Trans_reg_C	77
2563530910	462	166	236	2	68	1.4e-10	41.1	pfam00672	HAMP	69
2563530910	462	240	306	2	63	1.2e-11	44.3	pfam00512	HisKA	64
2563530910	462	349	459	2	103	1.6e-23	82.9	pfam02518	HATPase_c	106
2563530911	263	8	249	3	238	5.4e-78	261.5	pfam03649	UPF0014	242
2563530912	220	20	166	1	137	7.5e-27	94.4	pfam00005	ABC_tran	137
2563530913	326	5	153	2	140	1.9e-32	112.1	pfam00056	Ldh_1_N	141
2563530913	326	156	325	1	165	1.1e-37	129.4	pfam02866	Ldh_1_C	167
2563530914	285	16	96	1	81	7.9e-32	109.1	pfam09176	Mpt_N	81
2563530915	477	40	270	3	222	9.4e-80	267.3	pfam13660	DUF4147	222
2563530915	477	359	467	2	107	1.0e-37	128.5	pfam05161	MOFRL	107
2563530916	417	8	386	2	399	0.0e+00	604.6	pfam00464	SHMT	399
2563530917	80	14	68	3	32	1.5e-08	34.9	pfam10047	DUF2281	66
2563530918	112	5	108	3	109	1.3e-06	28.6	pfam02452	PemK_toxin	110
2563530919	557	1	557	2	550	0.0e+00	860.3	pfam01268	FTHFS	550
2563530920	269	44	192	77	188	5.7e-08	31.9	pfam01564	Spermine_synth	247
2563530921	721	27	376	2	298	0.0e+00	476.8	pfam08497	Radical_SAM_N	298
2563530921	721	377	583	1	166	1.6e-21	77.3	pfam04055	Radical_SAM	167
2563530921	721	591	721	1	121	1.4e-49	168.1	pfam11842	DUF3362	150
2563530927	225	16	119	11	108	2.1e-18	66	pfam04383	KilA-N	111
2563530928	72	3	56	3	51	1.2e-14	53.6	pfam05930	Phage_AlpA	51
2563530929	752	426	569	100	158	3.3e-10	40.1	pfam00182	Glyco_hydro_19	232
2563530936	278	3	91	1	42	4.7e-07	30.4	pfam14297	DUF4373	96
2563530938	73	16	67	3	50	3.3e-06	27	pfam12728	HTH_17	51
2563530940	407	3	95	19	73	1.3e-11	44.5	pfam13356	DUF4102	74
2563530940	407	209	370	2	168	2.1e-22	79.6	pfam00589	Phage_integrase	172
2563530942	144	44	133	5	83	2.0e-09	37.6	pfam13508	Acetyltransf_7	84
2563530943	54	9	45	146	175	1.3e-05	24.9	pfam01695	IstB_IS21	178
2563530944	191	8	190	9	176	2.3e-30	105.3	pfam00765	Autoind_synth	181
2563530946	221	5	217	6	187	6.9e-23	81.2	pfam00117	GATase	191
2563530947	262	103	213	3	108	7.4e-21	74.4	pfam00665	rve	119
2563530950	218	7	187	10	145	1.7e-23	82.8	pfam00765	Autoind_synth	181
2563530951	231	13	201	1	215	1.9e-21	77.1	pfam12710	HAD	217
2563530952	383	14	269	5	248	4.1e-11	42.5	pfam00490	ALAD	317
2563530953	232	73	207	3	130	3.7e-12	46.3	pfam03756	AfsA	133
2563530954	531	7	345	2	352	6.6e-50	170.2	pfam01494	FAD_binding_3	356
2563530955	329	12	310	1	289	1.5e-75	253.9	pfam00248	Aldo_ket_red	292
2563530956	513	15	412	3	351	1.0e-50	172.5	pfam07690	MFS_1	352
2563530957	391	45	94	2	49	1.1e-09	37.9	pfam13533	Biotin_lipoyl_2	50
2563530957	391	189	340	10	125	3.7e-15	55.6	pfam16576	HlyD_D23	155
2563530958	80	6	76	15	62	5.2e-07	29.8	pfam00550	PP-binding	67
2563530959	437	13	296	31	296	1.1e-11	44.3	pfam00668	Condensation	301
2563530960	533	22	425	37	419	1.7e-36	125.6	pfam00501	AMP-binding	421
2563530961	272	25	260	1	199	1.9e-15	58	pfam12697	Abhydrolase_6	207
2563530962	451	32	225	3	188	6.6e-25	87.9	pfam02321	OEP	188
2563530962	451	247	434	2	188	4.4e-36	124.3	pfam02321	OEP	188
2563530963	340	31	132	1	107	9.7e-09	34.9	pfam08240	ADH_N	109
2563530963	340	174	303	1	129	4.1e-27	94.5	pfam00107	ADH_zinc_N	130
2563530964	567	6	85	5	74	3.5e-16	59	pfam01371	Trp_repressor	88
2563530964	567	125	263	3	140	5.3e-14	52.5	pfam04715	Anth_synt_I_N	142
2563530964	567	298	552	1	258	5.8e-81	271.7	pfam00425	Chorismate_bind	258
2563530965	214	4	214	2	188	6.9e-41	139.9	pfam00117	GATase	191
2563530966	215	4	77	1	75	1.4e-17	63.8	pfam13417	GST_N_3	75
2563530966	215	119	189	5	68	7.9e-07	28.8	pfam13410	GST_C_2	70
2563530967	141	15	134	1	117	1.4e-30	105.4	pfam16245	DUF4902	118
2563530968	236	17	160	2	147	1.8e-37	127.9	pfam03472	Autoind_bind	149
2563530968	236	174	230	2	56	2.5e-20	71.7	pfam00196	GerE	57
2563530969	144	2	101	2	102	2.8e-23	81.8	pfam00436	SSB	104
2563530971	582	1	451	2	425	0.0e+00	446.7	pfam09818	ABC_ATPase	448
2563530974	363	13	328	2	327	7.3e-26	90.9	pfam01757	Acyl_transf_3	340
2563530975	188	9	186	2	167	8.5e-45	152.3	pfam04955	HupE_UreJ	179
2563530976	292	1	114	3	113	1.4e-17	63.5	pfam13793	Pribosyltran_N	116
2563530976	292	128	274	14	124	9.0e-11	41.4	pfam00156	Pribosyltran	159
2563530977	511	97	159	2	63	5.4e-09	35.6	pfam02885	Glycos_trans_3N	63
2563530977	511	166	298	4	75	2.4e-07	30.4	pfam00591	Glycos_transf_3	253
2563530977	511	430	497	1	71	1.4e-10	40.5	pfam07831	PYNP_C	75
2563530978	185	6	182	1	176	1.1e-80	269.4	pfam03352	Adenine_glyco	177
2563530979	288	39	255	3	229	7.3e-32	110.4	pfam00520	Ion_trans	242
2563530980	146	2	124	3	128	6.2e-13	48.9	pfam00903	Glyoxalase	128
2563530981	87	6	81	1	78	2.2e-24	85.5	pfam04365	BrnT_toxin	78
2563530983	71	2	50	1	49	1.8e-17	63.2	pfam10049	DUF2283	49
2563530985	393	32	389	2	363	1.4e-72	244.8	pfam00155	Aminotran_1_2	363
2563530986	670	10	173	4	116	2.2e-08	34.1	pfam04851	ResIII	172
2563530986	670	428	545	5	104	7.3e-18	64.7	pfam00271	Helicase_C	105
2563530986	670	551	593	1	42	5.2e-21	74.1	pfam12344	UvrB	43
2563530986	670	632	667	2	35	7.1e-11	41.3	pfam02151	UVR	36
2563530987	793	65	285	1	166	1.9e-12	47.5	pfam00350	Dynamin_N	168
2563530988	858	17	69	1	52	5.3e-13	48.7	pfam02861	Clp_N	53
2563530988	858	94	145	2	53	8.0e-13	48.2	pfam02861	Clp_N	53
2563530988	858	202	338	2	111	9.2e-13	48.6	pfam00004	AAA	132
2563530988	858	596	760	1	170	1.0e-55	188.3	pfam07724	AAA_2	171
2563530988	858	766	846	1	81	6.5e-24	83.7	pfam10431	ClpB_D2-small	81
2563530989	426	3	88	2	86	1.8e-20	73	pfam11808	DUF3329	86
2563530989	426	95	157	2	60	9.3e-05	22.2	pfam13188	PAS_8	67
2563530989	426	201	268	1	63	1.9e-19	69.3	pfam00512	HisKA	64
2563530989	426	311	422	3	105	1.7e-19	70	pfam02518	HATPase_c	106
2563530990	240	6	118	1	112	7.0e-28	96.9	pfam00072	Response_reg	112
2563530990	240	151	226	2	77	7.6e-26	89.9	pfam00486	Trans_reg_C	77
2563530991	350	94	332	1	243	1.5e-49	168.7	pfam12974	Phosphonate-bd	243
2563530992	1017	185	252	5	67	7.5e-15	54.8	pfam00672	HAMP	69
2563530992	1017	277	423	3	139	4.3e-15	56	pfam13185	GAF_2	139
2563530992	1017	448	551	2	101	6.2e-16	58.8	pfam13426	PAS_9	101
2563530992	1017	563	734	1	160	4.7e-44	149.8	pfam00990	GGDEF	161
2563530992	1017	753	989	3	237	8.4e-68	228.3	pfam00563	EAL	237
2563530995	134	3	131	1	121	7.3e-45	152	pfam01741	MscL	121
2563530997	499	52	135	1	77	3.1e-16	59.2	pfam00374	NiFeSe_Hases	506
2563530997	499	250	464	307	506	8.4e-15	54.5	pfam00374	NiFeSe_Hases	506
2563530998	179	15	163	1	130	3.4e-30	104.4	pfam01058	Oxidored_q6	131
2563530999	239	2	76	5	79	8.0e-16	57.7	pfam13510	Fer2_4	82
2563530999	239	82	121	1	38	8.4e-11	41.1	pfam10588	NADH-G_4Fe-4S_3	40
2563530999	239	138	206	1	66	8.2e-13	48.7	pfam13459	Fer4_15	66
2563531000	595	5	149	2	142	4.5e-31	107.5	pfam01257	2Fe-2S_thioredx	145
2563531000	595	200	371	2	148	2.3e-45	154	pfam01512	Complex1_51K	151
2563531000	595	394	440	2	55	2.1e-04	21.2	pfam10531	SLBB	59
2563531000	595	471	555	1	83	2.4e-26	91.5	pfam10589	NADH_4Fe-4S	85
2563531001	155	11	95	16	76	1.0e-10	41.7	pfam05258	DUF721	89
2563531002	307	4	276	1	269	2.3e-111	371.5	pfam03331	LpxC	270
2563531003	391	16	177	2	193	1.8e-39	135.8	pfam00091	Tubulin	195
2563531003	391	225	319	1	94	3.3e-30	104.1	pfam12327	FtsZ_C	95
2563531004	408	11	200	1	79	8.0e-12	45.3	pfam14450	FtsA	93
2563531004	408	85	162	1	79	7.1e-33	112.7	pfam02491	SHS2_FTSA	79
2563531004	408	207	374	1	93	8.1e-22	77.3	pfam14450	FtsA	93
2563531005	243	27	96	2	68	3.4e-14	52.8	pfam08478	POTRA_1	69
2563531005	243	100	213	2	115	5.2e-18	65.8	pfam03799	FtsQ	115
2563531006	310	14	96	1	80	1.7e-21	76	pfam01820	Dala_Dala_lig_N	80
2563531006	310	113	306	6	204	9.3e-55	185.2	pfam07478	Dala_Dala_lig_C	204
2563531007	304	37	167	4	136	4.9e-19	68.3	pfam01565	FAD_binding_4	139
2563531007	304	201	300	4	105	7.8e-31	106.2	pfam02873	MurB_C	105
2563531008	480	18	117	1	86	9.2e-27	93.1	pfam01225	Mur_ligase	88
2563531008	480	121	302	1	192	2.7e-27	95.9	pfam08245	Mur_ligase_M	192
2563531008	480	322	413	3	88	2.6e-20	72.3	pfam02875	Mur_ligase_C	91
2563531009	349	5	143	1	138	9.7e-42	142.2	pfam03033	Glyco_transf_28	139
2563531009	349	180	339	2	153	5.7e-43	146.6	pfam04101	Glyco_tran_28_C	167
2563531010	386	15	374	3	356	1.4e-96	323.5	pfam01098	FTSW_RODA_SPOVE	359
2563531011	479	138	308	1	191	1.6e-30	106.4	pfam08245	Mur_ligase_M	192
2563531011	479	328	404	2	81	3.7e-09	36.6	pfam02875	Mur_ligase_C	91
2563531012	360	68	80	1	13	4.8e-05	22.5	pfam10555	MraY_sig1	13
2563531012	360	98	285	2	158	5.4e-36	123.8	pfam00953	Glycos_transf_4	160
2563531013	470	22	94	2	86	1.2e-11	44.7	pfam01225	Mur_ligase	88
2563531013	470	121	312	1	192	3.0e-51	174	pfam08245	Mur_ligase_M	192
2563531013	470	332	418	1	82	3.4e-12	46.3	pfam02875	Mur_ligase_C	91
2563531014	556	32	117	3	88	1.7e-07	31.4	pfam01225	Mur_ligase	88
2563531014	556	129	331	1	191	1.1e-48	165.7	pfam08245	Mur_ligase_M	192
2563531014	556	351	437	1	86	5.4e-21	74.5	pfam02875	Mur_ligase_C	91
2563531015	592	80	232	3	179	1.2e-18	67.9	pfam03717	PBP_dimer	180
2563531015	592	271	567	2	298	1.5e-75	254.1	pfam00905	Transpeptidase	299
2563531016	82	1	82	19	96	4.5e-20	71.3	pfam04999	FtsL	97
2563531017	308	1	308	3	308	3.2e-113	378.2	pfam01795	Methyltransf_5	309
2563531018	155	1	82	1	68	1.3e-14	53.7	pfam02381	MraZ	72
2563531018	155	83	145	2	55	7.6e-16	57.7	pfam02381	MraZ	72
2563531021	286	7	208	1	211	1.5e-28	100.1	pfam00590	TP_methylase	212
2563531022	632	55	605	19	535	5.6e-90	302.5	pfam04348	LppC	535
2563531023	121	19	108	1	79	8.9e-25	86.6	pfam02021	UPF0102	79
2563531024	73	1	66	35	97	3.1e-08	33.5	pfam16344	DUF4974	100
2563531025	195	10	146	1	138	3.6e-24	85.2	pfam13580	SIS_2	138
2563531026	190	45	114	2	68	1.8e-08	34.4	pfam04972	BON	69
2563531026	190	123	190	1	65	2.2e-06	27.7	pfam04972	BON	69
2563531027	465	45	184	1	138	3.8e-36	123.7	pfam01565	FAD_binding_4	139
2563531027	465	220	461	2	249	1.3e-66	224.6	pfam02913	FAD-oxidase_C	250
2563531028	158	9	152	3	148	7.7e-34	116.8	pfam01613	Flavin_Reduct	155
2563531029	276	18	106	1	88	2.4e-26	91.5	pfam02749	QRPTase_N	88
2563531029	276	108	271	2	169	2.0e-55	187	pfam01729	QRPTase_C	169
2563531030	717	25	717	7	739	2.8e-91	307	pfam07793	DUF1631	742
2563531031	180	24	168	4	98	1.7e-19	70.2	pfam01510	Amidase_2	99
2563531032	169	18	160	2	128	7.1e-41	139.5	pfam01252	Peptidase_A8	130
2563531033	943	28	647	2	601	0.0e+00	752.8	pfam00133	tRNA-synt_1	602
2563531033	943	691	848	1	151	1.7e-28	99.4	pfam08264	Anticodon_1	153
2563531033	943	904	932	3	29	1.0e-04	21.9	pfam06827	zf-FPG_IleRS	30
2563531034	326	10	167	5	157	1.9e-51	174	pfam06574	FAD_syn	158
2563531034	326	184	307	1	111	1.7e-34	118.3	pfam01687	Flavokinase	111
2563531036	180	22	179	2	144	1.2e-15	58.2	pfam03734	YkuD	144
2563531037	544	13	154	2	137	2.3e-32	111.4	pfam02878	PGM_PMM_I	138
2563531037	544	183	290	2	98	1.1e-11	45.1	pfam02879	PGM_PMM_II	103
2563531037	544	295	408	2	114	9.9e-30	102.9	pfam02880	PGM_PMM_III	114
2563531037	544	428	522	24	70	4.8e-08	32.9	pfam00408	PGM_PMM_IV	74
2563531038	274	91	266	154	332	1.8e-32	112.7	pfam02535	Zip	333
2563531039	283	23	281	1	218	2.3e-70	236.5	pfam02578	Cu-oxidase_4	218
2563531040	314	15	61	1	48	4.5e-09	35.7	pfam01479	S4	48
2563531040	314	88	238	2	164	5.3e-37	127.3	pfam00849	PseudoU_synth_2	164
2563531041	279	39	248	10	200	5.4e-68	228.7	pfam13525	YfiO	203
2563531042	744	213	380	2	172	1.1e-13	51.2	pfam00270	DEAD	175
2563531042	744	480	602	26	104	3.5e-08	33.5	pfam00271	Helicase_C	105
2563531044	426	9	118	1	100	9.7e-14	51.4	pfam00072	Response_reg	112
2563531044	426	146	250	2	101	7.6e-20	71.4	pfam13426	PAS_9	101
2563531044	426	262	420	1	161	8.4e-45	152.3	pfam00990	GGDEF	161
2563531045	152	13	134	1	112	1.6e-19	70	pfam00072	Response_reg	112
2563531046	490	173	245	2	69	2.5e-09	37.1	pfam00672	HAMP	69
2563531046	490	380	490	2	104	1.5e-18	66.9	pfam02518	HATPase_c	106
2563531047	351	61	273	1	216	5.2e-36	124.5	pfam09084	NMT1	216
2563531048	1026	152	264	1	110	4.5e-15	55.7	pfam08448	PAS_4	110
2563531048	1026	300	387	3	82	8.7e-10	38.6	pfam08447	PAS_3	89
2563531048	1026	411	530	1	109	2.6e-08	34	pfam08448	PAS_4	110
2563531048	1026	550	651	3	101	4.7e-11	43.2	pfam13426	PAS_9	101
2563531048	1026	664	734	1	59	2.1e-07	30.7	pfam13188	PAS_8	67
2563531048	1026	798	865	2	62	2.2e-10	40.3	pfam00512	HisKA	64
2563531048	1026	908	1020	4	104	2.0e-20	72.9	pfam02518	HATPase_c	106
2563531049	171	9	161	2	147	1.1e-39	136.1	pfam02600	DsbB	148
2563531050	136	10	67	1	56	3.0e-05	24.3	pfam00571	CBS	57
2563531050	136	77	128	1	50	4.2e-09	36.6	pfam00571	CBS	57
2563531052	259	22	246	1	210	1.3e-67	227.1	pfam07556	DUF1538	211
2563531053	242	20	241	1	210	8.7e-64	214.6	pfam07556	DUF1538	211
2563531054	230	4	120	1	116	5.6e-17	61.9	pfam02254	TrkA_N	116
2563531054	230	153	228	1	68	2.0e-07	30.6	pfam02080	TrkA_C	70
2563531055	534	38	275	2	238	3.0e-20	72.4	pfam00520	Ion_trans	242
2563531055	534	290	406	1	116	1.7e-29	102.3	pfam02254	TrkA_N	116
2563531056	238	6	192	2	190	2.6e-46	157.4	pfam00106	adh_short	195
2563531059	275	5	100	1	97	1.1e-22	80.2	pfam03807	F420_oxidored	97
2563531059	275	163	267	1	101	8.4e-36	122.2	pfam14748	P5CR_dimer	102
2563531060	191	15	87	2	66	1.1e-20	73.6	pfam02325	YGGT	69
2563531060	191	109	179	2	69	2.0e-20	72.8	pfam02325	YGGT	69
2563531061	100	10	82	2	76	9.8e-24	83.2	pfam02594	DUF167	77
2563531062	330	14	76	2	36	2.1e-07	31	pfam13511	DUF4124	56
2563531063	218	36	206	3	157	9.0e-12	45.4	pfam14082	DUF4263	158
2563531064	295	27	271	1	240	2.6e-43	148.2	pfam00696	AA_kinase	240
2563531065	424	52	421	1	343	9.5e-13	48	pfam01979	Amidohydro_1	344
2563531066	321	14	159	1	135	4.6e-39	133.4	pfam02729	OTCace_N	135
2563531066	321	165	313	3	156	1.7e-27	96.3	pfam00185	OTCace	157
2563531067	168	1	147	8	132	2.8e-17	62.5	pfam00156	Pribosyltran	159
2563531068	151	12	146	2	134	9.8e-36	123	pfam03652	RuvX	135
2563531069	187	16	174	1	154	3.7e-50	169.8	pfam02622	DUF179	154
2563531070	292	204	284	2	66	3.1e-13	49.8	pfam03544	TonB_C	79
2563531071	315	3	121	1	119	3.4e-47	159.3	pfam02951	GSH-S_N	119
2563531071	315	125	299	1	173	3.0e-74	248	pfam02955	GSH-S_ATP	174
2563531072	78	3	62	1	60	5.1e-27	93.7	pfam00830	Ribosomal_L28	60
2563531073	51	3	49	2	47	3.9e-19	68.7	pfam00471	Ribosomal_L33	47
2563531074	446	165	253	2	86	7.3e-19	67.5	pfam00027	cNMP_binding	88
2563531074	446	261	349	8	104	1.1e-09	38.6	pfam00581	Rhodanese	107
2563531075	456	96	231	1	147	2.0e-32	112.8	pfam13365	Trypsin_2	147
2563531075	456	270	361	2	80	4.8e-18	65.1	pfam13180	PDZ_2	82
2563531076	173	13	156	1	144	2.8e-36	124.2	pfam00994	MoCF_biosynth	144
2563531077	134	18	107	2	86	6.1e-33	112.7	pfam04241	DUF423	86
2563531078	908	32	414	76	389	6.6e-65	219.7	pfam01433	Peptidase_M1	389
2563531078	908	488	861	2	367	0.0e+00	481.4	pfam11940	DUF3458	367
2563531079	246	6	199	1	183	1.6e-41	141.8	pfam00106	adh_short	195
2563531080	166	5	128	1	114	1.2e-27	96.6	pfam01288	HPPK	114
2563531081	119	4	113	1	108	1.1e-30	106.4	pfam02152	FolB	109
2563531082	195	9	184	2	163	2.1e-52	177.3	pfam02660	G3P_acyltransf	163
2563531083	85	2	60	114	163	1.1e-06	28.7	pfam02660	G3P_acyltransf	163
2563531084	252	1	61	17	72	7.1e-11	41.8	pfam05598	DUF772	73
2563531084	252	71	242	5	214	4.0e-32	111.5	pfam01609	DDE_Tnp_1	214
2563531085	336	23	306	2	268	4.4e-103	344.5	pfam00814	Peptidase_M22	268
2563531086	77	3	57	2	54	6.5e-21	73.7	pfam01165	Ribosomal_S21	55
2563531087	149	5	147	2	143	1.3e-51	174.3	pfam09424	YqeY	143
2563531088	595	12	109	2	96	3.0e-38	129.4	pfam01807	zf-CHC2	98
2563531088	595	133	255	1	126	5.0e-38	129.9	pfam08275	Toprim_N	128
2563531088	595	262	341	2	76	1.1e-15	57.8	pfam13662	Toprim_4	88
2563531088	595	372	426	1	53	4.3e-09	36.3	pfam10410	DnaB_bind	56
2563531088	595	458	582	2	123	1.5e-20	73.9	pfam08278	DnaG_DnaB_bind	124
2563531089	602	4	85	1	79	4.1e-30	103.5	pfam03979	Sigma70_r1_1	82
2563531089	602	98	131	1	33	6.8e-13	48.3	pfam00140	Sigma70_r1_2	35
2563531089	602	141	336	5	204	6.7e-47	159.9	pfam04546	Sigma70_ner	204
2563531089	602	367	437	1	70	1.7e-21	75.6	pfam04542	Sigma70_r2	71
2563531089	602	446	523	1	77	1.1e-30	105.4	pfam04539	Sigma70_r3	78
2563531089	602	535	588	1	50	8.5e-19	66.7	pfam04545	Sigma70_r4	50
2563531091	386	4	102	1	99	5.0e-42	142.4	pfam00438	S-AdoMet_synt_N	99
2563531091	386	115	232	1	118	2.4e-44	150.2	pfam02772	S-AdoMet_synt_M	118
2563531091	386	234	373	1	137	3.2e-68	227.8	pfam02773	S-AdoMet_synt_C	137
2563531092	430	5	142	1	135	1.5e-72	244.1	pfam05221	AdoHcyase	292
2563531092	430	191	350	1	162	2.6e-82	274.5	pfam00670	AdoHcyase_NAD	162
2563531093	285	1	280	8	286	1.5e-92	309.9	pfam02219	MTHFR	287
2563531094	450	19	444	6	397	3.2e-127	424.5	pfam00202	Aminotran_3	404
2563531095	253	18	236	2	225	1.7e-70	236.8	pfam04452	Methyltrans_RNA	226
2563531096	291	109	241	5	89	1.9e-11	44.1	pfam02517	Abi	92
2563531097	292	5	132	5	135	8.5e-17	61.5	pfam00892	EamA	137
2563531097	292	140	281	2	136	3.7e-14	52.9	pfam00892	EamA	137
2563531098	170	98	170	115	171	5.9e-05	22.7	pfam00300	His_Phos_1	194
2563531099	288	13	253	1	145	2.2e-11	43.8	pfam12695	Abhydrolase_5	145
2563531101	155	56	137	3	80	1.7e-11	44.1	pfam00583	Acetyltransf_1	80
2563531102	134	11	123	1	110	4.3e-09	37.2	pfam12681	Glyoxalase_2	111
2563531104	344	52	109	5	54	6.0e-11	42.2	pfam13276	HTH_21	60
2563531104	344	131	228	3	100	2.1e-16	60.1	pfam00665	rve	119
2563531104	344	232	297	10	67	3.8e-12	45.6	pfam13683	rve_3	67
2563531105	160	2	159	1	161	2.0e-65	219.7	pfam04461	DUF520	161
2563531106	407	3	122	1	125	1.1e-17	64.5	pfam01743	PolyA_pol	126
2563531106	407	149	213	1	61	1.8e-10	40.2	pfam12627	PolyA_pol_RNAbd	64
2563531106	407	228	347	2	93	8.3e-08	32.4	pfam01966	HD	122
2563531107	246	1	243	12	236	5.3e-50	170.1	pfam01925	TauE	236
2563531108	302	1	299	1	298	3.7e-124	413.7	pfam04381	RdgC	298
2563531109	154	5	134	3	122	1.5e-33	115.2	pfam00578	AhpC-TSA	124
2563531110	124	7	120	2	128	9.5e-14	51.6	pfam00903	Glyoxalase	128
2563531111	91	4	63	3	55	3.1e-12	46	pfam04193	PQ-loop	61
2563531112	71	4	37	1	28	1.3e-06	28	pfam06945	DUF1289	48
2563531113	559	83	546	2	452	1.1e-113	380.2	pfam03961	DUF342	452
2563531116	208	44	187	1	144	7.0e-61	204.6	pfam00475	IGPD	144
2563531117	214	5	210	2	187	1.0e-21	77.5	pfam00117	GATase	191
2563531118	244	2	232	2	228	9.0e-81	270.5	pfam00977	His_biosynth	229
2563531119	257	6	240	1	229	8.2e-92	306.7	pfam00977	His_biosynth	229
2563531120	130	31	105	1	74	3.4e-32	110	pfam01502	PRA-CH	74
2563531121	105	5	92	2	82	2.4e-18	66.2	pfam01503	PRA-PH	83
2563531122	70	3	69	1	47	3.4e-13	48.5	pfam02416	MttA_Hcf106	53
2563531123	133	4	84	1	41	1.0e-06	27.8	pfam02416	MttA_Hcf106	53
2563531124	270	16	226	2	205	2.0e-65	220.4	pfam00902	TatC	205
2563531126	67	2	67	2	65	8.7e-30	102.2	pfam00313	CSD	66
2563531127	142	67	125	3	49	1.6e-13	50.6	pfam05154	TM2	51
2563531128	148	3	143	2	141	4.6e-29	101.6	pfam00582	Usp	141
2563531130	627	17	178	2	137	7.5e-23	81.4	pfam00005	ABC_tran	137
2563531130	627	217	301	1	76	3.4e-28	97.4	pfam12848	ABC_tran_Xtn	85
2563531130	627	328	459	2	137	1.7e-22	80.3	pfam00005	ABC_tran	137
2563531131	130	3	120	2	129	4.3e-24	84.7	pfam01124	MAPEG	130
2563531132	176	109	169	2	59	1.7e-06	27.2	pfam14317	YcxB	62
2563531133	435	9	340	2	292	9.0e-54	182.4	pfam07992	Pyr_redox_2	292
2563531136	107	3	67	1	45	1.2e-08	35.1	pfam10047	DUF2281	66
2563531138	96	5	37	6	32	3.4e-06	26.6	pfam03811	Zn_Tnp_IS1	35
2563531138	96	46	91	1	46	7.0e-17	60.6	pfam12759	HTH_Tnp_IS1	46
2563531139	146	7	137	5	130	1.6e-51	173.9	pfam03400	DDE_Tnp_IS1	131
2563531141	107	11	106	1	118	5.4e-25	87.4	pfam01934	DUF86	119
2563531142	94	9	94	8	93	1.4e-13	50.8	pfam01909	NTP_transf_2	95
2563531144	210	33	191	1	184	1.8e-20	73.7	pfam00445	Ribonuclease_T2	184
2563531146	480	8	363	1	355	2.1e-73	247.4	pfam04185	Phosphoesterase	356
2563531147	227	7	225	4	218	2.3e-31	109	pfam01168	Ala_racemase_N	219
2563531148	345	4	270	10	272	2.9e-46	157.6	pfam00437	T2SSE	277
2563531149	297	16	273	3	245	2.3e-101	338.4	pfam01259	SAICAR_synt	247
2563531150	515	30	484	1	451	0.0e+00	460	pfam03023	MVIN	452
2563531151	87	2	84	1	82	6.2e-28	97.1	pfam01649	Ribosomal_S20p	82
2563531152	373	10	240	1	238	2.0e-47	161.7	pfam00696	AA_kinase	240
2563531152	373	282	356	1	74	1.1e-16	60.4	pfam01472	PUA	74
2563531153	344	3	158	1	155	6.2e-59	197.9	pfam01018	GTP1_OBG	156
2563531153	344	161	285	2	110	1.1e-22	80.1	pfam01926	MMR_HSR1	110
2563531154	85	2	82	1	79	8.4e-39	131.3	pfam01016	Ribosomal_L27	79
2563531155	103	1	96	1	96	5.4e-37	125.9	pfam00829	Ribosomal_L21p	96
2563531156	336	48	293	2	245	9.8e-75	250.9	pfam00348	polyprenyl_synt	246
2563531158	745	29	141	1	110	9.0e-14	51.5	pfam08448	PAS_4	110
2563531158	745	159	307	2	139	2.3e-11	43.9	pfam13185	GAF_2	139
2563531158	745	319	476	1	160	2.8e-51	173.3	pfam00990	GGDEF	161
2563531158	745	495	733	2	237	9.5e-75	251	pfam00563	EAL	237
2563531159	952	13	125	1	111	3.1e-24	85.2	pfam00072	Response_reg	112
2563531159	952	349	458	2	110	8.8e-15	54.8	pfam08448	PAS_4	110
2563531159	952	497	584	3	81	2.3e-13	50.1	pfam08447	PAS_3	89
2563531159	952	604	712	1	110	3.9e-12	46.2	pfam08448	PAS_4	110
2563531159	952	732	834	2	101	6.5e-10	39.5	pfam13426	PAS_9	101
2563531159	952	853	952	1	97	3.7e-11	43.1	pfam08448	PAS_4	110
2563531165	667	4	266	1	314	5.3e-69	233	pfam00580	UvrD-helicase	315
2563531165	667	271	614	1	350	6.4e-92	308.8	pfam13361	UvrD_C	351
2563531167	102	18	88	1	62	1.5e-14	53.9	pfam14076	DUF4258	63
2563531168	503	22	143	1	121	7.3e-48	161.3	pfam13541	ChlI	121
2563531168	503	191	397	1	205	1.6e-95	318.2	pfam01078	Mg_chelatase	207
2563531168	503	405	497	1	93	2.4e-30	104.9	pfam13335	Mg_chelatase_C	93
2563531169	86	1	78	1	77	5.8e-29	100.2	pfam04380	BMFP	77
