gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2563531042	744	224	390	ProSiteProfiles	PS51192	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2563531042	744	229	453	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563531042	744	516	613	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563531043	268	49	234	SUPERFAMILY	SSF53335			
2563531044	426	134	180	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531044	426	136	203	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531044	426	148	260	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531044	426	251	424	SMART	SM00267	IPR000160	GGDEF domain	
2563531044	426	293	426	ProSiteProfiles	PS50887	IPR000160	GGDEF domain	
2563531044	426	206	260	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563531044	426	267	424	SUPERFAMILY	SSF55073	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190|GO:0016849|GO:0035556
2563531044	426	209	251	SMART	SM00086	IPR001610	PAC motif	
2563531044	426	7	121	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2563531044	426	8	125	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2563531044	426	7	157	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2563531045	152	11	133	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2563531045	152	12	137	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2563531045	152	12	140	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2563531046	490	341	489	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2563531046	490	380	490	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2563531046	490	196	248	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2563531046	490	196	248	SMART	SM00304	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2563531046	490	277	490	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2563531046	490	259	335	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2563531046	490	196	245	SUPERFAMILY	SSF158472			
2563531047	351	51	278	SUPERFAMILY	SSF53850			
2563531048	1026	131	260	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	144	214	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	146	212	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	259	391	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	274	346	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	389	515	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	405	476	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	525	650	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	538	592	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	540	604	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	649	783	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	662	735	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	664	733	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531048	1026	217	271	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563531048	1026	351	402	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563531048	1026	609	661	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563531048	1026	743	794	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563531048	1026	218	262	SMART	SM00086	IPR001610	PAC motif	
2563531048	1026	352	393	SMART	SM00086	IPR001610	PAC motif	
2563531048	1026	610	652	SMART	SM00086	IPR001610	PAC motif	
2563531048	1026	744	785	SMART	SM00086	IPR001610	PAC motif	
2563531048	1026	857	1019	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2563531048	1026	908	1021	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2563531048	1026	798	866	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2563531048	1026	805	1021	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2563531048	1026	786	864	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2563531049	171	12	161	SUPERFAMILY	SSF158442			
2563531050	136	14	72	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2563531050	136	17	66	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2563531050	136	81	136	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2563531050	136	84	131	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2563531050	136	8	127	SUPERFAMILY	SSF54631			
2563531051	116	3	111	ProSiteProfiles	PS51343	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234
2563531051	116	6	104	SMART	SM00938	IPR002187	Nitrogen regulatory protein PII	GO:0006808|GO:0030234
2563531051	116	1	101	SUPERFAMILY	SSF54913	IPR011322	Nitrogen regulatory PII-like, alpha/beta	
2563531054	230	3	126	ProSiteProfiles	PS51201	IPR003148	Regulator of K+ conductance, N-terminal	GO:0006813
2563531054	230	141	229	ProSiteProfiles	PS51202	IPR006037	Regulator of K+ conductance, C-terminal	GO:0006813|GO:0008324
2563531054	230	2	142	SUPERFAMILY	SSF51735			
2563531054	230	139	225	SUPERFAMILY	SSF116726			
2563531055	534	289	411	ProSiteProfiles	PS51201	IPR003148	Regulator of K+ conductance, N-terminal	GO:0006813
2563531055	534	37	90	SUPERFAMILY	SSF81324			
2563531055	534	122	270	SUPERFAMILY	SSF81324			
2563531055	534	287	425	SUPERFAMILY	SSF51735			
2563531055	534	427	523	SUPERFAMILY	SSF116726			
2563531056	238	134	162	ProSitePatterns	PS00061	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491
2563531056	238	5	217	SUPERFAMILY	SSF51735			
2563531059	275	224	246	ProSitePatterns	PS00521	IPR000304	Pyrroline-5-carboxylate reductase	GO:0004735|GO:0006561|GO:0055114
2563531059	275	163	272	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2563531059	275	5	161	SUPERFAMILY	SSF51735			
2563531061	100	2	88	SUPERFAMILY	SSF69786	IPR003746	Protein of unknown function DUF167	
2563531064	295	5	294	SUPERFAMILY	SSF53633	IPR001048	Aspartate/glutamate/uridylate kinase	
2563531065	424	3	55	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2563531065	424	367	422	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2563531065	424	56	367	SUPERFAMILY	SSF51556			
2563531066	321	12	315	SUPERFAMILY	SSF53671	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520|GO:0016597|GO:0016743
2563531066	321	60	67	ProSitePatterns	PS00097	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520|GO:0016597|GO:0016743
2563531067	168	17	149	SUPERFAMILY	SSF53271			
2563531068	151	12	112	SMART	SM00732	IPR006641	YqgF/RNase H-like domain	GO:0006139|GO:0016788
2563531068	151	12	146	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2563531069	187	6	186	SUPERFAMILY	SSF143456			
2563531070	292	86	97	SUPERFAMILY	SSF74653			
2563531070	292	179	286	SUPERFAMILY	SSF74653			
2563531071	315	126	311	ProSiteProfiles	PS50975	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872
2563531071	315	3	123	SUPERFAMILY	SSF52440	IPR016185	Pre-ATP-grasp domain	
2563531071	315	124	311	SUPERFAMILY	SSF56059			
2563531072	78	2	73	SUPERFAMILY	SSF143800			
2563531073	51	1	49	SUPERFAMILY	SSF57829	IPR011332	Zinc-binding ribosomal protein	GO:0006412
2563531073	51	17	36	ProSitePatterns	PS00582	IPR018264	Ribosomal protein L33, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2563531074	446	44	107	ProSiteProfiles	PS50042	IPR000595	Cyclic nucleotide-binding domain	
2563531074	446	147	251	ProSiteProfiles	PS50042	IPR000595	Cyclic nucleotide-binding domain	
2563531074	446	147	266	SMART	SM00100	IPR000595	Cyclic nucleotide-binding domain	
2563531074	446	253	345	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2563531074	446	258	352	SMART	SM00450	IPR001763	Rhodanese-like domain	
2563531074	446	268	355	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2563531074	446	13	113	SUPERFAMILY	SSF51206	IPR018490	Cyclic nucleotide-binding-like	
2563531074	446	134	253	SUPERFAMILY	SSF51206	IPR018490	Cyclic nucleotide-binding-like	
2563531075	456	228	353	SUPERFAMILY	SSF50156	IPR001478	PDZ domain	GO:0005515
2563531075	456	261	352	ProSiteProfiles	PS50106	IPR001478	PDZ domain	GO:0005515
2563531075	456	270	352	SMART	SM00228	IPR001478	PDZ domain	GO:0005515
2563531075	456	372	448	SMART	SM00228	IPR001478	PDZ domain	GO:0005515
2563531075	456	387	455	SUPERFAMILY	SSF50156	IPR001478	PDZ domain	GO:0005515
2563531075	456	39	261	SUPERFAMILY	SSF50494	IPR009003	Trypsin-like cysteine/serine peptidase domain	GO:0003824
2563531076	173	7	168	SUPERFAMILY	SSF53218	IPR001453	Molybdopterin binding domain	GO:0006777
2563531076	173	13	157	SMART	SM00852	IPR001453	Molybdopterin binding domain	GO:0006777
2563531078	908	4	70	SUPERFAMILY	SSF63737			
2563531078	908	103	222	SUPERFAMILY	SSF63737			
2563531078	908	234	479	SUPERFAMILY	SSF55486			
2563531079	246	142	170	ProSitePatterns	PS00061	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491
2563531079	246	6	244	SUPERFAMILY	SSF51735			
2563531080	166	1	153	SUPERFAMILY	SSF55083	IPR000550	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK	GO:0003848|GO:0009396
2563531080	166	85	96	ProSitePatterns	PS00794	IPR000550	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK	GO:0003848|GO:0009396
2563531081	119	4	114	SMART	SM00905	IPR006157	Dihydroneopterin aldolase/epimerase domain	GO:0004150|GO:0006760
2563531081	119	1	114	SUPERFAMILY	SSF55620			
2563531084	252	77	244	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2563531085	336	96	116	ProSitePatterns	PS01016	IPR017860	Peptidase M22, conserved site	
2563531085	336	2	123	SUPERFAMILY	SSF53067			
2563531085	336	101	308	SUPERFAMILY	SSF53067			
2563531086	77	13	25	ProSitePatterns	PS01181	IPR018278	Ribosomal protein S21, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2563531087	149	4	147	SUPERFAMILY	SSF89095	IPR003789	Aspartyl/glutamyl-tRNA amidotransferase subunit B-related	GO:0016884
2563531088	595	43	97	SMART	SM00400	IPR002694	Zinc finger, CHC2-type	GO:0003677|GO:0003896|GO:0006260|GO:0008270
2563531088	595	262	333	SMART	SM00493	IPR006171	Toprim domain	
2563531088	595	262	344	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
2563531088	595	457	583	SMART	SM00766	IPR013173	DNA primase DnaG, DnaB-binding domain	GO:0003896|GO:0006269
2563531088	595	11	107	SUPERFAMILY	SSF57783			
2563531088	595	122	425	SUPERFAMILY	SSF56731			
2563531088	595	455	584	SUPERFAMILY	SSF117023			
2563531089	602	391	404	ProSitePatterns	PS00715	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2563531089	602	560	586	ProSitePatterns	PS00716	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2563531089	602	440	513	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2563531089	602	497	599	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2563531089	602	115	434	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2563531091	386	117	127	ProSitePatterns	PS00376	IPR022631	S-adenosylmethionine synthetase, conserved site	GO:0004478|GO:0006556
2563531091	386	260	268	ProSitePatterns	PS00377	IPR022631	S-adenosylmethionine synthetase, conserved site	GO:0004478|GO:0006556
2563531091	386	4	111	SUPERFAMILY	SSF55973	IPR022636	S-adenosylmethionine synthetase superfamily	GO:0004478|GO:0006556
2563531091	386	112	233	SUPERFAMILY	SSF55973	IPR022636	S-adenosylmethionine synthetase superfamily	GO:0004478|GO:0006556
2563531091	386	234	385	SUPERFAMILY	SSF55973	IPR022636	S-adenosylmethionine synthetase superfamily	GO:0004478|GO:0006556
2563531092	430	5	429	SMART	SM00996	IPR000043	Adenosylhomocysteinase	GO:0004013|GO:0006730
2563531092	430	191	350	SMART	SM00997	IPR015878	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	
2563531092	430	77	91	ProSitePatterns	PS00738	IPR020082	S-adenosyl-L-homocysteine hydrolase, conserved site	GO:0004013|GO:0006730
2563531092	430	213	229	ProSitePatterns	PS00739	IPR020082	S-adenosyl-L-homocysteine hydrolase, conserved site	GO:0004013|GO:0006730
2563531092	430	2	190	SUPERFAMILY	SSF52283			
2563531092	430	191	350	SUPERFAMILY	SSF51735			
2563531092	430	351	430	SUPERFAMILY	SSF52283			
2563531093	285	7	282	SUPERFAMILY	SSF51730			
2563531094	450	252	289	ProSitePatterns	PS00600	IPR005814	Aminotransferase class-III	GO:0008483|GO:0030170
2563531094	450	11	442	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2563531095	253	3	68	SUPERFAMILY	SSF88697	IPR015947	PUA-like domain	
2563531095	253	74	241	SUPERFAMILY	SSF75217			
2563531096	291	1	23	ProSiteProfiles	PS51257			
2563531097	292	38	131	SUPERFAMILY	SSF103481			
2563531097	292	177	283	SUPERFAMILY	SSF103481			
2563531098	170	1	168	SUPERFAMILY	SSF53254			
2563531099	288	5	257	SUPERFAMILY	SSF53474			
2563531101	155	4	155	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2563531101	155	4	146	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2563531102	134	1	131	SUPERFAMILY	SSF54593			
2563531103	152	37	138	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2563531104	344	129	305	ProSiteProfiles	PS50994	IPR001584	Integrase, catalytic core	GO:0015074
2563531104	344	131	304	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2563531105	160	2	85	SUPERFAMILY	SSF89963			
2563531105	160	89	159	SUPERFAMILY	SSF89963			
2563531106	407	224	359	SMART	SM00471	IPR003607	HD/PDEase domain	GO:0003824
2563531106	407	1	119	SUPERFAMILY	SSF81301			
2563531106	407	121	360	SUPERFAMILY	SSF81891			
2563531109	154	1	154	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2563531109	154	2	154	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2563531110	124	7	121	SUPERFAMILY	SSF54593			
2563531116	208	74	87	ProSitePatterns	PS00954	IPR020565	Imidazoleglycerol-phosphate dehydratase, conserved site	GO:0000105|GO:0004424
2563531116	208	169	181	ProSitePatterns	PS00955	IPR020565	Imidazoleglycerol-phosphate dehydratase, conserved site	GO:0000105|GO:0004424
2563531116	208	15	99	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2563531116	208	101	191	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2563531117	214	3	214	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
2563531117	214	3	210	SUPERFAMILY	SSF52317			
2563531118	244	1	238	SUPERFAMILY	SSF51366	IPR011060	Ribulose-phosphate binding barrel	GO:0003824|GO:0008152
2563531119	257	3	256	SUPERFAMILY	SSF51366	IPR011060	Ribulose-phosphate binding barrel	GO:0003824|GO:0008152
2563531120	130	4	121	SUPERFAMILY	SSF141734			
2563531121	105	3	92	SUPERFAMILY	SSF101386			
2563531124	270	159	178	ProSitePatterns	PS01218	IPR019820	Sec-independent periplasmic protein translocase, conserved site	
2563531126	67	3	67	SMART	SM00357	IPR011129	Cold shock protein	GO:0003676
2563531126	67	1	65	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2563531126	67	15	34	ProSitePatterns	PS00352	IPR019844	Cold-shock conserved site	
2563531128	148	4	144	SUPERFAMILY	SSF52402			
2563531130	627	2	246	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2563531130	627	313	527	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2563531130	627	26	223	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2563531130	627	337	504	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2563531130	627	150	164	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2563531130	627	431	445	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2563531130	627	2	92	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563531130	627	119	251	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563531130	627	293	510	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563531131	130	2	123	SUPERFAMILY	SSF161084			
2563531133	435	4	351	SUPERFAMILY	SSF51905			
2563531142	94	9	94	SUPERFAMILY	SSF81301			
2563531144	210	28	206	SUPERFAMILY	SSF55895	IPR001568	Ribonuclease T2-like	GO:0003723|GO:0033897
2563531144	210	63	70	ProSitePatterns	PS00530	IPR018188	Ribonuclease T2, active site	GO:0003723|GO:0033897
2563531144	210	103	114	ProSitePatterns	PS00531	IPR018188	Ribonuclease T2, active site	GO:0003723|GO:0033897
2563531146	480	124	342	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2563531147	227	76	90	ProSitePatterns	PS01211	IPR011078	Uncharacterised protein family UPF0001	
2563531147	227	1	222	SUPERFAMILY	SSF51419			
2563531148	345	193	207	ProSitePatterns	PS00662	IPR001482	Type II secretion system protein E	GO:0005524|GO:0006810
2563531148	345	122	248	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2563531148	345	5	336	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563531149	297	109	123	ProSitePatterns	PS01057	IPR018236	SAICAR synthetase, conserved site	GO:0004639|GO:0006164
2563531149	297	208	216	ProSitePatterns	PS01058	IPR018236	SAICAR synthetase, conserved site	GO:0004639|GO:0006164
2563531149	297	8	295	SUPERFAMILY	SSF56104			
2563531151	87	3	86	SUPERFAMILY	SSF46992	IPR002583	Ribosomal protein S20	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
2563531152	373	10	262	SUPERFAMILY	SSF53633	IPR001048	Aspartate/glutamate/uridylate kinase	
2563531152	373	281	359	ProSiteProfiles	PS50890	IPR002478	Pseudouridine synthase/archaeosine transglycosylase	GO:0003723
2563531152	373	282	365	SMART	SM00359	IPR002478	Pseudouridine synthase/archaeosine transglycosylase	GO:0003723
2563531152	373	282	372	SUPERFAMILY	SSF88697	IPR015947	PUA-like domain	
2563531152	373	212	229	ProSitePatterns	PS00902	IPR019797	Glutamate 5-kinase, conserved site	GO:0004349|GO:0006561
2563531153	344	213	226	ProSitePatterns	PS00905	IPR006074	GTP1/OBG, conserved site	GO:0005525
2563531153	344	3	157	SUPERFAMILY	SSF82051	IPR006169	GTP1/OBG domain	GO:0005525
2563531153	344	150	341	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563531154	85	34	48	ProSitePatterns	PS00831	IPR018261	Ribosomal protein L27, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2563531154	85	2	80	SUPERFAMILY	SSF110324			
2563531155	103	72	94	ProSitePatterns	PS01169	IPR018258	Ribosomal protein L21, conserved site	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
2563531155	103	1	102	SUPERFAMILY	SSF141091			
2563531156	336	95	109	ProSitePatterns	PS00723	IPR000092	Polyprenyl synthetase	GO:0008299
2563531156	336	17	336	SUPERFAMILY	SSF48576	IPR008949	Terpenoid synthase	
2563531158	745	7	131	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531158	745	21	66	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531158	745	23	91	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531158	745	308	480	SMART	SM00267	IPR000160	GGDEF domain	
2563531158	745	349	482	ProSiteProfiles	PS50887	IPR000160	GGDEF domain	
2563531158	745	1	20	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563531158	745	94	148	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563531158	745	324	481	SUPERFAMILY	SSF55073	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190|GO:0016849|GO:0035556
2563531158	745	490	738	SMART	SM00052	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2563531158	745	491	745	ProSiteProfiles	PS50883	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2563531158	745	496	743	SUPERFAMILY	SSF141868	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2563531158	745	161	316	SMART	SM00065	IPR003018	GAF domain	GO:0005515
2563531158	745	137	308	SUPERFAMILY	SSF55781			
2563531159	952	330	454	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	341	411	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	343	409	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	469	534	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	471	543	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	477	592	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	596	639	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	598	664	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	609	719	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	707	833	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	720	762	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	722	788	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	831	952	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	845	917	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	847	915	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2563531159	952	548	599	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563531159	952	669	719	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563531159	952	793	844	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2563531159	952	549	590	SMART	SM00086	IPR001610	PAC motif	
2563531159	952	670	710	SMART	SM00086	IPR001610	PAC motif	
2563531159	952	794	835	SMART	SM00086	IPR001610	PAC motif	
2563531159	952	11	124	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2563531159	952	12	128	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2563531159	952	10	162	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2563531159	952	196	336	SUPERFAMILY	SSF55781			
2563531165	667	2	280	ProSiteProfiles	PS51198	IPR014016	UvrD-like Helicase, ATP-binding domain	GO:0005524
2563531165	667	281	562	ProSiteProfiles	PS51217	IPR014017	DNA helicase, UvrD-like, C-terminal	GO:0005524|GO:0016787
2563531165	667	2	638	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563531168	503	211	393	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2563531168	503	11	170	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2563531168	503	290	305	ProSitePatterns	PS00676	IPR025943	Sigma-54 interaction domain, ATP-binding site 2	
2563531168	503	189	500	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2563531170	282	5	281	ProSiteProfiles	PS51006	IPR001045	Spermidine/spermine synthases family	GO:0003824
2563531170	282	5	280	SUPERFAMILY	SSF53335			
2563531172	608	435	543	SUPERFAMILY	SSF50621	IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	GO:0003824
2563531172	608	272	285	ProSitePatterns	PS00879	IPR022657	Orn/DAP/Arg decarboxylase 2, conserved site	
2563531172	608	67	340	SUPERFAMILY	SSF51419			
2563531175	128	1	128	SUPERFAMILY	SSF88723			
2563531176	87	5	86	SUPERFAMILY	SSF160766			
2563531177	285	5	18	ProSitePatterns	PS00895	IPR002204	3-hydroxyisobutyrate dehydrogenase-related, conserved site	GO:0006573|GO:0008442|GO:0055114
2563531177	285	161	281	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2563531177	285	1	160	SUPERFAMILY	SSF51735			
2563531178	56	36	46	ProSitePatterns	PS00202	IPR018527	Rubredoxin, iron-binding site	GO:0046872
2563531178	56	4	55	ProSiteProfiles	PS50903	IPR024934	Rubredoxin-like domain	GO:0005506
2563531178	56	3	55	SUPERFAMILY	SSF57802			
