gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2563531111	91	43.82	1	89	1	89	9.0e-12	61.8	COG4095	Uncharacterized conserved protein, contains PQ loop repeat	89
2563531113	559	30.33	84	546	77	530	7.0e-54	205	COG1315	Uncharacterized conserved protein, DUF342 family	543
2563531116	208	53.81	12	208	1	195	1.0e-79	289	COG0131	Imidazoleglycerol phosphate dehydratase HisB	195
2563531117	214	48.83	1	212	1	204	7.0e-76	276	COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	204
2563531118	244	53.11	1	241	2	239	4.0e-79	287	COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	241
2563531119	257	66.67	3	257	2	255	7.0e-115	406	COG0107	Imidazole glycerol phosphate synthase subunit HisF	256
2563531120	130	56.48	1	108	3	110	6.0e-43	166	COG0139	Phosphoribosyl-AMP cyclohydrolase	111
2563531121	105	49.45	5	95	1	91	1.0e-25	107	COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	92
2563531122	70	27.14	1	70	2	71	1.0e-09	55	COG1826	Sec-independent protein translocase protein TatA	94
2563531123	133	33.33	1	96	1	94	3.0e-10	57.7	COG1826	Sec-independent protein translocase protein TatA	94
2563531124	270	49	11	256	7	255	6.0e-63	234	COG0805	Sec-independent protein secretion pathway component TatC	255
2563531126	67	68.18	1	66	1	66	7.0e-23	98.7	COG1278	Cold shock protein, CspA family	67
2563531127	142	30.14	62	134	1	69	8.0e-04	36.5	COG2314	Uncharacterized membrane protein YozV, TM2 domain	95
2563531128	148	36.6	1	146	2	154	1.0e-15	75.8	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2563531130	627	43.8	1	522	3	530	0.0e+00	522	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2563531131	130	49.59	1	121	5	125	5.0e-24	103	COG3788	Uncharacterized membrane protein YecN, MAPEG domain	131
2563531133	435	38.52	8	420	3	401	2.0e-96	346	COG1252	NADH dehydrogenase, FAD-containing subunit	405
2563531139	146	46.67	12	131	2	121	1.0e-27	115	COG1662	Transposase and inactivated derivatives, IS1 family	121
2563531141	107	37.96	1	107	3	110	9.0e-23	98.4	COG2361	Uncharacterized conserved protein, contains HEPN domain	117
2563531142	94	48.75	15	94	18	97	3.0e-19	86.8	COG1669	Predicted nucleotidyltransferase	97
2563531144	210	34.16	26	208	46	247	8.0e-41	160	COG3719	Ribonuclease I	249
2563531146	480	25.73	6	391	46	454	2.0e-27	116	COG3511	Phospholipase C	527
2563531147	227	50.22	2	226	1	228	7.0e-78	283	COG0325	Uncharacterized pyridoxal phosphate-containing protein, affects Ilv metabolism, UPF0001 family	228
2563531148	345	65.99	1	345	3	349	0.0e+00	525	COG2805	Tfp pilus assembly protein PilT, pilus retraction ATPase	353
2563531149	297	33.92	13	295	2	246	3.0e-62	231	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	247
2563531150	515	47.56	1	508	5	515	2.0e-107	383	COG0728	Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase	518
2563531151	87	59.77	1	87	1	87	3.0e-11	60.3	COG0268	Ribosomal protein S20	88
2563531152	373	50.67	4	373	1	369	5.0e-120	424	COG0263	Glutamate 5-kinase	369
2563531153	344	55.94	1	344	1	343	0.0e+00	466	COG0536	GTPase involved in cell partioning and DNA repair	369
2563531154	85	70.59	1	85	1	84	4.0e-30	123	COG0211	Ribosomal protein L27	87
2563531155	103	56.31	1	103	1	103	2.0e-33	133	COG0261	Ribosomal protein L21	103
2563531156	336	41.05	20	336	3	322	2.0e-78	286	COG0142	Geranylgeranyl pyrophosphate synthase	322
2563531165	667	44.92	2	649	1	654	0.0e+00	579	COG0210	Superfamily I DNA or RNA helicase	655
2563531168	503	56.01	16	502	1	490	0.0e+00	599	COG0606	Predicted ATPase with chaperone activity	490
2563531169	86	44.3	1	79	10	88	1.0e-16	78.1	COG2960	Uncharacterized conserved protein YqiC, BMFP domain	103
2563531170	282	41.43	6	281	5	281	1.0e-74	272	COG0421	Spermidine synthase	282
2563531172	608	52.46	2	607	22	650	0.0e+00	778	COG1166	Arginine decarboxylase (spermidine biosynthesis)	652
2563531175	128	36.22	2	128	3	129	1.0e-28	118	COG3744	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)	130
2563531177	285	46.83	1	281	1	284	2.0e-67	249	COG2084	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	286
2563531178	56	52	4	53	1	50	4.0e-12	63	COG1773	Rubredoxin	55
2563531180	217	33.51	13	190	4	191	2.0e-24	106	COG0778	Nitroreductase	207
2563531181	344	36.28	7	343	10	334	2.0e-73	269	COG2038	NaMN:DMB phosphoribosyltransferase	347
2563531184	247	33.47	3	244	1	243	2.0e-34	139	COG0368	Cobalamin synthase	246
2563531185	187	34.01	1	187	3	199	1.0e-29	123	COG0406	Broad specificity phosphatase PhoE	208
2563531186	339	26.7	3	339	8	353	4.0e-48	185	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	356
2563531187	466	41.48	1	464	1	485	1.0e-121	430	COG1492	Cobyric acid synthase	486
2563531188	298	38.54	1	297	4	315	3.0e-59	222	COG1270	Cobalamin biosynthesis protein CobD/CbiB	320
2563531189	165	38.64	1	165	1	174	1.0e-35	142	COG2087	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	175
2563531190	332	30.11	7	332	3	340	2.0e-61	229	COG2951	Membrane-bound lytic murein transglycosylase B	343
2563531191	391	19.14	75	377	33	302	9.0e-06	45.2	COG3391	DNA-binding beta-propeller fold protein YncE	381
2563531193	198	21.21	1	198	4	195	1.0e-13	69.7	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2563531195	400	24.94	1	400	1	386	3.0e-49	189	COG0247	Fe-S oxidoreductase	388
2563531196	268	41.34	3	180	1	135	1.0e-34	140	COG1586	S-adenosylmethionine decarboxylase or arginine decarboxylase	136
2563531197	138	45.93	1	135	2	135	2.0e-32	131	COG1765	Uncharacterized OsmC-related protein	137
2563531198	218	27.27	11	218	13	214	9.0e-27	113	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2563531200	603	68.94	1	602	1	601	0.0e+00	995	COG1217	Predicted membrane GTPase involved in stress response	603
2563531201	147	27.69	17	146	1	108	3.0e-13	68	COG0607	Rhodanese-related sulfurtransferase	110
2563531202	302	29.83	4	293	3	292	3.0e-40	159	COG0583	DNA-binding transcriptional regulator, LysR family	297
2563531203	669	41.81	20	659	1	588	0.0e+00	606	COG1086	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	588
2563531204	344	26.32	1	315	3	319	4.0e-35	142	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	319
2563531205	325	31.99	13	324	4	311	3.0e-41	162	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2563531206	378	35.25	1	375	3	383	6.0e-102	364	COG0381	UDP-N-acetylglucosamine 2-epimerase	383
2563531208	284	28.72	1	280	1	276	2.0e-45	176	COG1091	dTDP-4-dehydrorhamnose reductase	281
2563531209	409	24.23	82	403	62	378	6.0e-23	102	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2563531210	329	20.38	24	318	5	294	2.0e-15	76.9	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2563531211	297	29.66	5	288	5	280	1.0e-45	176	COG1216	Glycosyltransferase, GT2 family	305
2563531213	338	17.07	5	288	2	280	4.0e-12	65.9	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2563531214	437	19.86	4	433	11	418	4.0e-04	39.7	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2563531215	549	23.2	17	134	13	137	3.0e-04	40.3	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	139
2563531216	552	22.26	235	516	1	274	1.0e-17	85.2	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2563531220	315	19.93	1	299	1	291	6.0e-14	72.1	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2563531223	418	39.64	34	416	2	374	3.0e-99	355	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	374
2563531229	314	20.49	4	284	2	276	3.0e-15	75.9	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2563531231	173	14.09	31	173	14	138	7.0e-03	33.7	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	139
2563531232	603	34.44	2	571	1	547	1.0e-109	390	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	550
2563531233	351	26.36	32	351	2	313	1.0e-37	150	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2563531234	364	32.23	3	349	2	355	2.0e-64	240	COG0337	3-dehydroquinate synthetase	360
2563531235	236	29.76	1	231	3	251	4.0e-23	101	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2563531237	364	25.22	9	338	1	314	8.0e-36	144	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2563531240	180	58.62	1	174	1	171	5.0e-61	227	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	173
2563531241	295	58.33	4	291	1	285	1.0e-116	412	COG1209	dTDP-glucose pyrophosphorylase	286
2563531242	300	46.78	1	295	1	280	1.0e-89	322	COG1091	dTDP-4-dehydrorhamnose reductase	281
2563531243	355	62.96	2	351	3	340	0.0e+00	552	COG1088	dTDP-D-glucose 4,6-dehydratase	340
2563531246	314	34.97	10	309	4	308	1.0e-48	187	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2563531248	476	20.09	3	459	15	463	2.0e-06	47.4	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2563531251	389	32.98	1	376	2	354	4.0e-75	275	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	374
2563531252	309	28.4	4	308	2	313	4.0e-35	142	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2563531253	370	73.52	1	355	1	345	0.0e+00	598	COG1089	GDP-D-mannose dehydratase	345
2563531254	468	47.46	5	331	3	333	2.0e-110	393	COG0836	Mannose-1-phosphate guanylyltransferase	333
2563531255	163	55.92	12	163	2	150	3.0e-55	207	COG2947	Predicted RNA-binding protein, contains PUA-like domain	156
2563531257	99	34.04	6	99	2	95	9.0e-13	65.3	COG3027	Cell division protein ZapA, inhibits GTPase activity of FtsZ	105
2563531259	170	32.95	2	169	7	178	2.0e-21	95	COG3079	Uncharacterized conserved protein YgfB, UPF0149 family	186
2563531260	436	33.42	33	430	23	384	1.0e-73	270	COG0006	Xaa-Pro aminopeptidase	384
2563531261	403	36.62	3	394	1	387	1.0e-66	247	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
2563531262	406	33.76	3	392	1	385	2.0e-70	260	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
2563531268	447	44.74	1	446	2	457	0.0e+00	477	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	464
2563531270	388	57.95	1	388	1	387	0.0e+00	486	COG0045	Succinyl-CoA synthetase, beta subunit	387
2563531271	288	69.34	1	286	1	287	5.0e-115	407	COG0074	Succinyl-CoA synthetase, alpha subunit	293
2563531273	131	29.6	1	117	1	125	5.0e-12	63.5	COG5611	Predicted nucleic-acid-binding protein, contains PIN domain	130
2563531274	536	43.84	260	526	7	268	2.0e-67	250	COG0171	NH3-dependent NAD+ synthetase	268
2563531277	361	35.98	45	307	1	260	1.0e-63	237	COG1180	Pyruvate-formate lyase-activating enzyme	260
2563531278	259	33.57	1	259	2	279	1.0e-50	193	COG1355	Predicted class III extradiol dioxygenase, MEMO1 family	279
2563531279	209	34.12	2	207	4	187	8.0e-33	133	COG2078	Uncharacterized conserved protein, AMMECR1 domain	203
2563531281	224	53.12	1	224	1	224	3.0e-79	288	COG2003	DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif	224
2563531282	404	52.14	1	395	1	392	2.0e-116	412	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase	392
2563531283	154	52.67	5	154	1	148	3.0e-50	191	COG0756	dUTPase	148
2563531284	879	35.09	426	871	8	460	9.0e-101	362	COG1109	Phosphomannomutase	464
2563531286	586	38.34	1	586	3	577	0.0e+00	506	COG0018	Arginyl-tRNA synthetase	577
2563531288	196	29.78	20	188	25	193	3.0e-12	65.3	COG4636	Endonuclease, Uma2 family (restriction endonuclease fold)	200
2563531290	796	34.75	175	756	39	622	7.0e-125	442	COG1067	Predicted ATP-dependent protease	647
2563531293	515	32.22	206	442	8	236	2.0e-27	117	COG5607	CHAD domain (function unknown)	283
2563531294	328	34.23	1	320	1	318	8.0e-50	191	COG0226	ABC-type phosphate transport system, periplasmic component	318
2563531295	765	45.62	24	765	13	733	0.0e+00	685	COG4590	ABC-type uncharacterized transport system, permease component	733
2563531296	551	33.1	2	281	8	287	4.0e-65	242	COG4985	ABC-type phosphate transport system, auxiliary component	289
2563531297	277	69.96	25	277	2	253	2.0e-128	451	COG1117	ABC-type phosphate transport system, ATPase component	253
2563531298	238	40.17	5	238	4	236	7.0e-42	164	COG0704	Phosphate uptake regulator	240
2563531300	561	27.49	60	560	122	693	1.0e-72	267	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I	696
2563531301	1185	29.48	16	1152	17	1139	0.0e+00	557	COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	1139
2563531307	314	29.91	1	314	2	310	2.0e-42	166	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2563531308	474	50.84	1	474	1	467	0.0e+00	577	COG2870	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase	467
2563531309	185	54.71	6	174	7	176	1.0e-50	192	COG0279	Phosphoheptose isomerase	176
2563531310	597	40.38	9	578	1	567	9.0e-130	457	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2563531311	282	21.09	1	273	2	269	1.0e-14	73.6	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2563531312	248	18.92	1	248	4	260	3.0e-13	69	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2563531313	241	23.46	12	178	6	184	1.0e-12	66.9	COG3306	Glycosyltransferase involved in LPS biosynthesis, GR25 family	255
2563531314	367	32.42	13	367	3	333	2.0e-46	180	COG0859	ADP-heptose:LPS heptosyltransferase	334
2563531315	141	30	25	141	9	125	1.0e-06	45.4	COG2033	Desulfoferrodoxin, superoxide reductase-like (SORL) domain	126
2563531317	141	37.96	10	141	21	154	3.0e-18	84.2	COG1238	Uncharacterized membrane protein YqaA, SNARE-associated domain	161
2563531320	545	50.61	45	533	3	446	0.0e+00	509	COG0166	Glucose-6-phosphate isomerase	446
2563531321	487	43.72	36	478	14	457	4.0e-121	428	COG4623	Membrane-bound lytic murein transglycosylase MltF	473
2563531322	153	50.99	1	150	1	151	2.0e-44	171	COG0590	tRNA(Arg) A34 adenosine deaminase TadA	152
2563531323	528	68.03	210	528	1	315	0.0e+00	533	COG0519	GMP synthase, PP-ATPase domain/subunit	315
2563531324	488	28.25	255	477	1	170	3.0e-31	129	COG0516	IMP dehydrogenase/GMP reductase	170
2563531325	560	49.31	62	559	3	500	0.0e+00	543	COG2804	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB	500
2563531326	404	37.62	1	404	2	397	8.0e-87	314	COG1459	Type II secretory pathway, component PulF	397
2563531327	164	39.58	30	163	6	149	9.0e-18	83.2	COG2165	Type II secretory pathway, pseudopilin PulG	149
2563531328	174	25.17	31	158	7	148	7.0e-08	50.4	COG4970	Tfp pilus assembly protein FimT	181
2563531331	335	23.47	6	293	7	308	2.0e-19	90	COG3156	Type II secretory pathway, component PulK	323
2563531332	390	21.18	197	389	8	206	2.0e-06	47.3	COG3166	Tfp pilus assembly protein PilN	206
2563531335	712	26.43	84	693	27	562	1.0e-74	274	COG1450	Type II secretory pathway component GspD/PulD (secretin)	587
2563531336	217	52.44	1	217	1	225	2.0e-73	268	COG0120	Ribose 5-phosphate isomerase	227
2563531337	1043	33.94	1	994	1	1031	0.0e+00	615	COG1330	Exonuclease V gamma subunit	1078
2563531338	77	22.67	1	73	5	79	1.0e-03	35.4	COG2002	Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module	89
2563531339	128	30.3	1	128	1	129	3.0e-15	74.3	COG5611	Predicted nucleic-acid-binding protein, contains PIN domain	130
2563531344	172	17.9	7	168	2	128	2.0e-03	36.1	COG5455	Periplasmic regulator RcnB of Ni and Co efflux	129
2563531346	771	28.94	12	442	7	410	1.0e-63	238	COG0659	Sulfate permease or related transporter, MFS superfamily	554
2563531347	224	42.17	1	222	1	229	4.0e-52	198	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2563531348	457	31.85	144	454	20	327	3.0e-34	139	COG0642	Signal transduction histidine kinase	336
2563531350	534	29.55	107	494	41	398	1.0e-39	158	COG3746	Phosphate-selective porin	426
2563531352	318	31.53	1	305	1	351	5.0e-54	205	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	371
2563531353	145	45.37	36	141	38	145	2.0e-22	98.2	COG0071	Molecular chaperone IbpA, HSP20 family	146
2563531354	201	23.5	9	188	37	219	5.0e-04	38	COG1266	Membrane protease YdiL, CAAX protease family	226
2563531355	85	52	1	75	11	85	3.0e-20	90.4	COG3100	Uncharacterized conserved protein YcgL, UPF0745 family	103
2563531356	188	38.74	3	188	2	181	5.0e-57	213	COG0717	Deoxycytidine triphosphate deaminase	183
2563531357	363	42.96	39	311	1	262	4.0e-57	215	COG0489	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	265
2563531358	672	40.89	1	546	2	558	0.0e+00	633	COG0143	Methionyl-tRNA synthetase	558
2563531359	193	50.29	6	177	32	198	3.0e-45	174	COG2878	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit	198
2563531360	332	29.29	1	331	2	331	2.0e-47	182	COG0859	ADP-heptose:LPS heptosyltransferase	334
2563531361	342	36.94	5	334	2	326	4.0e-71	261	COG0859	ADP-heptose:LPS heptosyltransferase	334
2563531362	308	39.73	8	296	1	283	9.0e-75	273	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	284
2563531363	975	45.12	56	972	55	952	0.0e+00	846	COG1391	Glutamine synthetase adenylyltransferase	963
2563531365	258	27.76	11	254	1	230	1.0e-38	153	COG3219	Uncharacterized protein	237
2563531366	283	51.32	10	271	5	269	1.0e-85	309	COG3220	Uncharacterized conserved protein, UPF0276 family	282
2563531368	226	58.1	1	210	1	210	1.0e-79	289	COG0177	Endonuclease III	211
2563531369	543	29.5	19	543	12	534	4.0e-56	212	COG1315	Uncharacterized conserved protein, DUF342 family	543
2563531371	697	22.74	6	638	6	607	2.0e-46	180	COG2982	Uncharacterized protein involved in outer membrane biogenesis	648
2563531372	349	48.99	3	344	8	340	3.0e-104	371	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	342
2563531373	90	48.89	1	90	1	90	1.0e-25	108	COG2924	Fe-S cluster biosynthesis and repair protein YggX	90
2563531374	418	73.44	1	418	4	420	0.0e+00	704	COG1158	Transcription termination factor Rho	422
2563531376	440	43.02	1	439	21	434	5.0e-107	381	COG0513	Superfamily II DNA and RNA helicase	513
2563531377	218	20.61	4	218	1	226	2.0e-19	89.6	COG1011	FMN phosphatase YigB, HAD superfamily	229
2563531378	182	28.69	54	173	18	137	9.0e-07	46.9	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2563531380	295	25.42	6	278	2	294	2.0e-34	139	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2563531385	335	40.85	15	335	10	328	1.0e-65	243	COG0714	MoxR-like ATPase	329
2563531387	277	28.17	1	277	3	260	5.0e-39	155	COG0300	Short-chain dehydrogenase	265
2563531391	145	31.06	6	136	2	132	6.0e-17	80	COG2703	Hemerythrin	144
2563531392	900	33.33	296	769	183	652	2.0e-78	287	COG5001	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	663
2563531393	345	28.93	106	345	4	234	1.0e-34	140	COG1018	Ferredoxin-NADP reductase	266
2563531394	555	40.5	1	546	4	556	0.0e+00	529	COG1151	Hydroxylamine reductase (hybrid-cluster protein)	576
2563531395	514	46.44	11	514	33	547	0.0e+00	505	COG3604	Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains	550
2563531397	358	26.84	10	343	10	347	7.0e-39	154	COG3177	Fic family protein	348
2563531398	380	20.1	5	379	1	391	7.0e-19	88.6	COG0732	Restriction endonuclease S subunit	391
2563531399	108	18.56	13	103	15	111	9.0e-05	38.8	COG1708	Predicted nucleotidyltransferase	128
2563531401	490	23.82	7	487	12	488	6.0e-44	172	COG0286	Type I restriction-modification system, DNA methylase subunit	489
2563531402	99	51.04	4	99	2	97	4.0e-26	109	COG3636	DNA-binding prophage protein	100
2563531403	91	48.98	1	91	3	100	2.0e-25	106	COG3657	Putative component of the toxin-antitoxin plasmid stabilization module	100
2563531404	448	48.67	7	448	5	454	0.0e+00	513	COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	454
2563531405	585	44.33	294	583	2	299	2.0e-68	253	COG0706	Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins	314
2563531406	194	60.87	121	189	9	77	2.0e-26	112	COG0759	Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ	92
2563531407	438	51.63	5	434	1	408	2.0e-130	459	COG0593	Chromosomal replication initiation ATPase DnaA	408
2563531408	366	38.15	1	366	1	364	3.0e-77	282	COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	364
2563531409	358	35.25	1	357	1	363	2.0e-74	272	COG1195	Recombinational DNA repair ATPase RecF	363
2563531410	821	62.9	20	582	1	563	0.0e+00	886	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2563531411	265	47.31	1	262	5	280	3.0e-66	245	COG0682	Prolipoprotein diacylglyceryltransferase	287
2563531412	277	59.14	1	277	3	268	3.0e-109	388	COG0207	Thymidylate synthase	268
2563531413	204	37.17	8	198	1	170	2.0e-35	142	COG0221	Inorganic pyrophosphatase	171
2563531414	338	24.21	1	335	19	351	6.0e-32	131	COG0252	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	351
2563531415	163	41.82	2	157	1	165	2.0e-38	151	COG0262	Dihydrofolate reductase	167
2563531417	125	53.6	1	125	2	126	5.0e-45	173	COG2967	Uncharacterized protein affecting Mg2+/Co2+ transport	126
2563531419	451	41.09	2	449	9	457	0.0e+00	484	COG0773	UDP-N-acetylmuramate-alanine ligase	459
2563531420	338	53.12	1	337	2	338	4.0e-112	398	COG0547	Anthranilate phosphoribosyltransferase	338
2563531421	266	55.04	8	265	1	254	3.0e-84	304	COG0134	Indole-3-glycerol phosphate synthase	254
2563531422	542	32.28	387	530	18	175	3.0e-20	93.6	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	181
2563531424	420	21.79	1	420	2	440	6.0e-17	82.3	COG2067	Long-chain fatty acid transport protein	440
2563531427	161	32.03	11	151	6	151	6.0e-20	90.4	COG2131	Deoxycytidylate deaminase	164
2563531428	609	22.92	48	597	12	446	5.0e-37	149	COG2132	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)	451
2563531431	270	47.29	2	258	3	260	3.0e-79	288	COG0796	Glutamate racemase	269
2563531432	232	52.49	1	219	3	223	2.0e-72	265	COG4229	Enolase-phosphatase E1 involved in merthionine salvage	229
2563531433	186	45.81	1	178	1	174	4.0e-51	193	COG1791	Acireductone dioxygenase (methionine salvage), cupin superfamily	181
2563531434	206	30.85	3	200	1	191	5.0e-33	134	COG0235	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase	219
2563531436	334	56.08	4	332	7	340	5.0e-98	351	COG2899	Uncharacterized protein	346
2563531438	317	25.44	49	316	6	281	3.0e-21	96.2	COG4395	Predicted lipid-binding transport protein, Tim44 family	281
2563531439	108	38.53	1	104	1	108	4.0e-17	79.8	COG0347	Nitrogen regulatory protein PII	112
2563531440	1022	44.74	1	1019	1	1021	0.0e+00	1002	COG3696	Cu/Ag efflux pump CusA	1027
2563531441	389	29.2	54	383	39	372	5.0e-25	109	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2563531442	431	25.74	35	426	44	443	6.0e-28	119	COG1538	Outer membrane protein TolC	457
2563531445	378	23.56	49	371	41	363	2.0e-17	84	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2563531446	1020	46.77	1	1014	2	1020	0.0e+00	1042	COG3696	Cu/Ag efflux pump CusA	1027
2563531448	204	55.03	1	189	1	188	6.0e-69	253	COG0194	Guanylate kinase	191
2563531449	227	32.19	6	226	2	234	3.0e-49	188	COG0363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	238
2563531450	495	49.48	3	487	5	481	0.0e+00	604	COG0364	Glucose-6-phosphate 1-dehydrogenase	483
2563531451	481	61.52	1	472	2	472	0.0e+00	747	COG0362	6-phosphogluconate dehydrogenase	473
2563531453	358	18.46	40	348	1	297	7.0e-13	68.5	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA	301
2563531454	396	34.11	5	374	1	364	6.0e-70	258	COG1858	Cytochrome c peroxidase	364
2563531456	184	20	1	175	1	191	5.0e-04	37.6	COG4659	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfG subunit	195
2563531458	351	22.26	27	288	39	280	3.0e-11	63.1	COG2334	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	331
2563531459	203	50.26	6	193	1	186	8.0e-59	220	COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	194
2563531460	240	58.23	1	236	8	229	3.0e-74	271	COG0689	Ribonuclease PH	230
2563531461	299	25.17	26	297	2	278	1.0e-24	107	COG0515	Serine/threonine protein kinase	384
2563531462	288	46.9	1	288	1	290	3.0e-71	262	COG1561	Uncharacterized conserved protein YicC, UPF0701 family	290
2563531463	463	46.63	285	461	4	180	7.0e-43	168	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	181
2563531465	496	42.34	3	494	5	489	5.0e-109	388	COG1008	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	497
2563531468	532	34.26	14	510	3	496	8.0e-73	268	COG1008	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	497
2563531469	509	41.39	5	506	2	496	3.0e-99	355	COG1008	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	497
2563531471	98	43.96	9	97	1	90	3.0e-16	76.9	COG2929	Uncharacterized conserved protein, DUF497 family	93
2563531474	364	50.69	1	354	2	364	2.0e-122	432	COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	375
2563531475	166	65.03	1	163	1	161	3.0e-59	221	COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	162
2563531476	440	37.91	34	426	36	422	3.0e-77	283	COG1322	DNA anti-recombination protein (rearrangement mutator) RmuC	448
