gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2563530956	513	9	505	9.4e-113	363.4	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2563530962	451	28	450	1.3e-99	319.9	TIGR01844	type I secretion outer membrane protein, TolC family
2563530964	567	1	85	2.7e-17	49.2	TIGR01321	trp operon repressor, proteobacterial
2563530965	214	2	214	2.0e-57	180.1	TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
2563530969	144	1	144	3.8e-31	94.7	TIGR00621	single stranded DNA-binding protein (ssb)
2563530976	292	1	292	7.8e-65	204.7	TIGR01251	ribose-phosphate pyrophosphokinase
2563530977	511	6	500	0.0e+00	624.9	TIGR02645	putative thymidine phosphorylase
2563530978	185	2	182	1.8e-72	228.8	TIGR00624	DNA-3-methyladenine glycosylase I
2563530980	146	1	133	5.0e-35	106.3	TIGR00068	lactoylglutathione lyase
2563530986	670	4	665	0.0e+00	1053.8	TIGR00631	excinuclease ABC, B subunit
2563530988	858	6	856	0.0e+00	1458.5	TIGR03346	ATP-dependent chaperone ClpB
2563530989	426	90	419	1.2e-127	411.4	TIGR02966	phosphate regulon sensor kinase PhoR
2563530990	240	2	227	6.2e-107	342.1	TIGR02154	phosphate regulon transcriptional regulatory protein PhoB
2563530991	350	8	306	1.3e-31	96	TIGR01098	phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
2563530992	1017	434	559	5.8e-22	65.3	TIGR00229	PAS domain S-box
2563530992	1017	559	738	4.1e-43	134	TIGR00254	diguanylate cyclase (GGDEF) domain
2563530995	134	3	133	1.7e-50	156.7	TIGR00220	large conductance mechanosensitive channel protein
2563530996	160	6	145	2.9e-24	71.9	TIGR00072	hydrogenase maturation protease
2563531002	307	2	300	3.2e-130	419.8	TIGR00325	UDP-3-0-acyl N-acetylglucosamine deacetylase
2563531003	391	1	345	2.5e-125	404.4	TIGR00065	cell division protein FtsZ
2563531004	408	9	378	0.0e+00	517.6	TIGR01174	cell division protein FtsA
2563531006	310	14	309	1.5e-104	335.4	TIGR01205	D-alanine--D-alanine ligase
2563531007	304	25	301	4.8e-66	208.9	TIGR00179	UDP-N-acetylenolpyruvoylglucosamine reductase
2563531008	480	18	469	0.0e+00	565.6	TIGR01082	UDP-N-acetylmuramate--L-alanine ligase
2563531009	349	1	343	7.4e-112	359.8	TIGR01133	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
2563531010	386	14	372	4.2e-125	403.5	TIGR02614	cell division protein FtsW
2563531011	479	33	464	0.0e+00	433.3	TIGR01087	UDP-N-acetylmuramoylalanine--D-glutamate ligase
2563531012	360	37	360	0.0e+00	465.8	TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase
2563531013	470	28	464	0.0e+00	433.1	TIGR01143	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
2563531014	556	30	462	0.0e+00	433.5	TIGR01085	UDP-N-acetylmuramyl-tripeptide synthetase
2563531016	82	1	81	7.9e-23	66.5	TIGR02209	cell division protein FtsL
2563531017	308	1	308	5.2e-119	383.2	TIGR00006	16S rRNA (cytosine(1402)-N(4))-methyltransferase
2563531018	155	1	151	1.0e-46	144.6	TIGR00242	division/cell wall cluster transcriptional repressor MraZ
2563531021	286	7	281	8.0e-84	267.3	TIGR00096	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
2563531023	121	6	121	3.5e-30	90.7	TIGR00252	TIGR00252 family protein
2563531027	465	48	460	5.0e-130	420	TIGR00387	glycolate oxidase, subunit GlcD
2563531029	276	9	272	1.8e-96	308.5	TIGR00078	nicotinate-nucleotide pyrophosphorylase
2563531032	169	8	166	8.4e-51	158.2	TIGR00077	lipoprotein signal peptidase
2563531033	943	15	850	0.0e+00	977.5	TIGR00392	isoleucyl-tRNA synthetase
2563531034	326	18	308	2.5e-103	331.5	TIGR00083	riboflavin kinase/FMN adenylyltransferase
2563531039	283	30	159	2.5e-33	101.3	TIGR00726	YfiH family protein
2563531040	314	10	309	3.7e-102	327.6	TIGR00005	pseudouridine synthase, RluA family
2563531041	279	5	258	9.8e-88	279.7	TIGR03302	outer membrane assembly lipoprotein YfiO
2563531042	744	234	741	0.0e+00	609.8	TIGR00595	primosomal protein N'
2563531044	426	132	258	7.7e-26	77.8	TIGR00229	PAS domain S-box
2563531044	426	258	424	1.3e-52	164.9	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531048	1026	142	269	1.7e-15	43.4	TIGR00229	PAS domain S-box
2563531059	275	6	268	3.1e-86	275.2	TIGR00112	pyrroline-5-carboxylate reductase
2563531061	100	5	90	5.4e-21	60.9	TIGR00251	TIGR00251 family protein
2563531064	295	28	269	3.9e-78	248.2	TIGR00761	acetylglutamate kinase
2563531065	424	17	423	8.2e-100	320.6	TIGR00857	dihydroorotase, multifunctional complex type
2563531066	321	14	315	1.9e-98	315.3	TIGR00670	aspartate carbamoyltransferase
2563531068	151	15	145	8.8e-36	109	TIGR00250	putative transcription antitermination factor YqgF
2563531070	292	206	284	1.7e-15	43.4	TIGR01352	TonB family C-terminal domain
2563531071	315	3	314	0.0e+00	460	TIGR01380	glutathione synthetase, prokaryotic
2563531072	78	1	58	4.3e-32	96.7	TIGR00009	ribosomal protein L28
2563531073	51	1	51	1.8e-29	88.1	TIGR01023	ribosomal protein L33, bacterial type
2563531075	456	40	455	0.0e+00	496.3	TIGR02037	periplasmic serine protease, Do/DeqQ family
2563531076	173	6	168	2.5e-84	268	TIGR02667	molybdenum cofactor biosynthesis protein B, proteobacterial
2563531076	173	9	152	1.5e-40	125.7	TIGR00177	molybdenum cofactor synthesis domain
2563531078	908	90	903	0.0e+00	1249.7	TIGR02414	aminopeptidase N, Escherichia coli type
2563531080	166	4	130	4.5e-33	100.3	TIGR01498	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
2563531081	119	1	119	6.9e-37	113.5	TIGR00526	FolB domain
2563531081	119	2	114	1.8e-26	80.1	TIGR00525	dihydroneopterin aldolase
2563531082	195	1	194	6.8e-63	198.1	TIGR00023	acyl-phosphate glycerol 3-phosphate acyltransferase
2563531085	336	3	313	0.0e+00	452	TIGR03723	tRNA threonylcarbamoyl adenosine modification protein TsaD
2563531085	336	4	305	8.0e-126	406.3	TIGR00329	metallohydrolase, glycoprotease/Kae1 family
2563531086	77	2	59	5.2e-27	79.7	TIGR00030	ribosomal protein S21
2563531088	595	11	422	0.0e+00	474.3	TIGR01391	DNA primase, catalytic core
2563531089	602	362	589	2.0e-39	121.9	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2563531089	602	363	600	1.1e-123	398.5	TIGR02393	RNA polymerase sigma factor RpoD, C-terminal domain
2563531091	386	6	384	0.0e+00	626.2	TIGR01034	S-adenosylmethionine synthetase
2563531092	430	6	422	0.0e+00	652.1	TIGR00936	adenosylhomocysteinase
2563531093	285	11	280	4.9e-107	343.3	TIGR00676	5,10-methylenetetrahydrofolate reductase, prokaryotic form
2563531094	450	15	445	0.0e+00	578.1	TIGR00508	adenosylmethionine-8-amino-7-oxononanoate transaminase
2563531095	253	2	241	9.6e-65	204.2	TIGR00046	RNA methyltransferase, RsmE family
2563531117	214	4	210	5.8e-70	221.2	TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
2563531118	244	3	236	1.6e-85	272.4	TIGR00007	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
2563531119	257	2	256	1.3e-120	387.4	TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
2563531121	105	5	88	3.3e-37	112.8	TIGR03188	phosphoribosyl-ATP pyrophosphohydrolase
2563531122	70	2	48	9.2e-23	65.9	TIGR01411	twin arginine-targeting protein translocase, TatA/E family
2563531123	133	2	85	3.5e-24	71.4	TIGR01410	twin arginine-targeting protein translocase TatB
2563531124	270	14	231	4.6e-77	244.8	TIGR00945	Twin arginine targeting (Tat) protein translocase TatC
2563531147	227	1	224	1.5e-80	256.1	TIGR00044	pyridoxal phosphate enzyme, YggS family
2563531148	345	2	343	0.0e+00	502.5	TIGR01420	pilus retraction protein PilT
2563531149	297	8	297	5.9e-81	257.9	TIGR00081	phosphoribosylaminoimidazole-succinocarboxamide synthase
2563531150	515	4	509	0.0e+00	471.6	TIGR01695	murein biosynthesis integral membrane protein MurJ
2563531151	87	1	87	1.6e-31	94.9	TIGR00029	ribosomal protein S20
2563531152	373	10	372	7.3e-129	416	TIGR01027	glutamate 5-kinase
2563531153	344	3	334	0.0e+00	459.8	TIGR02729	Obg family GTPase CgtA
2563531154	85	1	83	4.9e-46	141	TIGR00062	ribosomal protein L27
2563531155	103	2	102	2.8e-44	135.9	TIGR00061	ribosomal protein L21
2563531158	745	19	144	4.9e-14	39.7	TIGR00229	PAS domain S-box
2563531158	745	315	481	2.4e-49	154.3	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531159	952	339	463	5.1e-18	51.6	TIGR00229	PAS domain S-box
2563531165	667	3	667	0.0e+00	967.4	TIGR01074	ATP-dependent DNA helicase Rep
2563531166	85	5	49	3.7e-17	48.6	TIGR03831	YgiT-type zinc finger domain
2563531168	503	7	497	0.0e+00	658.1	TIGR00368	Mg chelatase-related protein
2563531170	282	6	275	2.2e-88	282	TIGR00417	spermidine synthase
2563531172	608	5	607	0.0e+00	789.9	TIGR01273	arginine decarboxylase, biosynthetic
2563531180	217	6	208	6.2e-82	260	TIGR02476	5,6-dimethylbenzimidazole synthase
2563531181	344	10	342	0.0e+00	459.8	TIGR03160	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
2563531184	247	3	240	3.9e-40	124.2	TIGR00317	cobalamin 5'-phosphate synthase/cobalamin synthase
2563531185	187	3	173	4.5e-55	171.9	TIGR03162	alpha-ribazole phosphatase
2563531187	466	4	459	1.2e-128	415.8	TIGR00313	cobyric acid synthase CobQ
2563531188	298	4	297	3.0e-65	206.4	TIGR00380	cobalamin biosynthesis protein CobD
2563531190	332	65	286	3.4e-83	265.1	TIGR02282	lytic murein transglycosylase B
2563531196	268	3	259	0.0e+00	458.5	TIGR03331	S-adenosylmethionine decarboxylase proenzyme, Escherichia coli form
2563531200	603	3	159	2.9e-27	82.5	TIGR00231	small GTP-binding protein domain
2563531200	603	5	599	0.0e+00	938.5	TIGR01394	GTP-binding protein TypA/BipA
2563531206	378	2	364	1.9e-77	246.8	TIGR00236	UDP-N-acetylglucosamine 2-epimerase
2563531237	364	5	353	0.0e+00	516.7	TIGR02622	CDP-glucose 4,6-dehydratase
2563531238	256	1	256	0.0e+00	470.5	TIGR02623	glucose-1-phosphate cytidylyltransferase
2563531240	180	2	178	2.2e-87	277.5	TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase
2563531241	295	5	290	0.0e+00	525.4	TIGR01207	glucose-1-phosphate thymidylyltransferase, short form
2563531242	300	2	295	2.0e-101	324.8	TIGR01214	dTDP-4-dehydrorhamnose reductase
2563531243	355	1	337	0.0e+00	512.3	TIGR01181	dTDP-glucose 4,6-dehydratase
2563531253	370	3	352	0.0e+00	604.4	TIGR01472	GDP-mannose 4,6-dehydratase
2563531254	468	4	467	0.0e+00	528.9	TIGR01479	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
2563531258	73	9	73	4.6e-24	70.8	TIGR02449	TIGR02449 family protein
2563531259	170	7	162	5.9e-15	41.4	TIGR02292	yecA family protein
2563531261	403	6	391	0.0e+00	427.5	TIGR01984	2-polyprenyl-6-methoxyphenol 4-hydroxylase
2563531261	403	6	391	7.5e-125	403.7	TIGR01988	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
2563531262	406	6	391	0.0e+00	425.9	TIGR01988	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
2563531270	388	1	386	0.0e+00	523.3	TIGR01016	succinyl-CoA synthetase, beta subunit
2563531271	288	3	288	0.0e+00	453.9	TIGR01019	succinyl-CoA synthetase, alpha subunit
2563531274	536	255	522	1.5e-64	203.6	TIGR00552	NAD+ synthetase
2563531277	361	12	360	0.0e+00	652.5	TIGR04337	AmmeMemoRadiSam system radical SAM enzyme
2563531278	259	3	258	1.5e-87	279.2	TIGR04336	AmmeMemoRadiSam system protein B
2563531279	209	1	141	1.4e-31	96.7	TIGR00296	uncharacterized protein, PH0010 family
2563531279	209	9	141	1.1e-45	142.2	TIGR04335	AmmeMemoRadiSam system protein A
2563531281	224	11	224	2.2e-77	245.7	TIGR00608	DNA repair protein radc
2563531282	404	2	391	0.0e+00	487.4	TIGR00521	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
2563531283	154	10	153	1.2e-52	163.6	TIGR00576	deoxyuridine 5'-triphosphate nucleotidohydrolase (dut)
2563531286	586	1	586	0.0e+00	454.3	TIGR00456	arginyl-tRNA synthetase
2563531294	328	7	315	1.5e-93	299.2	TIGR02136	phosphate binding protein
2563531296	551	263	544	5.3e-77	244.6	TIGR00974	phosphate ABC transporter, permease protein PstA
2563531297	277	30	277	0.0e+00	422.7	TIGR00972	phosphate ABC transporter, ATP-binding protein
2563531298	238	12	224	1.8e-74	236	TIGR02135	phosphate transport system regulatory protein PhoU
2563531300	561	31	559	1.0e-74	238.7	TIGR01448	helicase, putative, RecD/TraA family
2563531300	561	57	559	0.0e+00	502.9	TIGR01447	exodeoxyribonuclease V, alpha subunit
2563531301	1185	6	1181	0.0e+00	871.4	TIGR00609	exodeoxyribonuclease V, beta subunit
2563531307	314	2	314	0.0e+00	429.9	TIGR02197	ADP-L-glycero-D-manno-heptose-6-epimerase
2563531308	474	329	472	7.9e-65	204.7	TIGR02199	rfaE bifunctional protein, domain II
2563531308	474	341	408	1.4e-20	61.1	TIGR00125	cytidyltransferase-like domain
2563531308	474	4	312	3.8e-120	388.3	TIGR02198	rfaE bifunctional protein, domain I
2563531309	185	29	182	1.0e-60	190.4	TIGR00441	phosphoheptose isomerase
2563531310	597	11	578	0.0e+00	766.9	TIGR02203	lipid A export permease/ATP-binding protein MsbA
2563531314	367	13	309	3.0e-56	176.9	TIGR02201	lipopolysaccharide heptosyltransferase III, putative
2563531323	528	13	208	1.3e-79	253	TIGR00888	GMP synthase (glutamine-hydrolyzing), N-terminal domain or A subunit
2563531323	528	215	528	0.0e+00	491.6	TIGR00884	GMP synthase (glutamine-hydrolyzing), C-terminal domain or B subunit
2563531324	488	7	456	0.0e+00	637.3	TIGR01302	inosine-5'-monophosphate dehydrogenase
2563531325	560	76	557	0.0e+00	664.6	TIGR02533	type II secretion system protein E
2563531327	164	32	164	1.3e-52	164.5	TIGR01710	type II secretion system protein G
2563531327	164	32	54	5.9e-10	26	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563531328	174	29	171	3.7e-20	59.4	TIGR01708	type II secretion system protein H
2563531328	174	31	54	2.9e-08	20.6	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563531329	133	4	27	3.8e-08	19.3	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563531330	258	22	45	3.5e-09	22.6	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563531335	712	95	688	0.0e+00	506.8	TIGR02517	type II secretion system protein D
2563531336	217	6	215	5.4e-69	217.9	TIGR00021	ribose 5-phosphate isomerase
2563531337	1043	2	1003	0.0e+00	794.5	TIGR01450	exodeoxyribonuclease V, gamma subunit
2563531338	77	3	45	4.1e-14	38.3	TIGR01439	looped-hinge helix DNA binding domain, AbrB family
2563531341	75	8	72	4.4e-23	67.3	TIGR02574	putative addiction module component, TIGR02574 family
2563531356	188	2	188	5.5e-53	165.4	TIGR02274	deoxycytidine triphosphate deaminase
2563531358	672	531	672	7.7e-48	149	TIGR00399	methionyl-tRNA synthetase C-terminal region/beta chain
2563531358	672	6	533	0.0e+00	581.9	TIGR00398	methionine--tRNA ligase
2563531359	193	1	186	2.5e-68	215.4	TIGR01944	electron transport complex, RnfABCDGE type, B subunit
2563531360	332	2	330	4.8e-82	261.7	TIGR02193	lipopolysaccharide heptosyltransferase I
2563531361	342	6	338	0.0e+00	465.3	TIGR02195	lipopolysaccharide heptosyltransferase II
2563531362	308	12	307	0.0e+00	449.4	TIGR01122	branched-chain amino acid aminotransferase, group I
2563531368	226	3	194	7.1e-86	272.8	TIGR01083	endonuclease III
2563531372	349	5	277	3.0e-110	354.1	TIGR01084	A/G-specific adenine glycosylase
2563531374	418	1	418	0.0e+00	698.2	TIGR00767	transcription termination factor Rho
2563531375	108	8	108	1.4e-42	130.2	TIGR01068	thioredoxin
2563531377	218	9	188	3.9e-14	39.2	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2563531391	145	8	133	4.4e-37	113.1	TIGR02481	hemerythrin-like metal-binding domain
2563531392	900	214	333	9.0e-20	58.2	TIGR00229	PAS domain S-box
2563531392	900	333	499	4.9e-46	143.6	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531394	555	1	550	0.0e+00	759.2	TIGR01703	hydroxylamine reductase
2563531400	135	10	133	2.0e-33	101.3	TIGR01987	nucleotidyltransferase substrate binding protein, HI0074 family
2563531402	99	9	97	3.8e-41	125.5	TIGR02684	probable addiction module antidote protein
2563531403	91	2	89	5.6e-32	96.3	TIGR02683	putative addiction module killer protein
2563531404	448	13	448	3.3e-110	356.1	TIGR00450	tRNA modification GTPase TrmE
2563531404	448	215	367	8.9e-25	74.4	TIGR00231	small GTP-binding protein domain
2563531405	585	18	133	1.1e-22	68.1	TIGR03593	membrane protein insertase, YidC/Oxa1 family, N-terminal domain
2563531405	585	400	579	6.4e-73	231.9	TIGR03592	membrane protein insertase, YidC/Oxa1 family, C-terminal domain
2563531406	194	122	193	1.4e-32	98.6	TIGR00278	putative membrane protein insertion efficiency factor
2563531406	194	7	122	1.7e-26	79.8	TIGR00188	ribonuclease P protein component, eubacterial
2563531407	438	5	436	0.0e+00	592.8	TIGR00362	chromosomal replication initiator protein DnaA
2563531408	366	1	366	2.0e-105	338.7	TIGR00663	DNA polymerase III, beta subunit
2563531409	358	1	355	4.4e-95	304.8	TIGR00611	recF protein
2563531410	821	25	821	0.0e+00	1004.8	TIGR01059	DNA gyrase, B subunit
2563531411	265	1	265	2.3e-80	256	TIGR00544	prolipoprotein diacylglyceryl transferase
2563531412	277	2	87	2.7e-41	127.7	TIGR03284	thymidylate synthase
2563531416	281	1	274	1.0e-94	303.1	TIGR00668	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
2563531419	451	2	450	0.0e+00	709.4	TIGR01081	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
2563531420	338	7	334	1.0e-127	412	TIGR01245	anthranilate phosphoribosyltransferase
2563531422	542	385	537	2.1e-22	65.7	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531431	270	7	255	9.1e-70	220.9	TIGR00067	glutamate racemase
2563531432	232	139	201	9.3e-10	26.5	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2563531432	232	2	222	1.9e-88	283.2	TIGR01691	2,3-diketo-5-methylthio-1-phosphopentane phosphatase
2563531432	232	94	195	1.1e-08	23.3	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2563531434	206	14	203	1.1e-72	229.7	TIGR03328	methylthioribulose-1-phosphate dehydratase
2563531435	1171	601	726	1.4e-23	70.5	TIGR00229	PAS domain S-box
2563531435	1171	726	892	6.7e-44	136.6	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531440	1022	1	1022	0.0e+00	1043.1	TIGR00914	heavy metal efflux pump, CzcA family
2563531441	389	58	376	4.2e-55	172.9	TIGR01730	RND family efflux transporter, MFP subunit
2563531445	378	59	371	5.3e-35	106.8	TIGR01730	RND family efflux transporter, MFP subunit
2563531446	1020	1	1020	0.0e+00	1043.2	TIGR00914	heavy metal efflux pump, CzcA family
2563531448	204	4	183	1.1e-76	242.6	TIGR03263	guanylate kinase
2563531449	227	9	226	1.1e-61	194.4	TIGR01198	6-phosphogluconolactonase
2563531450	495	4	489	0.0e+00	599.1	TIGR00871	glucose-6-phosphate 1-dehydrogenase
2563531451	481	4	469	0.0e+00	743.1	TIGR00873	6-phosphogluconate dehydrogenase (decarboxylating)
2563531459	203	8	198	2.9e-59	185.6	TIGR00042	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family
2563531460	240	2	237	1.9e-118	379.9	TIGR01966	ribonuclease PH
2563531462	288	1	288	6.0e-85	271.4	TIGR00255	TIGR00255 family protein
2563531463	463	297	462	2.1e-51	160.1	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531464	1045	487	614	8.3e-13	35.7	TIGR00229	PAS domain S-box
2563531464	1045	614	779	1.5e-47	148.5	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531465	496	4	491	0.0e+00	478.8	TIGR01972	proton-translocating NADH-quinone oxidoreductase, chain M
2563531468	532	17	500	1.3e-88	283.8	TIGR01972	proton-translocating NADH-quinone oxidoreductase, chain M
2563531469	509	9	496	0.0e+00	450.7	TIGR01972	proton-translocating NADH-quinone oxidoreductase, chain M
2563531474	364	2	350	2.5e-117	378.1	TIGR01161	phosphoribosylaminoimidazole carboxylase, PurK protein
2563531475	166	5	162	6.3e-69	216.5	TIGR01162	phosphoribosylaminoimidazole carboxylase, PurE protein
2563531477	426	3	426	0.0e+00	640.1	TIGR00713	glutamate-1-semialdehyde-2,1-aminomutase
2563531478	1241	86	209	5.0e-22	65.5	TIGR00229	PAS domain S-box
2563531479	617	451	617	7.7e-54	168	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531482	835	24	827	0.0e+00	1182.7	TIGR02093	glycogen/starch/alpha-glucan phosphorylases
2563531484	225	29	219	1.1e-80	255.7	TIGR00505	GTP cyclohydrolase II
2563531485	394	14	377	1.8e-114	368.6	TIGR01891	amidohydrolase
2563531495	329	12	329	2.8e-63	200.2	TIGR00383	magnesium Mg(2+) and cobalt Co(2+) transport protein (corA)
2563531496	580	1	577	0.0e+00	788.7	TIGR00680	K+-transporting ATPase, KdpA
2563531497	689	4	685	0.0e+00	1082.8	TIGR01497	K+-transporting ATPase, B subunit
2563531497	689	73	358	8.3e-36	110.3	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2563531498	191	3	189	9.0e-74	233.6	TIGR00681	K+-transporting ATPase, C subunit
2563531508	322	1	302	1.5e-98	315.8	TIGR00938	homoserine kinase, Neisseria type
2563531512	512	17	492	3.3e-105	338.5	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2563531513	531	15	504	1.6e-73	234	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2563531517	151	1	133	8.9e-36	108.8	TIGR00738	Rrf2 family protein
2563531527	893	18	873	0.0e+00	492.5	TIGR01517	plasma-membrane calcium-translocating P-type ATPase
2563531527	893	96	207	6.2e-22	65.1	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2563531531	623	7	622	0.0e+00	933.8	TIGR00136	glucose-inhibited division protein A
2563531532	211	27	203	7.2e-60	187.8	TIGR00138	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
2563531535	287	31	210	8.1e-65	204.1	TIGR00180	ParB/RepB/Spo0J family partition protein
2563531537	257	14	254	8.6e-44	136.1	TIGR01131	ATP synthase subunit 6 (eukaryotes),also subunit A (prokaryotes)
2563531538	95	25	82	1.5e-32	97.7	TIGR01260	ATP synthase, F0 subunit c
2563531539	157	10	156	1.0e-46	144.6	TIGR01144	ATP synthase, F0 subunit b
2563531540	176	7	176	8.3e-51	158.7	TIGR01145	ATP synthase, F1 delta subunit
2563531541	513	2	513	0.0e+00	827	TIGR00962	proton translocating ATP synthase, F1 alpha subunit
2563531542	287	1	287	9.5e-111	356.1	TIGR01146	ATP synthase, F1 gamma subunit
2563531543	459	2	458	0.0e+00	855.8	TIGR01039	ATP synthase, F1 beta subunit
2563531544	140	4	133	1.5e-43	134.1	TIGR01216	ATP synthase, F1 epsilon subunit (delta in mitochondria)
2563531545	480	3	454	0.0e+00	619.8	TIGR01173	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
2563531546	609	2	609	0.0e+00	861.4	TIGR01135	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
2563531548	512	348	512	1.1e-53	167.4	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531551	210	8	193	4.2e-79	250.6	TIGR03598	ribosome biogenesis GTP-binding protein YsxC/EngB
2563531553	282	106	213	5.6e-11	28.5	TIGR00277	HDIG domain
2563531554	932	22	932	0.0e+00	987	TIGR00593	DNA polymerase I
2563531555	710	35	708	0.0e+00	616.9	TIGR00691	(p)ppGpp synthetase, RelA/SpoT family
2563531556	439	1	420	0.0e+00	469.7	TIGR03026	nucleotide sugar dehydrogenase
2563531557	111	13	83	5.4e-24	71.7	TIGR01259	comEA protein
2563531557	111	18	83	3.5e-29	87.9	TIGR00426	competence protein ComEA helix-hairpin-helix repeat region
2563531562	302	10	299	1.6e-112	361.6	TIGR02224	tyrosine recombinase XerC
2563531564	275	2	275	1.6e-96	308.9	TIGR00652	diaminopimelate epimerase
2563531565	415	4	412	0.0e+00	536.4	TIGR01048	diaminopimelate decarboxylase
2563531570	336	17	331	0.0e+00	483.7	TIGR00971	sulfate/thiosulfate-binding protein
2563531571	342	24	338	0.0e+00	431.3	TIGR00971	sulfate/thiosulfate-binding protein
2563531572	275	1	267	9.5e-94	300.8	TIGR00969	sulfate ABC transporter, permease protein
2563531572	275	6	271	3.4e-115	371.1	TIGR02139	sulfate ABC transporter, permease protein CysT
2563531573	288	12	284	1.6e-101	326.3	TIGR00969	sulfate ABC transporter, permease protein
2563531573	288	27	287	6.7e-125	402.8	TIGR02140	sulfate ABC transporter, permease protein CysW
2563531574	347	3	243	5.9e-120	385.1	TIGR00968	sulfate ABC transporter, ATP-binding protein
2563531577	463	28	446	1.1e-71	228.4	TIGR00937	chromate transporter, chromate ion transporter (CHR) family
2563531581	353	5	336	1.9e-129	417.5	TIGR03399	RNA 3'-phosphate cyclase
2563531595	617	17	611	0.0e+00	824.4	TIGR00110	dihydroxy-acid dehydratase
2563531597	404	62	386	4.3e-63	199.2	TIGR01730	RND family efflux transporter, MFP subunit
2563531600	421	64	393	1.6e-72	230.1	TIGR01730	RND family efflux transporter, MFP subunit
2563531601	1041	13	1028	0.0e+00	622.3	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2563531603	1038	3	1033	0.0e+00	574.6	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2563531605	492	12	465	2.7e-129	417.9	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2563531608	271	193	270	4.0e-26	77.4	TIGR01352	TonB family C-terminal domain
2563531628	69	2	48	1.2e-21	62.4	TIGR01411	twin arginine-targeting protein translocase, TatA/E family
2563531629	101	2	85	1.4e-24	72.7	TIGR01410	twin arginine-targeting protein translocase TatB
2563531630	275	14	231	1.3e-75	240	TIGR00945	Twin arginine targeting (Tat) protein translocase TatC
2563531634	325	8	314	0.0e+00	441.8	TIGR01136	cysteine synthase
2563531634	325	8	314	0.0e+00	460.8	TIGR01139	cysteine synthase A
2563531635	311	131	301	7.5e-54	168.2	TIGR01172	serine O-acetyltransferase
2563531637	685	284	682	0.0e+00	570.6	TIGR01979	cysteine desulfurases, SufSfamily
2563531643	709	20	148	1.7e-11	31.5	TIGR00229	PAS domain S-box
2563531643	709	282	447	8.8e-47	146	TIGR00254	diguanylate cyclase (GGDEF) domain
