gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2563531080	166	69.1	1	162	1	162	0.0e+00	234.2	KO:K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	EC:2.7.6.3	Yes
2563531081	119	83.8	1	117	1	117	0.0e+00	197.6	KO:K01633	dihydroneopterin aldolase [EC:4.1.2.25]	EC:4.1.2.25	Yes
2563531082	195	75.8	1	190	1	190	0.0e+00	295	KO:K08591	glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]	EC:2.3.1.15	Yes
2563531084	252	56.6	6	251	70	319	0.0e+00	275.4	KO:K07481	transposase, IS5 family		Yes
2563531085	336	80.8	1	333	16	348	0.0e+00	550.4	KO:K01409	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	EC:2.3.1.234	Yes
2563531086	77	94.8	1	77	1	77	1.3e-35	150.2	KO:K02970	small subunit ribosomal protein S21		Yes
2563531087	149	77.2	1	149	1	149	0.0e+00	219.2	KO:K09117	hypothetical protein		Yes
2563531088	595	63.6	8	586	1	574	0.0e+00	736.1	KO:K02316	DNA primase [EC:2.7.7.-]	EC:2.7.7.-	Yes
2563531089	602	81.3	1	602	1	603	0.0e+00	961.8	KO:K03086	RNA polymerase primary sigma factor		Yes
2563531091	386	91.7	1	386	1	386	0.0e+00	722.2	KO:K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	EC:2.5.1.6	Yes
2563531092	430	88.8	1	430	1	430	0.0e+00	786.9	KO:K01251	adenosylhomocysteinase [EC:3.3.1.1]	EC:3.3.1.1	Yes
2563531093	285	79	1	281	1	281	0.0e+00	461.8	KO:K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	EC:1.5.1.20	Yes
2563531094	450	80.1	3	450	2	449	0.0e+00	758.1	KO:K00833	adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	EC:2.6.1.62	Yes
2563531095	253	65.7	1	245	1	245	0.0e+00	333.2	KO:K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	EC:2.1.1.193	Yes
2563531096	291	51.4	3	290	2	289	0.0e+00	304.7	KO:K07052			Yes
2563531097	292	57.4	1	288	1	289	0.0e+00	336.3	KO:K15268	O-acetylserine/cysteine efflux transporter		Yes
2563531104	344	60.7	11	315	1	287	0.0e+00	370.5	KO:K07497	putative transposase		Yes
2563531105	160	65	1	160	36	195	0.0e+00	219.5	KO:K09767	hypothetical protein		Yes
2563531106	407	69.5	1	407	1	407	0.0e+00	590.1	KO:K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	EC:2.7.7.72	Yes
2563531106	407	69.5	1	407	1	407	0.0e+00	590.1	KO:K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	EC:3.1.3.-	Yes
2563531106	407	69.5	1	407	1	407	0.0e+00	590.1	KO:K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	EC:3.1.4.-	Yes
2563531108	302	74.2	1	302	1	302	0.0e+00	476.5	KO:K03554	recombination associated protein RdgC		Yes
2563531109	154	78.6	1	154	1	154	0.0e+00	247.7	KO:K03564	peroxiredoxin Q/BCP [EC:1.11.1.15]	EC:1.11.1.15	Yes
2563531110	124	67	8	122	8	122	4.9e-40	165.6	KO:K08234	glyoxylase I family protein		Yes
2563531111	91	69.4	1	85	1	85	3.0e-26	119.4	KO:K15383	MtN3 and saliva related transmembrane protein		Yes
2563531113	559	40.6	9	547	11	543	0.0e+00	404.1	KO:K09749	hypothetical protein		Yes
2563531116	208	81.7	12	208	1	197	0.0e+00	339.7	KO:K01693	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	EC:4.2.1.19	Yes
2563531117	214	68.9	1	212	1	211	0.0e+00	301.2	KO:K02501	glutamine amidotransferase [EC:2.4.2.-]	EC:2.4.2.-	Yes
2563531118	244	86.4	1	243	1	243	0.0e+00	424.9	KO:K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	EC:5.3.1.16	Yes
2563531119	257	91.4	1	257	1	257	0.0e+00	472.6	KO:K02500	cyclase [EC:4.1.3.-]	EC:4.1.3.-	Yes
2563531120	130	86	1	129	1	129	0.0e+00	241.5	KO:K01496	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	EC:3.5.4.19	Yes
2563531121	105	84.5	1	103	1	103	1.4e-43	177.2	KO:K01523	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	EC:3.6.1.31	Yes
2563531122	70	63.4	1	70	1	71	1.0e-18	94	KO:K03116	sec-independent protein translocase protein TatA		Yes
2563531123	133	62.9	1	97	1	97	2.6e-26	120.2	KO:K03117	sec-independent protein translocase protein TatB		Yes
2563531124	270	79.8	1	258	1	262	0.0e+00	419.9	KO:K03118	sec-independent protein translocase protein TatC		Yes
2563531126	67	84.4	1	64	1	64	1.4e-25	116.7	KO:K03704	cold shock protein (beta-ribbon, CspA family)		Yes
2563531128	148	64.6	1	147	1	147	0.0e+00	203.4	KO:K06149	universal stress protein A		Yes
2563531130	627	80.6	1	624	1	624	0.0e+00	1006.1	KO:K06158	ATP-binding cassette, subfamily F, member 3		Yes
2563531131	130	62.2	1	119	1	119	2.8e-33	143.3	KO:K07136			Yes
2563531133	435	80.7	1	435	1	435	0.0e+00	716.5	KO:K03885	NADH dehydrogenase [EC:1.6.99.3]	EC:1.6.99.3	Yes
2563531139	146	62.1	1	140	9	148	0.0e+00	189.9	KO:K07480	insertion element IS1 protein InsB		Yes
2563531142	94	47.9	1	94	1	94	2.0e-17	90.1	KO:K07075			Yes
2563531144	210	44.9	12	209	6	211	0.0e+00	186	KO:K01166	ribonuclease T2 [EC:3.1.27.1]	EC:3.1.27.1	Yes
2563531146	480	51.5	8	431	3	430	0.0e+00	432.6	KO:K01114	phospholipase C [EC:3.1.4.3]	EC:3.1.4.3	Yes
2563531147	227	66.8	1	226	1	226	0.0e+00	309.3	KO:K06997			Yes
2563531148	345	91.6	1	345	1	345	0.0e+00	623.6	KO:K02669	twitching motility protein PilT		Yes
2563531149	297	79.3	1	294	1	294	0.0e+00	477.6	KO:K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	EC:6.3.2.6	Yes
2563531150	515	65.7	1	507	1	507	0.0e+00	673.7	KO:K03980	putative peptidoglycan lipid II flippase		Yes
2563531151	87	83.9	1	87	1	87	2.8e-34	146	KO:K02968	small subunit ribosomal protein S20		Yes
2563531152	373	76.7	1	373	1	373	0.0e+00	563.5	KO:K00931	glutamate 5-kinase [EC:2.7.2.11]	EC:2.7.2.11	Yes
2563531153	344	80.5	1	343	1	343	0.0e+00	571.6	KO:K03979	GTP-binding protein		Yes
2563531154	85	90.5	1	84	1	84	1.9e-38	159.8	KO:K02899	large subunit ribosomal protein L27		Yes
2563531155	103	86.4	1	103	6	108	0.0e+00	186.8	KO:K02888	large subunit ribosomal protein L21		Yes
2563531156	336	78.9	1	336	1	336	0.0e+00	513.1	KO:K02523	octaprenyl-diphosphate synthase [EC:2.5.1.90]	EC:2.5.1.90	Yes
2563531163	69	56	1	69	5	79	3.1e-15	82.4	KO:K07727	putative transcriptional regulator		Yes
2563531165	667	81.9	1	667	1	667	0.0e+00	1115.9	KO:K03656	ATP-dependent DNA helicase Rep [EC:3.6.4.12]	EC:3.6.4.12	Yes
2563531168	503	80	3	502	2	501	0.0e+00	810.8	KO:K07391	magnesium chelatase family protein		Yes
2563531169	86	77.1	1	83	1	82	7.9e-29	127.9	KO:K09806	hypothetical protein		Yes
2563531170	282	83.9	1	280	1	280	0.0e+00	495.7	KO:K00797	spermidine synthase [EC:2.5.1.16]	EC:2.5.1.16	Yes
2563531172	608	74.8	5	608	9	611	0.0e+00	915.2	KO:K01585	arginine decarboxylase [EC:4.1.1.19]	EC:4.1.1.19	Yes
2563531177	285	63.2	1	285	1	285	0.0e+00	359.4	KO:K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	EC:1.1.1.31	Yes
2563531179	338	56.7	1	335	1	334	0.0e+00	367.9	KO:K12265	nitric oxide reductase FlRd-NAD(+) reductase [EC:1.18.1.-]	EC:1.18.1.-	Yes
2563531180	217	71.9	1	217	1	217	0.0e+00	347.1	KO:K04719	5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]	EC:1.13.11.79	Yes
2563531181	344	71	6	343	1	338	0.0e+00	476.9	KO:K00768	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	EC:2.4.2.21	Yes
2563531184	247	63.3	1	247	1	248	0.0e+00	320.5	KO:K02233	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	EC:2.7.8.26	Yes
2563531185	187	59.4	1	187	1	187	0.0e+00	233	KO:K02226	alpha-ribazole phosphatase [EC:3.1.3.73]	EC:3.1.3.73	Yes
2563531186	339	61.3	1	337	1	339	0.0e+00	405.6	KO:K04720	threonine-phosphate decarboxylase [EC:4.1.1.81]	EC:4.1.1.81	Yes
2563531187	466	77.4	1	464	1	464	0.0e+00	727.6	KO:K02232	adenosylcobyric acid synthase [EC:6.3.5.10]	EC:6.3.5.10	Yes
2563531188	298	67.6	3	298	2	297	0.0e+00	409.8	KO:K02227	adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	EC:6.3.1.10	Yes
2563531189	165	77	1	165	1	165	0.0e+00	269.2	KO:K02231	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	EC:2.7.1.156	Yes
2563531189	165	77	1	165	1	165	0.0e+00	269.2	KO:K02231	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	EC:2.7.7.62	Yes
2563531190	332	45.6	12	327	8	353	0.0e+00	273.5	KO:K08305	membrane-bound lytic murein transglycosylase B		Yes
2563531193	198	77.2	1	197	1	197	0.0e+00	317.4	KO:K16137	TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon		Yes
2563531195	400	47.6	7	400	9	390	0.0e+00	346.3	KO:K11473	glycolate oxidase iron-sulfur subunit		Yes
2563531196	268	81.1	1	259	1	258	0.0e+00	432.2	KO:K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50]	EC:4.1.1.50	Yes
2563531197	138	79	1	138	11	148	0.0e+00	233	KO:K07397	putative redox protein		Yes
2563531198	218	75.6	10	218	10	217	0.0e+00	314.3	KO:K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein		Yes
2563531200	603	84.7	1	602	1	602	0.0e+00	1035	KO:K06207	GTP-binding protein		Yes
2563531204	344	62.3	1	335	1	334	0.0e+00	442.6	KO:K13007	Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]	EC:2.4.1.-	Yes
2563531206	378	82.4	1	374	1	374	0.0e+00	627.5	KO:K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	EC:5.1.3.14	Yes
2563531207	336	84.6	1	332	1	332	0.0e+00	558.5	KO:K17716	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	Yes
2563531208	284	62.3	1	284	1	284	0.0e+00	376.7	KO:K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	EC:1.1.1.133	Yes
2563531211	297	61.7	5	290	20	307	0.0e+00	377.1	KO:K07011			Yes
2563531220	315	39.1	4	307	3	304	0.0e+00	241.1	KO:K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	EC:2.4.1.83	Yes
2563531223	418	51.1	38	405	19	385	0.0e+00	379.8	KO:K07806	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]	EC:2.6.1.87	Yes
2563531229	314	75.3	1	312	1	312	0.0e+00	498.4	KO:K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	EC:2.4.1.83	Yes
2563531232	603	79.5	3	603	1	601	0.0e+00	1003.4	KO:K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2563531233	351	65.7	5	351	11	357	0.0e+00	490.7	KO:K01710	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	EC:4.2.1.46	Yes
2563531234	364	56.8	1	361	1	361	0.0e+00	425.6	KO:K01735	3-dehydroquinate synthase [EC:4.2.3.4]	EC:4.2.3.4	Yes
2563531235	236	63.2	6	235	8	237	0.0e+00	288.5	KO:K00100			Yes
2563531237	364	72.4	1	355	1	355	0.0e+00	542	KO:K01709	CDP-glucose 4,6-dehydratase [EC:4.2.1.45]	EC:4.2.1.45	Yes
2563531238	256	80.5	1	256	1	256	0.0e+00	451.4	KO:K00978	glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	EC:2.7.7.33	Yes
2563531240	180	78	1	180	1	182	0.0e+00	290	KO:K01790	dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	EC:5.1.3.13	Yes
2563531241	295	82.5	8	293	1	286	0.0e+00	491.1	KO:K00973	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	EC:2.7.7.24	Yes
2563531242	300	82.6	1	298	1	298	0.0e+00	498.8	KO:K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	EC:1.1.1.133	Yes
2563531243	355	85	1	353	1	353	0.0e+00	641.7	KO:K01710	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	EC:4.2.1.46	Yes
2563531246	314	48.2	1	308	3	311	0.0e+00	306.6	KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	Yes
2563531251	389	87.4	1	388	1	388	0.0e+00	698	KO:K12452	CDP-6-deoxy-D-xylo-4-hexulose-3-dehydrase		Yes
2563531252	309	80.2	2	309	3	310	0.0e+00	522.7	KO:K02377	GDP-L-fucose synthase [EC:1.1.1.271]	EC:1.1.1.271	Yes
2563531253	370	81.1	1	370	1	361	0.0e+00	612.5	KO:K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	EC:4.2.1.47	Yes
2563531254	468	59.4	5	467	17	478	0.0e+00	555.4	KO:K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	EC:2.7.7.13	Yes
2563531254	468	59.4	5	467	17	478	0.0e+00	555.4	KO:K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	EC:5.3.1.8	Yes
2563531257	99	62.9	1	97	1	97	9.4e-26	117.9	KO:K09888	cell division protein ZapA		Yes
2563531258	73	70.4	3	73	5	75	1.5e-20	100.1	KO:K09892	cell division protein ZapB		Yes
2563531259	170	47.2	3	163	2	164	8.0e-41	168.7	KO:K09895	hypothetical protein		Yes
2563531260	436	81	1	436	1	436	0.0e+00	744.6	KO:K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	EC:3.4.11.9	Yes
2563531261	403	67.2	1	399	1	399	0.0e+00	540	KO:K03185	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	EC:1.14.13.-	Yes
2563531262	406	67.7	1	406	1	406	0.0e+00	563.5	KO:K18800	2-octaprenylphenol hydroxylase [EC:1.14.13.-]	EC:1.14.13.-	Yes
2563531268	447	70.2	1	446	1	445	0.0e+00	614	KO:K02667	two-component system, NtrC family, response regulator PilR		Yes
2563531269	565	62.3	25	565	7	543	0.0e+00	650.6	KO:K02668	two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	EC:2.7.13.3	Yes
2563531270	388	75.6	1	386	1	386	0.0e+00	569.3	KO:K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	EC:6.2.1.5	Yes
2563531271	288	83.7	1	288	1	288	0.0e+00	498.8	KO:K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	EC:6.2.1.5	Yes
2563531274	536	74.5	3	536	6	539	0.0e+00	795.8	KO:K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	EC:6.3.5.1	Yes
2563531277	361	83.8	1	358	1	358	0.0e+00	661.8	KO:K04069	pyruvate formate lyase activating enzyme [EC:1.97.1.4]	EC:1.97.1.4	Yes
2563531278	259	73	1	259	1	259	0.0e+00	393.7	KO:K06990			Yes
2563531281	224	84.8	1	224	1	224	0.0e+00	381.7	KO:K03630	DNA repair protein RadC		Yes
2563531282	404	67.6	3	403	13	413	0.0e+00	530.4	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:4.1.1.36	Yes
2563531282	404	67.6	3	403	13	413	0.0e+00	530.4	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:6.3.2.5	Yes
2563531283	154	81.2	6	154	3	151	0.0e+00	257.7	KO:K01520	dUTP pyrophosphatase [EC:3.6.1.23]	EC:3.6.1.23	Yes
2563531284	879	47.5	1	879	1	876	0.0e+00	797.3	KO:K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	EC:5.4.2.2	Yes
2563531284	879	47.5	1	879	1	876	0.0e+00	797.3	KO:K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	EC:5.4.2.8	Yes
2563531286	586	77	1	586	1	586	0.0e+00	937.6	KO:K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	EC:6.1.1.19	Yes
2563531292	100	56	2	100	5	104	5.8e-23	108.6	KO:K04065	hyperosmotically inducible periplasmic protein		Yes
2563531294	328	73.8	2	328	1	328	0.0e+00	498	KO:K02040	phosphate transport system substrate-binding protein		Yes
2563531295	765	68.9	13	765	11	756	0.0e+00	1067.4	KO:K02037	phosphate transport system permease protein		Yes
2563531296	551	74.6	1	551	1	550	0.0e+00	837.8	KO:K02038	phosphate transport system permease protein		Yes
2563531297	277	82.3	1	277	1	277	0.0e+00	460.3	KO:K02036	phosphate transport system ATP-binding protein [EC:3.6.3.27]	EC:3.6.3.27	Yes
2563531298	238	63.4	1	237	1	238	0.0e+00	316.2	KO:K02039	phosphate transport system protein		Yes
2563531300	561	63.8	8	558	2	537	0.0e+00	659.8	KO:K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2563531301	1185	62.4	1	1185	1	1175	0.0e+00	1451.8	KO:K03582	exodeoxyribonuclease V beta subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2563531307	314	62.2	1	312	1	311	0.0e+00	412.1	KO:K03274	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	EC:5.1.3.20	Yes
2563531308	474	53.9	1	474	1	475	0.0e+00	504.6	KO:K03272	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	EC:2.7.1.167	Yes
2563531308	474	53.9	1	474	1	475	0.0e+00	504.6	KO:K03272	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	EC:2.7.7.70	Yes
2563531309	185	54.2	7	185	8	186	0.0e+00	188	KO:K03271	D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	EC:5.3.1.28	Yes
2563531310	597	67.5	2	576	10	583	0.0e+00	792	KO:K11085	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	EC:3.6.3.-	Yes
2563531313	241	59.9	6	241	5	240	0.0e+00	290.8	KO:K07270	glycosyl transferase, family 25		Yes
2563531314	367	51.1	13	364	7	360	0.0e+00	370.9	KO:K02849	heptosyltransferase III [EC:2.4.-.-]	EC:2.4.-	Yes
2563531315	141	59.6	1	141	1	139	1.4e-43	177.6	KO:K05919	superoxide reductase [EC:1.15.1.2]	EC:1.15.1.2	Yes
2563531320	545	73.1	1	543	1	543	0.0e+00	812	KO:K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]	EC:5.3.1.9	Yes
2563531321	487	51	16	461	6	452	0.0e+00	460.3	KO:K18691	membrane-bound lytic murein transglycosylase F		Yes
2563531322	153	74.8	7	153	2	148	0.0e+00	239.2	KO:K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	EC:3.5.4.33	Yes
2563531323	528	86.4	1	528	1	528	0.0e+00	931.4	KO:K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	EC:6.3.5.2	Yes
2563531324	488	88.1	1	488	1	488	0.0e+00	854.7	KO:K00088	IMP dehydrogenase [EC:1.1.1.205]	EC:1.1.1.205	Yes
2563531325	560	76.2	3	560	12	570	0.0e+00	840.5	KO:K02454	general secretion pathway protein E		Yes
2563531326	404	73.7	2	404	3	405	0.0e+00	584.7	KO:K02455	general secretion pathway protein F		Yes
2563531327	164	81.5	30	164	7	141	0.0e+00	230.3	KO:K02456	general secretion pathway protein G		Yes
2563531328	174	60.3	36	171	1	136	3.0e-43	176.8	KO:K02457	general secretion pathway protein H		Yes
2563531329	133	48.4	1	128	3	129	2.3e-27	123.6	KO:K02458	general secretion pathway protein I		Yes
2563531330	258	43.8	16	238	5	211	0.0e+00	198.7	KO:K02459	general secretion pathway protein J		Yes
2563531331	335	45.4	2	321	1	316	0.0e+00	264.2	KO:K02460	general secretion pathway protein K		Yes
2563531332	390	47.2	1	362	1	362	0.0e+00	348.2	KO:K02461	general secretion pathway protein L		Yes
2563531333	195	45.6	10	191	7	188	8.3e-42	172.2	KO:K02462	general secretion pathway protein M		Yes
2563531335	712	52.5	4	699	1	719	0.0e+00	698.7	KO:K02453	general secretion pathway protein D		Yes
2563531336	217	77.4	1	217	1	217	0.0e+00	332.8	KO:K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]	EC:5.3.1.6	Yes
2563531337	1043	69.3	1	1040	1	1038	0.0e+00	1459.1	KO:K03583	exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2563531347	224	76.7	1	223	1	223	0.0e+00	340.1	KO:K02483	two-component system, OmpR family, response regulator		Yes
2563531348	457	64.3	1	456	1	456	0.0e+00	585.5	KO:K07649	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	EC:2.7.13.3	Yes
2563531350	534	49.7	42	534	23	487	0.0e+00	439.1	KO:K07221	phosphate-selective porin OprO and OprP		Yes
2563531351	105	50.5	9	104	6	102	9.7e-21	101.3	KO:K18997	chaperone modulatory protein CbpM		Yes
2563531352	318	64.8	1	315	1	313	0.0e+00	434.5	KO:K05516	curved DNA-binding protein		Yes
2563531353	145	77.2	1	145	1	145	0.0e+00	227.6	KO:K13993	HSP20 family protein		Yes
2563531354	201	63	1	192	1	192	0.0e+00	266.2	KO:K07052			Yes
2563531355	85	70.6	1	85	1	85	5.1e-28	125.2	KO:K09902	hypothetical protein		Yes
2563531356	188	91	1	188	1	188	0.0e+00	360.9	KO:K01494	dCTP deaminase [EC:3.5.4.13]	EC:3.5.4.13	Yes
2563531357	363	76	1	363	1	363	0.0e+00	558.5	KO:K03593	ATP-binding protein involved in chromosome partitioning		Yes
2563531358	672	81.2	1	672	1	671	0.0e+00	1145.6	KO:K01874	methionyl-tRNA synthetase [EC:6.1.1.10]	EC:6.1.1.10	Yes
2563531359	193	57.9	10	192	5	184	0.0e+00	225.3	KO:K03616	electron transport complex protein RnfB		Yes
2563531360	332	64.4	2	330	6	334	0.0e+00	436.8	KO:K02841	heptosyltransferase I [EC:2.4.-.-]	EC:2.4.-	Yes
2563531361	342	68.6	1	334	1	330	0.0e+00	462.6	KO:K02843	heptosyltransferase II [EC:2.4.-.-]	EC:2.4.-	Yes
2563531362	308	85.7	1	308	2	309	0.0e+00	550.8	KO:K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	EC:2.6.1.42	Yes
2563531363	975	65.4	1	975	1	956	0.0e+00	1267.7	KO:K00982	glutamate-ammonia-ligase adenylyltransferase [EC:2.7.7.42]	EC:2.7.7.42	Yes
2563531365	258	57.8	11	254	9	252	0.0e+00	294.3	KO:K09929	hypothetical protein		Yes
2563531366	283	78.8	1	283	1	283	0.0e+00	477.6	KO:K09930	hypothetical protein		Yes
2563531368	226	81.3	1	209	1	209	0.0e+00	341.7	KO:K10773	endonuclease III [EC:4.2.99.18]	EC:4.2.99.18	Yes
2563531369	543	39	7	539	9	542	0.0e+00	395.6	KO:K09749	hypothetical protein		Yes
2563531371	697	43.4	1	693	1	710	0.0e+00	595.9	KO:K07289	AsmA protein		Yes
2563531372	349	64.2	1	346	1	346	0.0e+00	469.9	KO:K03575	A/G-specific adenine glycosylase [EC:3.2.2.-]	EC:3.2.2.-	Yes
2563531374	418	90.7	1	418	1	418	0.0e+00	758.1	KO:K03628	transcription termination factor Rho		Yes
2563531375	108	86.1	1	108	1	108	0.0e+00	201.4	KO:K03671	thioredoxin 1		Yes
2563531376	440	78.9	1	438	1	414	0.0e+00	672.2	KO:K03732	ATP-dependent RNA helicase RhlB [EC:3.6.4.13]	EC:3.6.4.13	Yes
2563531377	218	77.5	1	218	1	218	0.0e+00	350.1	KO:K07025	putative hydrolase of the HAD superfamily		Yes
2563531378	182	79.7	1	182	1	182	0.0e+00	296.2	KO:K08312	ADP-ribose diphosphatase [EC:3.6.1.-]	EC:3.6.1.-	Yes
2563531380	295	54.8	1	294	1	294	0.0e+00	328.6	KO:K00847	fructokinase [EC:2.7.1.4]	EC:2.7.1.4	Yes
2563531381	599	60.5	6	599	7	594	0.0e+00	711.1	KO:K07114	Ca-activated chloride channel homolog		Yes
2563531382	326	73.6	1	326	1	326	0.0e+00	493.8	KO:K07114	Ca-activated chloride channel homolog		Yes
2563531385	335	84.8	15	335	6	326	0.0e+00	547	KO:K03924	MoxR-like ATPase [EC:3.6.3.-]	EC:3.6.3.-	Yes
2563531391	145	44.7	4	143	5	145	3.3e-27	123.2	KO:K07216	hemerythrin		Yes
2563531394	555	74.8	1	555	1	555	0.0e+00	850.5	KO:K05601	hydroxylamine reductase [EC:1.7.99.1]	EC:1.7.99.1	Yes
2563531395	514	58.4	1	510	1	517	0.0e+00	575.1	KO:K12266	anaerobic nitric oxide reductase transcription regulator		Yes
2563531396	805	80.2	1	802	1	797	0.0e+00	1328.9	KO:K01153	type I restriction enzyme, R subunit [EC:3.1.21.3]	EC:3.1.21.3	Yes
2563531398	380	51.5	1	380	1	395	0.0e+00	371.3	KO:K01154	type I restriction enzyme, S subunit [EC:3.1.21.3]	EC:3.1.21.3	Yes
2563531401	490	84.3	1	484	1	484	0.0e+00	851.3	KO:K03427	type I restriction enzyme M protein [EC:2.1.1.72]	EC:2.1.1.72	Yes
2563531404	448	75	1	448	1	448	0.0e+00	651.4	KO:K03650	tRNA modification GTPase [EC:3.6.-.-]	EC:3.6.-	Yes
2563531405	585	67.4	16	581	1	561	0.0e+00	775.4	KO:K03217	YidC/Oxa1 family membrane protein insertase		Yes
2563531406	194	45.7	8	193	6	191	5.7e-43	176	KO:K03536	ribonuclease P protein component [EC:3.1.26.5]	EC:3.1.26.5	Yes
2563531407	438	83.1	1	438	1	438	0.0e+00	744.6	KO:K02313	chromosomal replication initiator protein		Yes
2563531408	366	73.2	1	366	1	366	0.0e+00	546.6	KO:K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	EC:2.7.7.7	Yes
