gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2576838652	447	70.2	1	446	1	445	0.0e+00	614	KO:K02667	two-component system, NtrC family, response regulator PilR		Yes
2576838653	565	62.3	25	565	7	543	0.0e+00	650.6	KO:K02668	two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	EC:2.7.13.3	Yes
2576838654	388	75.6	1	386	1	386	0.0e+00	569.3	KO:K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	EC:6.2.1.5	Yes
2576838655	288	83.7	1	288	1	288	0.0e+00	498.8	KO:K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	EC:6.2.1.5	Yes
2576838658	536	74.5	3	536	6	539	0.0e+00	795.8	KO:K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	EC:6.3.5.1	Yes
2576838661	361	83.8	1	358	1	358	0.0e+00	661.8	KO:K04069	pyruvate formate lyase activating enzyme [EC:1.97.1.4]	EC:1.97.1.4	Yes
2576838662	259	73	1	259	1	259	0.0e+00	393.7	KO:K06990			Yes
2576838665	224	84.8	1	224	1	224	0.0e+00	381.7	KO:K03630	DNA repair protein RadC		Yes
2576838666	404	67.6	3	403	13	413	0.0e+00	530.4	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:4.1.1.36	Yes
2576838666	404	67.6	3	403	13	413	0.0e+00	530.4	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:6.3.2.5	Yes
2576838667	154	81.2	6	154	3	151	0.0e+00	257.7	KO:K01520	dUTP pyrophosphatase [EC:3.6.1.23]	EC:3.6.1.23	Yes
2576838668	879	47.5	1	879	1	876	0.0e+00	797.3	KO:K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	EC:5.4.2.2	Yes
2576838668	879	47.5	1	879	1	876	0.0e+00	797.3	KO:K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	EC:5.4.2.8	Yes
2576838670	586	77	1	586	1	586	0.0e+00	937.6	KO:K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	EC:6.1.1.19	Yes
2576838676	100	56	2	100	5	104	4.6e-23	108.6	KO:K04065	hyperosmotically inducible periplasmic protein		Yes
2576838678	328	73.8	2	328	1	328	0.0e+00	498	KO:K02040	phosphate transport system substrate-binding protein		Yes
2576838679	765	68.9	13	765	11	756	0.0e+00	1067.4	KO:K02037	phosphate transport system permease protein		Yes
2576838680	551	74.6	1	551	1	550	0.0e+00	837.8	KO:K02038	phosphate transport system permease protein		Yes
2576838681	277	82.3	1	277	1	277	0.0e+00	460.3	KO:K02036	phosphate transport system ATP-binding protein [EC:3.6.3.27]	EC:3.6.3.27	Yes
2576838682	238	63.4	1	237	1	238	0.0e+00	316.2	KO:K02039	phosphate transport system protein		Yes
2576838684	561	63.8	8	558	2	537	0.0e+00	659.8	KO:K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2576838685	1185	62.4	1	1185	1	1175	0.0e+00	1451.8	KO:K03582	exodeoxyribonuclease V beta subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2576838695	303	90.8	1	303	1	303	0.0e+00	562.8	KO:K15342	CRISP-associated protein Cas1		Yes
2576838703	905	64.3	5	904	7	906	0.0e+00	1181.8	KO:K07012			Yes
2576838706	708	74.2	2	708	1	683	0.0e+00	1001.9	KO:K15987	K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]	EC:3.6.1.1	Yes
2576838707	201	82.2	2	196	17	213	0.0e+00	323.2	KO:K03744	LemA protein		Yes
2576838708	281	59.3	8	281	45	320	0.0e+00	310.5	KO:K06872	uncharacterized protein		Yes
2576838710	175	59	1	173	1	172	0.0e+00	195.7	KO:K07040	uncharacterized protein		Yes
2576838711	60	83.3	1	60	1	60	7.2e-24	110.5	KO:K02911	large subunit ribosomal protein L32		Yes
2576838712	342	84.6	10	341	1	332	0.0e+00	555.8	KO:K03621	glycerol-3-phosphate acyltransferase PlsX [EC:2.3.1.15]	EC:2.3.1.15	Yes
2576838713	322	82	1	322	1	322	0.0e+00	537.7	KO:K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	EC:2.3.1.180	Yes
2576838714	318	72.8	3	318	1	316	0.0e+00	468	KO:K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	EC:2.3.1.39	Yes
2576838715	242	79.3	1	242	1	242	0.0e+00	379.8	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2576838716	76	96.1	1	76	1	76	1.3e-33	143.3	KO:K02078	acyl carrier protein		Yes
2576838717	414	90.8	1	414	1	414	0.0e+00	775.4	KO:K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	EC:2.3.1.179	Yes
2576838718	283	58.5	1	274	1	268	0.0e+00	335.9	KO:K02619	4-amino-4-deoxychorismate lyase [EC:4.1.3.38]	EC:4.1.3.38	Yes
2576838719	351	58.7	19	347	3	327	0.0e+00	405.6	KO:K07082	UPF0755 protein		Yes
2576838720	223	71.4	1	199	2	200	0.0e+00	287.7	KO:K00943	dTMP kinase [EC:2.7.4.9]	EC:2.7.4.9	Yes
2576838721	352	53.6	16	349	1	327	0.0e+00	362.5	KO:K02341	DNA polymerase III subunit delta' [EC:2.7.7.7]	EC:2.7.7.7	Yes
2576838722	116	86.7	4	116	5	117	0.0e+00	205.7	KO:K02676	type IV pilus assembly protein PilZ		Yes
2576838723	259	77.6	1	254	1	254	0.0e+00	419.1	KO:K03424	TatD DNase family protein [EC:3.1.21.-]	EC:3.1.21.-	Yes
2576838725	96	79.6	1	93	1	93	8.6e-35	147.5	KO:K07075			Yes
2576838728	287	77.4	1	287	1	286	0.0e+00	456.1	KO:K01613	phosphatidylserine decarboxylase [EC:4.1.1.65]	EC:4.1.1.65	Yes
2576838729	94	81.5	1	92	1	92	3.6e-38	158.7	KO:K04061	flagellar biosynthesis protein		Yes
2576838730	129	82.2	1	129	1	129	0.0e+00	231.1	KO:K09457	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	EC:1.7.1.13	Yes
2576838731	1177	65.9	1	1176	1	1168	0.0e+00	1520.8	KO:K03529	chromosome segregation protein		Yes
2576838732	234	50.8	1	234	1	230	0.0e+00	231.9	KO:K03528	cell division protein ZipA		Yes
2576838734	652	58.8	4	650	2	647	0.0e+00	783.1	KO:K01972	DNA ligase (NAD+) [EC:6.5.1.2]	EC:6.5.1.2	Yes
2576838736	182	79.5	1	176	1	176	0.0e+00	304.7	KO:K08311	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	EC:3.6.1.-	Yes
2576838738	299	84.8	4	299	1	296	0.0e+00	509.6	KO:K12339	cysteine synthase B [EC:2.5.1.47]	EC:2.5.1.47	Yes
2576838741	178	64.2	1	165	1	164	0.0e+00	235.7	KO:K07491	putative transposase		Yes
2576838747	98	72.9	3	98	4	99	1.8e-32	139.8	KO:K07483	transposase		Yes
2576838750	445	50.1	12	445	28	476	0.0e+00	444.5	KO:K02022	HlyD family secretion protein		Yes
2576838759	713	59.5	8	712	19	733	0.0e+00	862.1	KO:K11004	ATP-binding cassette, subfamily B, bacterial HlyB/CyaB		Yes
2576838761	771	47.5	2	771	28	797	0.0e+00	743	KO:K02014	iron complex outermembrane recepter protein		Yes
2576838765	444	74.7	1	442	1	442	0.0e+00	701.8	KO:K03215	23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	EC:2.1.1.190	Yes
2576838767	267	74.5	1	267	1	267	0.0e+00	424.1	KO:K06173	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	EC:5.4.99.12	Yes
2576838769	210	72.9	1	207	1	207	0.0e+00	313.2	KO:K01817	phosphoribosylanthranilate isomerase [EC:5.3.1.24]	EC:5.3.1.24	Yes
2576838770	400	90	1	400	1	400	0.0e+00	741.5	KO:K01696	tryptophan synthase beta chain [EC:4.2.1.20]	EC:4.2.1.20	Yes
2576838771	267	80.1	1	266	1	266	0.0e+00	430.3	KO:K01695	tryptophan synthase alpha chain [EC:4.2.1.20]	EC:4.2.1.20	Yes
2576838772	320	83.3	1	300	1	305	0.0e+00	506.5	KO:K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]	EC:6.4.1.2	Yes
2576838773	423	65.8	1	417	1	418	0.0e+00	556.2	KO:K11754	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	EC:6.3.2.12	Yes
2576838773	423	65.8	1	417	1	418	0.0e+00	556.2	KO:K11754	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	EC:6.3.2.17	Yes
2576838774	314	33.1	1	264	1	234	1.6e-21	105.1	KO:K03749	DedD protein		Yes
2576838775	163	57.7	1	163	9	171	0.0e+00	204.1	KO:K03558	membrane protein required for colicin V production		Yes
2576838776	502	86.1	1	502	1	502	0.0e+00	875.5	KO:K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	EC:2.4.2.14	Yes
2576838777	393	83.2	1	392	1	392	0.0e+00	677.2	KO:K10764	O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	EC:2.5.1.-	Yes
2576838778	85	78	1	82	1	82	7.8e-32	137.5	KO:K03676	glutaredoxin 3		Yes
2576838780	184	77.7	1	148	1	148	0.0e+00	235	KO:K07738	transcriptional repressor NrdR		Yes
2576838781	361	66.3	1	360	1	362	0.0e+00	489.2	KO:K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	EC:1.1.1.193	Yes
2576838781	361	66.3	1	360	1	362	0.0e+00	489.2	KO:K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	EC:3.5.4.26	Yes
2576838782	218	80.1	1	216	1	216	0.0e+00	345.9	KO:K00793	riboflavin synthase [EC:2.5.1.9]	EC:2.5.1.9	Yes
2576838783	367	84.5	1	367	1	367	0.0e+00	624.8	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:3.5.4.25	Yes
2576838783	367	84.5	1	367	1	367	0.0e+00	624.8	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:4.1.99.12	Yes
2576838784	158	86	1	157	1	157	0.0e+00	268.5	KO:K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	EC:2.5.1.78	Yes
2576838785	144	83	1	141	1	141	0.0e+00	234.6	KO:K03625	N utilization substance protein B		Yes
2576838786	311	69.2	1	311	1	312	0.0e+00	435.3	KO:K00946	thiamine-monophosphate kinase [EC:2.7.4.16]	EC:2.7.4.16	Yes
2576838787	168	67.3	1	162	1	162	0.0e+00	233.8	KO:K01095	phosphatidylglycerophosphatase A [EC:3.1.3.27]	EC:3.1.3.27	Yes
2576838793	745	48.4	11	745	10	734	0.0e+00	701	KO:K01768	adenylate cyclase [EC:4.6.1.1]	EC:4.6.1.1	Yes
2576838797	313	61.6	1	302	1	301	0.0e+00	373.6	KO:K00016	L-lactate dehydrogenase [EC:1.1.1.27]	EC:1.1.1.27	Yes
2576838800	528	88.8	3	528	1	526	0.0e+00	944.5	KO:K02837	peptide chain release factor 3		Yes
2576838804	310	73.5	1	309	1	309	0.0e+00	461.1	KO:K07320	putative adenine-specific DNA-methyltransferase [EC:2.1.1.72]	EC:2.1.1.72	Yes
2576838805	362	86.7	1	362	1	362	0.0e+00	641.3	KO:K01736	chorismate synthase [EC:4.2.3.5]	EC:4.2.3.5	Yes
2576838806	390	64	5	386	1	383	0.0e+00	523.1	KO:K05820	MFS transporter, PPP family, 3-phenylpropionic acid transporter		Yes
2576838807	204	70.1	1	204	1	204	0.0e+00	302.4	KO:K03561	biopolymer transport protein ExbB		Yes
2576838808	143	58.2	1	141	1	141	1.3e-42	174.1	KO:K03559	biopolymer transport protein ExbD		Yes
2576838809	333	60.1	12	329	31	347	0.0e+00	394	KO:K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	EC:2.7.1.130	Yes
2576838812	88	51.1	1	88	1	87	2.1e-19	96.3	KO:K06218	RelE protein		Yes
2576838813	102	46.1	1	101	1	102	1.5e-16	87	KO:K07062			Yes
2576838816	391	63.2	1	391	1	391	0.0e+00	513.8	KO:K07234	uncharacterized protein involved in response to NO		Yes
2576838819	314	78.7	1	314	1	301	0.0e+00	483	KO:K05844	ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]	EC:6.3.2.-	Yes
2576838820	475	66	1	474	1	473	0.0e+00	641.3	KO:K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	EC:1.8.1.4	Yes
2576838821	422	72.3	1	422	1	415	0.0e+00	596.7	KO:K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	EC:2.3.1.61	Yes
2576838822	942	73	1	942	1	941	0.0e+00	1430.2	KO:K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	EC:1.2.4.2	Yes
2576838824	104	71.2	1	104	1	104	1.9e-35	149.8	KO:K03746	DNA-binding protein H-NS		Yes
2576838826	98	71.9	3	98	4	99	1.2e-31	137.1	KO:K07483	transposase		Yes
2576838827	77	81.8	1	77	1	77	8.7e-30	130.6	KO:K04758	ferrous iron transport protein A		Yes
2576838828	781	74.3	1	764	1	758	0.0e+00	1148.7	KO:K04759	ferrous iron transport protein B		Yes
2576838831	178	44	1	159	1	156	3.5e-34	146.4	KO:K07038	inner membrane protein		Yes
2576838856	379	62.3	17	379	17	379	0.0e+00	447.6	KO:K02066	putative ABC transport system permease protein		Yes
2576838857	278	63.3	19	269	7	251	0.0e+00	319.7	KO:K02065	putative ABC transport system ATP-binding protein		Yes
2576838858	304	55.3	1	302	1	302	0.0e+00	321.6	KO:K02067	putative ABC transport system substrate-binding protein		Yes
2576838862	418	82.5	1	418	2	419	0.0e+00	682.6	KO:K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	EC:1.2.1.41	Yes
2576838863	211	60.3	1	209	1	205	0.0e+00	259.6	KO:K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	EC:2.7.7.18	Yes
2576838864	117	73.2	1	112	1	112	1.8e-42	173.3	KO:K09710	ribosome-associated protein		Yes
2576838866	607	67.4	1	607	1	605	0.0e+00	863.2	KO:K16092	vitamin B12 transporter		Yes
2576838871	605	68.6	19	604	8	592	0.0e+00	835.1	KO:K02454	general secretion pathway protein E		Yes
2576838872	196	72.4	3	194	8	198	0.0e+00	293.9	KO:K00995	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	EC:2.7.8.5	Yes
2576838873	250	77.6	6	250	8	252	0.0e+00	421.4	KO:K06896			Yes
2576838875	64	82.5	2	64	1	63	1.0e-23	110.2	KO:K09791	hypothetical protein		Yes
2576838876	256	78.6	1	252	1	252	0.0e+00	400.2	KO:K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	EC:2.7.7.38	Yes
2576838877	394	89.6	1	394	1	394	0.0e+00	736.9	KO:K14261	alanine-synthesizing transaminase [EC:2.6.1.-]	EC:2.6.1.-	Yes
2576838878	436	87.6	1	436	1	436	0.0e+00	739.2	KO:K00003	homoserine dehydrogenase [EC:1.1.1.3]	EC:1.1.1.3	Yes
2576838879	359	84.1	1	359	1	364	0.0e+00	619.8	KO:K01733	threonine synthase [EC:4.2.3.1]	EC:4.2.3.1	Yes
2576838881	581	74.8	1	580	1	580	0.0e+00	884.4	KO:K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	EC:3.1.-	Yes
2576838882	343	58.8	1	343	1	336	0.0e+00	375.6	KO:K03769	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	EC:5.2.1.8	Yes
2576838883	92	76.1	1	88	1	88	9.1e-34	144.1	KO:K05527	BolA protein		Yes
2576838884	100	79	1	100	1	100	1.4e-40	166.8	KO:K09780	hypothetical protein		Yes
2576838885	178	80.9	1	178	1	178	0.0e+00	314.3	KO:K06190	intracellular septation protein		Yes
2576838887	99	70.4	1	98	1	98	3.6e-36	152.1	KO:K09948	hypothetical protein		Yes
2576838893	250	53.4	16	247	13	244	0.0e+00	297.7	KO:K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	Yes
2576838893	250	53.4	16	247	13	244	0.0e+00	297.7	KO:K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.99.39	Yes
2576838894	412	43.4	28	411	32	413	0.0e+00	349.7	KO:K10945	methane/ammonia monooxygenase subunit B		Yes
2576838895	257	51.1	26	254	25	252	0.0e+00	261.5	KO:K10946	methane/ammonia monooxygenase subunit C		Yes
2576838898	125	60.5	9	122	9	122	1.0e-35	151	KO:K08234	glyoxylase I family protein		Yes
2576838899	168	68.3	1	167	1	167	0.0e+00	235.3	KO:K09983	hypothetical protein		Yes
2576838901	1442	72.4	3	1428	5	1413	0.0e+00	2028.4	KO:K03724	ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	EC:3.6.4.-	Yes
2576838902	167	48.7	2	153	4	151	1.6e-33	144.1	KO:K07226	hypothetical protein		Yes
2576838904	550	84.7	1	550	1	550	0.0e+00	967.2	KO:K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	EC:5.4.2.12	Yes
2576838906	449	65.4	1	448	3	450	0.0e+00	603.6	KO:K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	EC:1.8.1.7	Yes
2576838911	213	37.5	19	168	28	174	4.7e-17	89.7	KO:K06985	aspartyl protease family protein		Yes
2576838913	197	65.2	1	187	1	187	0.0e+00	246.9	KO:K07141	molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]	EC:2.7.7.76	Yes
2576838914	282	76	5	258	6	259	0.0e+00	386.3	KO:K07402	xanthine dehydrogenase accessory factor		Yes
2576838915	155	77	1	148	1	148	0.0e+00	250.4	KO:K07302	isoquinoline 1-oxidoreductase, alpha subunit [EC:1.3.99.16]	EC:1.3.99.16	Yes
2576838916	785	79.7	1	785	1	777	0.0e+00	1275	KO:K07303	isoquinoline 1-oxidoreductase, beta subunit [EC:1.3.99.16]	EC:1.3.99.16	Yes
2576838917	239	63.2	1	239	1	239	0.0e+00	312	KO:K09797	hypothetical protein		Yes
2576838919	146	62.1	1	140	9	148	0.0e+00	189.9	KO:K07480	insertion element IS1 protein InsB		Yes
2576838922	66	59.7	1	66	1	67	1.4e-15	83.2	KO:K02192	bacterioferritin-associated ferredoxin		Yes
2576838923	155	87.7	1	155	1	155	0.0e+00	287.3	KO:K03594	bacterioferritin		Yes
2576838924	159	77.8	1	158	1	158	0.0e+00	249.2	KO:K03594	bacterioferritin		Yes
2576838929	487	87.3	1	487	1	487	0.0e+00	870.9	KO:K12141	hydrogenase-4 component F [EC:1.-.-.-]	EC:1.-	Yes
2576838930	225	89.3	1	225	1	225	0.0e+00	390.2	KO:K12140	hydrogenase-4 component E [EC:1.-.-.-]	EC:1.-	Yes
2576838933	708	56.7	58	708	98	748	0.0e+00	742.3	KO:K00540			Yes
2576838936	293	73.9	1	291	1	290	0.0e+00	429.9	KO:K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	EC:2.7.7.9	Yes
2576838937	254	56.7	1	254	1	254	0.0e+00	307	KO:K01175			Yes
2576838939	469	69.6	2	468	5	471	0.0e+00	669.5	KO:K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	EC:1.8.1.4	Yes
2576838941	291	83.8	1	291	1	291	0.0e+00	492.7	KO:K03799	heat shock protein HtpX [EC:3.4.24.-]	EC:3.4.24.-	Yes
2576838942	374	53.6	3	370	5	371	0.0e+00	428.3	KO:K00100			Yes
2576838943	199	69.7	3	197	5	199	0.0e+00	290	KO:K01515	ADP-ribose pyrophosphatase [EC:3.6.1.13]	EC:3.6.1.13	Yes
2576838944	101	86.1	1	101	1	101	9.0e-43	174.1	KO:K05788	integration host factor subunit beta		Yes
2576838945	553	89.7	1	553	1	553	0.0e+00	998.4	KO:K02945	small subunit ribosomal protein S1		Yes
2576838946	218	74.3	1	218	1	218	0.0e+00	328.9	KO:K00945	cytidylate kinase [EC:2.7.4.14]	EC:2.7.4.14	Yes
2576838947	453	84.3	15	448	1	434	0.0e+00	722.2	KO:K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	EC:2.5.1.19	Yes
2576838948	292	52.7	1	292	1	288	0.0e+00	310.5	KO:K04517	prephenate dehydrogenase [EC:1.3.1.12]	EC:1.3.1.12	Yes
2576838949	369	72.6	1	368	1	368	0.0e+00	524.2	KO:K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	EC:2.6.1.9	Yes
2576838950	361	76.7	1	361	1	361	0.0e+00	560.5	KO:K14170	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	EC:4.2.1.51	Yes
2576838950	361	76.7	1	361	1	361	0.0e+00	560.5	KO:K14170	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	EC:5.4.99.5	Yes
2576838951	359	77.7	1	358	1	358	0.0e+00	562.4	KO:K00831	phosphoserine aminotransferase [EC:2.6.1.52]	EC:2.6.1.52	Yes
2576838952	878	82.6	1	877	1	866	0.0e+00	1436.4	KO:K02469	DNA gyrase subunit A [EC:5.99.1.3]	EC:5.99.1.3	Yes
2576838954	164	70.6	1	160	1	160	0.0e+00	241.1	KO:K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	EC:3.1.3.48	Yes
2576838963	395	37.1	26	365	34	399	0.0e+00	234.6	KO:K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	EC:3.4.16.4	Yes
2576838969	517	82	1	517	1	517	0.0e+00	848.2	KO:K00324	NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]	EC:1.6.1.2	Yes
2576838970	463	80.8	8	461	1	454	0.0e+00	730.3	KO:K00325	NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]	EC:1.6.1.2	Yes
2576838975	235	48.5	1	232	1	233	0.0e+00	220.3	KO:K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	EC:5.3.1.16	Yes
2576838976	187	88.8	19	187	1	169	0.0e+00	300.1	KO:K10713	5,6,7,8-tetrahydromethanopterin hydro-lyase [EC:4.2.1.147]	EC:4.2.1.147	Yes
2576838977	282	62.7	1	279	1	279	0.0e+00	367.5	KO:K05966	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	EC:2.4.2.52	Yes
2576838979	327	86.2	1	327	1	327	0.0e+00	576.6	KO:K01499	methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]	EC:3.5.4.27	Yes
2576838983	308	57.5	1	306	1	305	0.0e+00	360.1	KO:K09717	hypothetical protein		Yes
2576838986	542	63.5	1	532	1	532	0.0e+00	672.2	KO:K03316	monovalent cation:H+ antiporter, CPA1 family		Yes
2576838991	641	65.8	7	637	7	657	0.0e+00	812.8	KO:K03404	magnesium chelatase subunit D [EC:6.6.1.1]	EC:6.6.1.1	Yes
2576838992	239	82	1	233	1	233	0.0e+00	398.3	KO:K03399	cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]	EC:2.1.1.289	Yes
2576838993	528	73.3	8	513	6	511	0.0e+00	749.2	KO:K06042	precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]	EC:5.4.99.60	Yes
2576838993	528	73.3	8	513	6	511	0.0e+00	749.2	KO:K06042	precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]	EC:5.4.99.61	Yes
2576838994	377	63.1	4	376	5	394	0.0e+00	466.5	KO:K02188	cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	EC:2.1.1.195	Yes
2576838995	244	71.2	1	243	1	242	0.0e+00	342	KO:K03394	precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	EC:2.1.1.130	Yes
2576838995	244	71.2	1	243	1	242	0.0e+00	342	KO:K03394	precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	EC:2.1.1.151	Yes
2576838996	259	76.7	1	258	1	258	0.0e+00	399.4	KO:K05936	precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	EC:2.1.1.133	Yes
2576838996	259	76.7	1	258	1	258	0.0e+00	399.4	KO:K05936	precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	EC:2.1.1.271	Yes
2576838997	254	68.9	12	252	11	250	0.0e+00	327.8	KO:K02189	cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	EC:3.7.1.12	Yes
2576838998	515	62.4	1	509	1	510	0.0e+00	648.3	KO:K05934	precorrin-3B C17-methyltransferase [EC:2.1.1.131]	EC:2.1.1.131	Yes
2576839000	374	60.6	7	373	17	376	0.0e+00	411.8	KO:K02234	cobalamin biosynthesis protein CobW		Yes
2576839001	458	60.7	29	458	7	434	0.0e+00	528.5	KO:K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	EC:6.3.5.11	Yes
2576839001	458	60.7	29	458	7	434	0.0e+00	528.5	KO:K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	EC:6.3.5.9	Yes
2576839002	938	48.5	1	938	1	955	0.0e+00	837.8	KO:K03406	methyl-accepting chemotaxis protein		Yes
2576839003	627	68.8	1	626	1	626	0.0e+00	817.4	KO:K03406	methyl-accepting chemotaxis protein		Yes
2576839004	188	67.2	1	187	1	187	0.0e+00	236.5	KO:K03408	purine-binding chemotaxis protein CheW		Yes
2576839005	559	48	1	533	1	534	0.0e+00	464.5	KO:K03406	methyl-accepting chemotaxis protein		Yes
2576839006	733	67.3	5	721	1	724	0.0e+00	957.2	KO:K03407	two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	EC:2.7.13.3	Yes
2576839008	122	75.4	1	122	1	122	0.0e+00	189.9	KO:K03413	two-component system, chemotaxis family, response regulator CheY		Yes
2576839009	389	35.5	11	389	15	403	0.0e+00	243.4	KO:K03406	methyl-accepting chemotaxis protein		Yes
2576839010	276	56.1	12	274	7	269	0.0e+00	300.4	KO:K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	EC:2.1.1.80	Yes
2576839011	199	54.6	6	199	6	198	0.0e+00	211.1	KO:K03411	chemotaxis protein CheD [EC:3.5.1.44]	EC:3.5.1.44	Yes
2576839013	358	73.8	1	358	3	363	0.0e+00	523.1	KO:K03412	two-component system, chemotaxis family, response regulator CheB [EC:3.1.1.61]	EC:3.1.1.61	Yes
2576839024	214	61.5	1	204	1	204	0.0e+00	265.8	KO:K07734	transcriptional regulator		Yes
2576839028	215	56	5	211	2	210	0.0e+00	240.7	KO:K07323	putative toluene tolerance protein		Yes
