gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2576838403	155	1	82	1	71	1.2e-14	53.7	pfam02381	MraZ	72
2576838403	155	83	145	2	55	1.2e-15	56.9	pfam02381	MraZ	72
2576838406	286	7	208	1	209	3.3e-31	108.6	pfam00590	TP_methylase	210
2576838407	632	55	605	19	536	8.3e-90	301.8	pfam04348	LppC	536
2576838408	121	18	109	2	92	3.6e-24	84.4	pfam02021	UPF0102	93
2576838410	195	9	146	2	138	6.0e-23	81	pfam13580	SIS_2	138
2576838411	190	46	114	15	63	1.6e-07	30.9	pfam04972	BON	64
2576838411	190	128	187	2	62	8.5e-06	25.4	pfam04972	BON	64
2576838412	465	45	184	1	138	1.0e-36	125.4	pfam01565	FAD_binding_4	139
2576838412	465	220	461	1	248	4.7e-67	225.9	pfam02913	FAD-oxidase_C	248
2576838413	158	9	153	3	147	6.1e-34	117	pfam01613	Flavin_Reduct	154
2576838414	276	18	106	1	88	1.1e-28	98.8	pfam02749	QRPTase_N	88
2576838414	276	108	271	2	169	4.8e-58	195.4	pfam01729	QRPTase_C	169
2576838415	717	15	716	12	724	4.3e-88	296.2	pfam07793	DUF1631	730
2576838416	180	20	169	3	131	3.1e-27	95.2	pfam01510	Amidase_2	132
2576838417	169	15	167	2	145	2.3e-49	166.9	pfam01252	Peptidase_A8	152
2576838418	943	28	647	2	600	0.0e+00	730.3	pfam00133	tRNA-synt_1	601
2576838418	943	691	848	1	151	1.1e-28	99.8	pfam08264	Anticodon_1	153
2576838418	943	903	932	2	29	2.2e-05	23.9	pfam06827	zf-FPG_IleRS	30
2576838419	326	10	167	5	157	1.1e-50	171.2	pfam06574	FAD_syn	158
2576838419	326	183	308	1	124	4.6e-37	126.6	pfam01687	Flavokinase	125
2576838421	180	22	179	2	144	3.3e-15	56.6	pfam03734	YkuD	144
2576838422	544	13	154	2	137	2.1e-32	111.4	pfam02878	PGM_PMM_I	138
2576838422	544	183	290	2	99	3.5e-12	46.5	pfam02879	PGM_PMM_II	104
2576838422	544	295	408	2	113	5.4e-29	100.5	pfam02880	PGM_PMM_III	113
2576838422	544	430	522	22	70	1.4e-10	41	pfam00408	PGM_PMM_IV	73
2576838423	274	1	266	2	316	1.4e-37	129.4	pfam02535	Zip	317
2576838424	283	22	282	2	234	4.6e-71	238.6	pfam02578	Cu-oxidase_4	234
2576838425	314	15	61	1	48	1.2e-08	34.2	pfam01479	S4	48
2576838425	314	88	238	2	164	4.9e-37	127.3	pfam00849	PseudoU_synth_2	164
2576838426	279	39	249	6	200	2.5e-69	232.8	pfam13525	YfiO	203
2576838427	744	213	380	2	166	1.4e-15	57.1	pfam00270	DEAD	169
2576838427	744	517	602	19	77	2.4e-07	30.5	pfam00271	Helicase_C	78
2576838428	268	40	217	3	159	1.9e-13	50.4	pfam13489	Methyltransf_23	161
2576838429	426	9	112	1	100	3.3e-14	52.8	pfam00072	Response_reg	112
2576838429	426	146	250	2	104	7.9e-23	80.8	pfam13426	PAS_9	104
2576838429	426	262	420	1	161	1.2e-44	151.7	pfam00990	GGDEF	161
2576838430	152	13	134	1	112	1.6e-19	69.9	pfam00072	Response_reg	112
2576838431	490	175	245	3	69	6.8e-09	35.7	pfam00672	HAMP	70
2576838431	490	380	490	2	109	1.6e-20	72.8	pfam02518	HATPase_c	111
2576838432	351	61	273	1	216	3.0e-37	128.3	pfam09084	NMT1	216
2576838433	1026	152	264	1	110	4.1e-15	55.7	pfam08448	PAS_4	110
2576838433	1026	300	387	3	83	7.9e-10	38.7	pfam08447	PAS_3	91
2576838433	1026	411	530	1	109	2.3e-08	34	pfam08448	PAS_4	110
2576838433	1026	546	654	2	109	7.3e-10	38.8	pfam08448	PAS_4	110
2576838433	1026	664	732	2	46	1.2e-06	28.2	pfam13188	PAS_8	64
2576838433	1026	798	865	2	66	1.3e-10	41	pfam00512	HisKA	68
2576838433	1026	908	1020	3	109	2.8e-23	81.7	pfam02518	HATPase_c	111
2576838434	171	1	163	3	155	9.6e-43	145.6	pfam02600	DsbB	156
2576838435	136	10	67	1	56	9.0e-07	28.5	pfam00571	CBS	57
2576838435	136	77	128	1	51	3.4e-10	39.5	pfam00571	CBS	57
2576838437	259	22	247	1	211	8.5e-78	260.2	pfam07556	DUF1538	212
2576838438	242	20	242	1	211	2.0e-72	242.7	pfam07556	DUF1538	212
2576838439	230	4	120	1	116	1.6e-16	60.3	pfam02254	TrkA_N	116
2576838439	230	153	228	2	69	4.1e-07	29.5	pfam02080	TrkA_C	71
2576838440	534	188	269	4	77	6.5e-17	61	pfam07885	Ion_trans_2	79
2576838440	534	290	406	1	116	9.5e-30	102.9	pfam02254	TrkA_N	116
2576838441	238	6	166	2	165	2.4e-28	99.1	pfam00106	adh_short	167
2576838443	275	5	100	1	96	1.0e-22	80.3	pfam03807	F420_oxidored	96
2576838443	275	162	268	2	107	8.8e-38	128.6	pfam14748	P5CR_dimer	107
2576838444	191	14	88	1	71	1.5e-21	76.1	pfam02325	YGGT	75
2576838444	191	108	182	2	73	1.2e-22	79.5	pfam02325	YGGT	75
2576838445	100	7	83	5	77	3.5e-23	81.3	pfam02594	DUF167	78
2576838446	330	14	98	1	42	7.1e-10	38.7	pfam13511	DUF4124	60
2576838447	218	26	206	7	164	2.2e-23	83	pfam14082	DUF4263	164
2576838448	295	27	271	1	242	7.3e-41	140.2	pfam00696	AA_kinase	242
2576838449	424	47	378	1	304	8.0e-18	65.4	pfam13147	Amidohydro_4	304
2576838450	321	14	160	1	141	3.2e-41	140.3	pfam02729	OTCace_N	142
2576838450	321	165	313	3	157	1.7e-42	144.9	pfam00185	OTCace	158
2576838451	168	1	123	7	125	2.5e-17	62.7	pfam00156	Pribosyltran	125
2576838452	151	12	146	2	134	9.4e-36	122.8	pfam03652	UPF0081	135
2576838453	187	15	174	1	161	2.5e-53	180	pfam02622	DUF179	161
2576838454	292	204	284	2	72	9.8e-15	54.5	pfam03544	TonB_C	79
2576838455	315	3	121	1	119	1.5e-48	163.4	pfam02951	GSH-S_N	119
2576838455	315	125	299	1	173	2.3e-73	245	pfam02955	GSH-S_ATP	174
2576838456	78	3	63	1	61	5.1e-31	106.2	pfam00830	Ribosomal_L28	61
2576838457	51	2	49	1	48	2.1e-23	82.2	pfam00471	Ribosomal_L33	48
2576838458	446	165	255	2	88	8.1e-19	67.2	pfam00027	cNMP_binding	91
2576838458	446	261	349	7	110	4.3e-12	46.3	pfam00581	Rhodanese	113
2576838459	456	96	231	1	120	4.1e-20	71.9	pfam13365	Trypsin_2	120
2576838459	456	270	361	2	81	1.0e-18	66.9	pfam13180	PDZ_2	82
2576838460	173	13	156	1	144	3.5e-34	117.2	pfam00994	MoCF_biosynth	144
2576838461	134	18	107	2	89	1.1e-33	115	pfam04241	DUF423	89
2576838462	908	24	414	78	390	4.8e-62	210.2	pfam01433	Peptidase_M1	390
2576838462	908	487	861	2	367	0.0e+00	481	pfam11940	DUF3458	367
2576838463	246	6	174	1	166	1.6e-27	96.4	pfam00106	adh_short	167
2576838464	166	5	128	1	127	5.3e-33	113.4	pfam01288	HPPK	127
2576838465	119	4	114	1	113	2.4e-33	114.6	pfam02152	FolB	113
2576838466	195	8	185	2	178	2.5e-58	196.5	pfam02660	G3P_acyltransf	178
2576838467	85	1	61	122	178	2.3e-08	33.7	pfam02660	G3P_acyltransf	178
2576838468	252	1	62	17	77	7.0e-11	41.8	pfam05598	DUF772	77
2576838468	252	71	243	6	207	4.8e-33	114.5	pfam01609	DDE_Tnp_1	213
2576838469	336	23	306	2	268	4.0e-103	344.5	pfam00814	Peptidase_M22	268
2576838470	77	2	59	1	57	6.1e-24	83.2	pfam01165	Ribosomal_S21	57
2576838471	149	5	147	2	143	1.4e-51	174.1	pfam09424	YqeY	143
2576838472	595	12	109	2	96	7.3e-38	128	pfam01807	zf-CHC2	98
2576838472	595	133	255	1	126	6.3e-38	129.6	pfam08275	Toprim_N	128
2576838472	595	262	341	2	69	5.5e-16	58.3	pfam13662	Toprim_4	81
2576838472	595	371	426	1	54	6.9e-12	45.1	pfam10410	DnaB_bind	59
2576838472	595	457	583	3	127	1.1e-21	77.3	pfam08278	DnaG_DnaB_bind	127
2576838473	602	2	84	2	81	1.7e-27	95.1	pfam03979	Sigma70_r1_1	82
2576838473	602	97	133	1	35	4.1e-14	51.9	pfam00140	Sigma70_r1_2	37
2576838473	602	141	336	5	211	1.5e-47	161.9	pfam04546	Sigma70_ner	211
2576838473	602	367	437	1	71	6.5e-23	80.1	pfam04542	Sigma70_r2	71
2576838473	602	446	523	1	77	5.0e-30	103.2	pfam04539	Sigma70_r3	78
2576838473	602	535	588	1	50	3.6e-19	67.7	pfam04545	Sigma70_r4	50
2576838475	386	3	102	2	100	6.6e-42	141.8	pfam00438	S-AdoMet_synt_N	100
2576838475	386	114	232	2	120	6.9e-49	164.7	pfam02772	S-AdoMet_synt_M	120
2576838475	386	234	373	1	138	1.3e-72	241.9	pfam02773	S-AdoMet_synt_C	138
2576838476	430	4	429	1	268	0.0e+00	467.8	pfam05221	AdoHcyase	268
2576838476	430	191	350	1	162	1.6e-82	275.1	pfam00670	AdoHcyase_NAD	162
2576838477	285	1	280	8	286	1.0e-92	310.2	pfam02219	MTHFR	287
2576838478	450	32	384	2	339	1.5e-109	365.9	pfam00202	Aminotran_3	339
2576838479	253	18	236	1	224	7.6e-71	237.8	pfam04452	Methyltrans_RNA	225
2576838480	291	112	241	6	92	2.1e-12	47	pfam02517	Abi	92
2576838481	292	14	132	2	124	1.3e-14	54.3	pfam00892	EamA	126
2576838481	292	151	281	2	125	1.8e-14	53.8	pfam00892	EamA	126
2576838482	169	2	142	1	156	6.3e-07	29.6	pfam00300	His_Phos_1	158
2576838483	288	14	266	1	217	5.3e-17	62.4	pfam12697	Abhydrolase_6	228
2576838485	155	55	137	3	83	7.4e-13	48.3	pfam00583	Acetyltransf_1	83
2576838486	134	11	123	1	107	1.3e-09	38.6	pfam12681	Glyoxalase_2	108
2576838488	344	51	110	6	54	1.8e-10	40.6	pfam13276	HTH_21	60
2576838488	344	131	224	4	98	7.2e-14	51.9	pfam00665	rve	120
2576838488	344	237	297	10	67	9.7e-14	50.6	pfam13683	rve_3	67
2576838489	160	1	159	1	160	7.1e-68	227.4	pfam04461	DUF520	160
2576838490	407	3	122	1	125	9.7e-25	87.2	pfam01743	PolyA_pol	126
2576838490	407	149	214	1	61	3.4e-11	42.5	pfam12627	PolyA_pol_RNAbd	64
2576838490	407	228	347	2	93	7.6e-08	32.4	pfam01966	HD	122
2576838491	246	1	243	11	240	4.4e-47	160.5	pfam01925	TauE	240
2576838492	302	1	301	1	300	2.1e-126	420.9	pfam04381	RdgC	301
2576838493	154	5	134	3	122	1.1e-34	118.7	pfam00578	AhpC-TSA	124
2576838494	124	7	120	2	128	8.7e-14	51.6	pfam00903	Glyoxalase	128
2576838495	91	4	63	3	55	5.3e-12	45.1	pfam04193	PQ-loop	61
2576838496	71	3	37	2	29	2.2e-06	26.9	pfam06945	DUF1289	51
2576838497	559	83	546	2	451	4.9e-114	381.2	pfam03961	DUF342	451
2576838500	208	44	188	1	145	1.1e-60	203.7	pfam00475	IGPD	145
2576838501	214	5	210	2	189	1.1e-31	109.8	pfam00117	GATase	192
2576838502	244	2	232	2	228	3.1e-81	272	pfam00977	His_biosynth	229
2576838503	257	6	240	1	229	4.1e-91	304.3	pfam00977	His_biosynth	229
2576838504	130	31	106	1	75	1.2e-33	114.5	pfam01502	PRA-CH	75
2576838505	105	5	92	2	82	7.9e-15	54.8	pfam01503	PRA-PH	83
2576838506	70	3	69	1	47	3.3e-13	48.5	pfam02416	MttA_Hcf106	53
2576838507	133	4	84	1	40	1.1e-06	27.6	pfam02416	MttA_Hcf106	53
2576838508	270	15	226	1	215	4.9e-67	225.4	pfam00902	TatC	215
2576838510	67	2	67	2	64	5.3e-30	102.9	pfam00313	CSD	66
2576838511	142	67	125	3	49	2.6e-13	49.9	pfam05154	TM2	51
2576838512	148	3	143	2	140	1.1e-27	96.9	pfam00582	Usp	140
2576838514	627	17	178	2	137	6.9e-23	81.4	pfam00005	ABC_tran	137
2576838514	627	217	302	1	79	2.3e-28	97.8	pfam12848	ABC_tran_2	85
2576838514	627	328	459	2	137	1.6e-22	80.3	pfam00005	ABC_tran	137
2576838515	130	3	120	2	128	9.3e-26	89.9	pfam01124	MAPEG	129
2576838516	176	109	169	2	59	1.9e-06	27	pfam14317	YcxB	62
2576838517	435	10	322	1	198	4.1e-28	98.6	pfam07992	Pyr_redox_2	201
2576838517	435	176	265	1	75	4.6e-10	39.7	pfam00070	Pyr_redox	80
2576838521	107	3	67	1	45	1.1e-08	35.1	pfam10047	DUF2281	66
2576838523	96	2	37	5	34	3.1e-06	26.5	pfam03811	Zn_Tnp_IS1	36
2576838523	96	46	91	1	46	3.2e-17	61.6	pfam12759	HTH_Tnp_IS1	46
2576838524	146	7	137	5	130	1.9e-51	173.5	pfam03400	DDE_Tnp_IS1	131
2576838526	107	11	106	1	118	5.0e-25	87.4	pfam01934	DUF86	119
2576838527	94	9	94	8	91	1.1e-12	48	pfam01909	NTP_transf_2	93
2576838529	210	31	193	1	187	5.1e-39	133.8	pfam00445	Ribonuclease_T2	189
2576838531	480	8	363	1	375	1.3e-72	245	pfam04185	Phosphoesterase	376
2576838532	227	6	225	2	217	1.5e-50	171.7	pfam01168	Ala_racemase_N	218
2576838533	345	3	270	9	268	3.0e-46	157.5	pfam00437	T2SE	272
2576838534	297	14	279	4	247	2.1e-87	292.3	pfam01259	SAICAR_synt	249
2576838535	515	30	484	1	451	0.0e+00	462.2	pfam03023	MVIN	452
2576838536	87	2	85	1	83	5.5e-28	97.1	pfam01649	Ribosomal_S20p	84
2576838537	373	10	240	1	240	1.1e-42	146.2	pfam00696	AA_kinase	242
2576838537	373	282	356	1	74	1.1e-16	60.3	pfam01472	PUA	74
2576838538	344	3	158	1	155	3.2e-62	208.8	pfam01018	GTP1_OBG	156
2576838538	344	161	285	1	116	3.1e-20	72.2	pfam01926	MMR_HSR1	116
2576838539	85	2	83	1	81	1.9e-39	133.2	pfam01016	Ribosomal_L27	81
2576838540	103	1	96	1	96	2.0e-38	130.4	pfam00829	Ribosomal_L21p	96
2576838541	336	45	301	2	254	2.3e-75	252.7	pfam00348	polyprenyl_synt	260
2576838543	1697	13	125	1	111	1.3e-24	86.3	pfam00072	Response_reg	112
2576838543	1697	349	458	2	110	1.7e-14	53.7	pfam08448	PAS_4	110
2576838543	1697	497	583	3	83	1.8e-12	47.1	pfam08447	PAS_3	91
2576838543	1697	608	709	2	104	3.0e-12	46.8	pfam13426	PAS_9	104
2576838543	1697	732	834	2	104	1.4e-14	54.3	pfam13426	PAS_9	104
2576838543	1697	853	965	1	109	2.4e-17	62.9	pfam08448	PAS_4	110
2576838543	1697	981	1093	1	110	2.5e-13	50	pfam08448	PAS_4	110
2576838543	1697	1111	1259	3	148	3.0e-09	37.5	pfam13185	GAF_2	148
2576838543	1697	1271	1428	1	160	4.6e-50	169.3	pfam00990	GGDEF	161
2576838543	1697	1447	1685	3	236	2.4e-69	233.4	pfam00563	EAL	236
2576838545	186	121	163	6	45	3.3e-05	23.8	pfam13333	rve_2	52
2576838549	667	4	266	1	314	4.8e-69	233	pfam00580	UvrD-helicase	315
2576838549	667	271	614	1	350	5.9e-92	308.8	pfam13361	UvrD_C	351
2576838551	102	17	89	1	73	4.4e-16	58.6	pfam14076	DUF4258	73
2576838552	503	22	143	1	121	1.7e-48	163.1	pfam13541	ChlI	121
2576838552	503	191	397	1	205	1.3e-95	318.4	pfam01078	Mg_chelatase	207
2576838552	503	404	497	2	96	4.5e-30	103.8	pfam13335	Mg_chelatase_2	96
2576838553	86	1	79	1	79	4.4e-28	97.2	pfam04380	BMFP	79
2576838554	282	5	249	2	238	9.0e-70	234.3	pfam01564	Spermine_synth	246
2576838555	110	10	110	1	102	5.3e-35	119.4	pfam11169	DUF2956	103
2576838556	608	70	339	12	251	1.0e-54	185.3	pfam02784	Orn_Arg_deC_N	251
2576838556	608	342	539	1	115	2.4e-33	114.3	pfam00278	Orn_DAP_Arg_deC	116
2576838559	128	3	124	1	113	3.3e-07	30.6	pfam01850	PIN	121
2576838560	87	1	82	4	81	1.3e-24	85.7	pfam09630	DUF2024	81
2576838561	285	1	160	3	162	2.2e-48	164.1	pfam03446	NAD_binding_2	163
2576838561	285	162	282	1	121	4.1e-30	104.3	pfam14833	NAD_binding_11	122
2576838562	56	6	52	1	47	9.3e-23	79.8	pfam00301	Rubredoxin	47
2576838563	338	2	94	2	71	7.6e-05	23	pfam00070	Pyr_redox	80
2576838563	338	2	150	1	150	9.8e-14	51.7	pfam07992	Pyr_redox_2	201
2576838563	338	153	238	2	77	2.2e-18	66.4	pfam00070	Pyr_redox	80
2576838563	338	249	287	163	199	4.7e-07	29.8	pfam07992	Pyr_redox_2	201
2576838564	217	18	182	1	165	2.4e-29	102.2	pfam00881	Nitroreductase	165
2576838565	344	5	342	5	327	1.9e-112	375.5	pfam02277	DBI_PRT	327
2576838566	70	13	66	1	54	1.6e-15	56.4	pfam09720	Unstab_antitox	54
2576838567	96	3	89	1	86	2.0e-09	37.7	pfam05016	Plasmid_stabil	90
2576838568	247	7	240	4	234	7.2e-38	130.4	pfam02654	CobS	235
2576838569	187	2	148	2	158	4.6e-29	101.5	pfam00300	His_Phos_1	158
2576838570	339	19	334	36	348	1.2e-21	77.1	pfam00155	Aminotran_1_2	363
2576838571	466	4	240	1	185	1.1e-29	103.1	pfam01656	CbiA	195
2576838571	466	282	418	5	157	1.1e-24	86.8	pfam07685	GATase_3	158
2576838572	298	3	283	4	290	4.2e-91	305	pfam03186	CobD_Cbib	295
2576838573	165	3	164	1	167	5.9e-45	152.6	pfam02283	CobU	167
2576838574	332	59	325	5	262	9.7e-82	273.7	pfam13406	SLT_2	262
2576838576	90	3	80	1	77	2.5e-28	98	pfam14026	DUF4242	77
2576838577	198	14	60	3	46	6.6e-11	41.6	pfam00440	TetR_N	47
2576838579	400	10	77	2	60	2.3e-11	43.8	pfam13534	Fer4_17	61
2576838579	400	172	255	1	84	2.1e-14	53.2	pfam02754	CCG	85
2576838579	400	291	376	3	84	2.4e-06	27.4	pfam02754	CCG	85
2576838580	268	32	168	12	106	2.8e-36	123.6	pfam02675	AdoMet_dc	106
2576838581	138	31	132	3	99	2.6e-14	53.2	pfam02566	OsmC	100
2576838582	218	23	115	2	89	7.1e-20	70.6	pfam00027	cNMP_binding	91
2576838582	218	174	205	1	32	9.7e-11	40.9	pfam00325	Crp	32
2576838583	293	128	285	1	154	1.3e-41	142.1	pfam11219	DUF3014	158
2576838584	603	3	196	2	186	2.1e-53	180.5	pfam00009	GTP_EFTU	188
2576838584	603	219	289	1	74	6.7e-11	42.1	pfam03144	GTP_EFTU_D2	74
2576838584	603	395	483	3	83	4.7e-20	71.2	pfam00679	EFG_C	89
2576838585	147	23	126	2	107	3.8e-14	52.9	pfam00581	Rhodanese	113
2576838586	302	4	63	2	59	1.7e-14	53.3	pfam00126	HTH_1	60
2576838586	302	87	293	2	208	7.8e-41	139.4	pfam03466	LysR_substrate	209
2576838587	669	68	250	4	175	5.8e-06	26.2	pfam13727	CoA_binding_3	175
2576838587	669	295	611	1	293	2.8e-122	407.2	pfam02719	Polysacc_synt_2	294
2576838588	344	74	230	2	157	2.1e-33	115.4	pfam00953	Glycos_transf_4	159
2576838589	325	12	239	1	233	9.4e-32	110.3	pfam01370	Epimerase	236
2576838590	378	22	361	4	345	1.2e-94	316.9	pfam02350	Epimerase_2	346
2576838591	336	7	283	1	292	1.3e-108	362.3	pfam02719	Polysacc_synt_2	294
2576838591	336	284	331	1	48	8.8e-25	85.9	pfam08485	Polysacc_syn_2C	48
2576838592	284	1	280	1	235	3.6e-29	101.5	pfam04321	RmlD_sub_bind	287
2576838593	409	14	198	6	146	2.1e-12	47.4	pfam13579	Glyco_trans_4_4	160
2576838593	409	217	381	18	171	1.6e-14	53.7	pfam00534	Glycos_transf_1	172
2576838594	329	22	231	1	181	1.7e-13	50.9	pfam13460	NAD_binding_10	183
2576838595	297	6	191	1	132	2.7e-25	88.9	pfam00535	Glycos_transf_2	169
2576838597	338	9	178	1	128	1.4e-23	83.3	pfam00535	Glycos_transf_2	169
2576838599	549	19	132	1	117	4.5e-17	62	pfam04138	GtrA	117
2576838600	552	240	405	1	166	1.0e-26	93.6	pfam00535	Glycos_transf_2	169
2576838601	242	16	174	10	160	8.0e-16	58.1	pfam13489	Methyltransf_23	161
2576838603	285	51	207	3	158	1.4e-15	57.3	pfam13489	Methyltransf_23	161
2576838604	315	6	231	1	125	1.4e-20	73.6	pfam00535	Glycos_transf_2	169
2576838605	233	7	224	1	218	9.3e-71	237.7	pfam08889	WbqC	219
2576838606	337	35	201	3	139	1.5e-15	57.7	pfam04055	Radical_SAM	166
2576838606	337	244	311	1	64	1.3e-08	35	pfam13186	SPASM	64
2576838607	418	43	410	4	362	1.6e-103	346.5	pfam01041	DegT_DnrJ_EryC1	363
2576838609	677	332	570	3	239	2.8e-16	59.7	pfam09594	DUF2029	241
2576838611	267	1	189	17	141	7.3e-07	29.1	pfam02706	Wzz	152
2576838612	446	74	332	28	234	1.9e-08	34.1	pfam09594	DUF2029	241
2576838613	314	8	172	1	167	1.3e-25	90	pfam00535	Glycos_transf_2	169
2576838614	310	92	257	21	161	3.5e-15	56	pfam13489	Methyltransf_23	161
2576838615	173	32	170	1	117	5.2e-11	42.5	pfam04138	GtrA	117
2576838616	603	3	181	1	171	1.7e-49	167.5	pfam02776	TPP_enzyme_N	172
2576838616	603	203	340	3	135	5.2e-29	100.7	pfam00205	TPP_enzyme_M	137
2576838616	603	401	552	3	152	2.2e-30	105.2	pfam02775	TPP_enzyme_C	153
2576838617	351	33	278	1	236	2.4e-35	122.1	pfam01370	Epimerase	236
2576838618	364	52	318	2	260	3.7e-70	235.8	pfam01761	DHQ_synthase	261
2576838619	236	10	231	7	241	1.1e-13	51.4	pfam13561	adh_short_C2	241
2576838620	266	29	201	80	202	6.7e-07	28.4	pfam03328	HpcH_HpaI	221
2576838621	364	11	256	1	225	2.0e-27	96.1	pfam01370	Epimerase	236
2576838622	256	2	215	1	192	1.0e-16	60.9	pfam00483	NTP_transferase	248
2576838624	180	3	177	3	175	1.5e-73	245.9	pfam00908	dTDP_sugar_isom	177
2576838625	295	5	243	1	246	5.5e-71	238.7	pfam00483	NTP_transferase	248
2576838626	300	1	297	1	286	1.7e-105	352	pfam04321	RmlD_sub_bind	287
2576838627	355	2	250	1	236	3.5e-71	239.3	pfam01370	Epimerase	236
2576838628	352	180	336	9	156	4.5e-18	65.2	pfam00534	Glycos_transf_1	172
2576838629	362	21	180	1	127	5.5e-37	127	pfam00535	Glycos_transf_2	169
2576838630	314	9	239	2	236	2.1e-45	155	pfam01370	Epimerase	236
2576838631	292	73	291	119	283	5.3e-32	110.9	pfam01531	Glyco_transf_11	298
2576838632	476	64	270	55	250	8.1e-10	38.5	pfam13440	Polysacc_synt_3	251
2576838633	338	193	303	223	299	3.0e-11	42.4	pfam00852	Glyco_transf_10	350
2576838634	201	51	85	2	35	2.9e-04	20.2	pfam00132	Hexapep	36
2576838634	201	111	146	2	36	1.1e-06	27.8	pfam00132	Hexapep	36
2576838635	389	10	386	4	349	7.6e-103	344.3	pfam01041	DegT_DnrJ_EryC1	363
2576838636	309	5	237	1	236	2.3e-54	184.3	pfam01370	Epimerase	236
2576838637	370	5	252	1	236	2.0e-69	233.6	pfam01370	Epimerase	236
2576838638	468	5	286	2	247	1.4e-55	188.2	pfam00483	NTP_transferase	248
2576838638	468	313	463	1	151	1.1e-61	206.8	pfam01050	MannoseP_isomer	151
2576838639	163	13	162	1	142	3.0e-60	202.3	pfam01878	EVE	143
2576838641	99	7	98	2	89	1.1e-21	76.5	pfam05164	ZapA	89
2576838643	170	3	168	16	177	6.1e-32	110.9	pfam03695	UPF0149	178
2576838644	436	1	135	1	134	4.1e-42	142.7	pfam05195	AMP_N	134
2576838644	436	179	412	2	207	1.0e-62	211.4	pfam00557	Peptidase_M24	207
2576838645	403	4	349	2	328	8.3e-30	104	pfam01494	FAD_binding_3	356
2576838646	406	4	341	2	327	7.9e-24	84.3	pfam01494	FAD_binding_3	356
2576838649	128	13	113	1	98	6.8e-28	96.3	pfam09345	DUF1987	99
2576838651	426	209	426	2	191	1.1e-18	67.6	pfam07228	SpoIIE	193
2576838652	447	6	116	2	108	2.0e-24	85.7	pfam00072	Response_reg	112
2576838652	447	136	303	2	167	1.6e-68	229.4	pfam00158	Sigma54_activat	168
2576838652	447	400	443	2	42	5.1e-11	41.9	pfam02954	HTH_8	42
2576838653	565	344	410	1	66	7.4e-15	54.6	pfam00512	HisKA	68
2576838653	565	452	558	2	109	1.2e-20	73.2	pfam02518	HATPase_c	111
2576838654	388	2	203	1	201	7.9e-76	253.9	pfam08442	ATP-grasp_2	202
2576838654	388	262	382	1	153	1.5e-24	86.3	pfam00549	Ligase_CoA	153
2576838655	288	6	99	1	96	4.1e-28	97.7	pfam02629	CoA_binding	96
2576838655	288	151	271	1	151	3.8e-19	68.7	pfam00549	Ligase_CoA	153
2576838656	78	3	72	1	56	3.4e-08	33.6	pfam10047	DUF2281	66
2576838657	131	2	118	2	120	1.1e-10	41.9	pfam01850	PIN	121
2576838658	536	4	172	2	184	9.4e-18	64.2	pfam00795	CN_hydrolase	186
2576838658	536	261	510	2	241	1.8e-72	243.1	pfam02540	NAD_synthase	242
2576838660	156	48	135	1	87	1.2e-23	83.2	pfam04170	NlpE	87
2576838661	361	86	242	4	160	3.6e-13	50	pfam04055	Radical_SAM	166
2576838662	259	4	257	1	275	4.9e-60	202.7	pfam01875	Memo	276
2576838663	209	11	149	1	117	2.4e-33	114.6	pfam01871	AMMECR1	171
2576838663	209	131	209	94	169	9.5e-18	63.9	pfam01871	AMMECR1	171
2576838665	224	102	224	2	123	3.2e-46	156	pfam04002	RadC	123
2576838666	404	5	133	1	129	1.0e-37	128.6	pfam02441	Flavoprotein	129
2576838666	404	184	366	1	184	3.6e-68	228.8	pfam04127	DFP	185
2576838667	154	18	152	3	129	1.4e-37	128	pfam00692	dUTPase	129
2576838668	879	425	559	2	134	4.3e-38	129.9	pfam02878	PGM_PMM_I	138
2576838668	879	570	671	7	104	4.0e-27	94.5	pfam02879	PGM_PMM_II	104
2576838668	879	675	787	2	110	3.4e-20	72.1	pfam02880	PGM_PMM_III	113
2576838668	879	791	872	3	71	1.5e-10	40.9	pfam00408	PGM_PMM_IV	73
2576838670	586	3	91	2	85	1.4e-22	79.9	pfam03485	Arg_tRNA_synt_N	85
2576838670	586	99	455	4	311	3.1e-61	207.1	pfam00750	tRNA-synt_1d	354
2576838670	586	465	586	1	119	3.7e-34	117.2	pfam05746	DALR_1	119
2576838671	198	120	195	3	74	7.9e-10	38.7	pfam05036	SPOR	76
2576838672	196	13	189	3	159	8.3e-36	122.9	pfam05685	Uma2	171
2576838674	796	25	537	8	509	0.0e+00	561.9	pfam13654	AAA_32	509
2576838674	796	547	754	25	201	6.5e-10	38.6	pfam05362	Lon_C	205
2576838676	100	38	100	1	63	3.0e-17	62.1	pfam04972	BON	64
2576838677	515	215	450	6	229	5.7e-53	179.8	pfam05235	CHAD	231
2576838678	328	32	302	7	280	1.8e-39	135.9	pfam12849	PBP_like_2	281
2576838679	765	481	760	5	184	6.1e-09	35.6	pfam00528	BPD_transp_1	185
2576838680	551	317	548	3	184	5.0e-19	68.5	pfam00528	BPD_transp_1	185
2576838681	277	46	202	1	136	2.0e-30	105.8	pfam00005	ABC_tran	137
2576838682	238	25	113	2	87	1.0e-20	73.9	pfam01895	PhoU	88
