gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2576838912	631	22	190	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2576838913	197	4	188	SUPERFAMILY	SSF53448			
2576838915	155	1	76	ProSiteProfiles	PS51085	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2576838915	155	2	77	SUPERFAMILY	SSF54292	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2576838915	155	83	151	SUPERFAMILY	SSF47741	IPR002888	[2Fe-2S]-binding	GO:0016491|GO:0046872|GO:0055114
2576838915	155	38	46	ProSitePatterns	PS00197	IPR006058	2Fe-2S ferredoxin, iron-sulphur binding site	GO:0051537
2576838916	785	239	328	SMART	SM01008	IPR000674	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead	
2576838916	785	1	52	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2576838916	785	74	272	SUPERFAMILY	SSF56003	IPR008274	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding	GO:0016491|GO:0055114
2576838916	785	350	779	SUPERFAMILY	SSF56003	IPR008274	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding	GO:0016491|GO:0055114
2576838920	210	22	176	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2576838920	210	21	165	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2576838921	634	314	487	SMART	SM00861	IPR005475	Transketolase-like, pyrimidine-binding domain	
2576838921	634	505	633	SUPERFAMILY	SSF52922	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	GO:0003824|GO:0008152
2576838921	634	13	274	SUPERFAMILY	SSF52518			
2576838921	634	304	487	SUPERFAMILY	SSF52518			
2576838923	155	1	19	ProSitePatterns	PS00549	IPR002024	Bacterioferritin	GO:0006826|GO:0006879|GO:0008199
2576838923	155	1	146	ProSiteProfiles	PS50905	IPR009040	Ferritin- like diiron domain	
2576838923	155	1	155	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2576838924	159	1	19	ProSitePatterns	PS00549	IPR002024	Bacterioferritin	GO:0006826|GO:0006879|GO:0008199
2576838924	159	1	146	ProSiteProfiles	PS50905	IPR009040	Ferritin- like diiron domain	
2576838924	159	1	156	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2576838927	171	34	168	SUPERFAMILY	SSF56770			
2576838928	524	9	182	SUPERFAMILY	SSF143243			
2576838928	524	178	523	SUPERFAMILY	SSF56762			
2576838935	443	81	177	SUPERFAMILY	SSF56059			
2576838935	443	282	402	SUPERFAMILY	SSF56059			
2576838936	293	3	272	SUPERFAMILY	SSF53448			
2576838937	254	5	254	SUPERFAMILY	SSF53474			
2576838939	469	40	50	ProSitePatterns	PS00076	IPR012999	Pyridine nucleotide-disulphide oxidoreductase, class I, active site	GO:0016668|GO:0055114
2576838939	469	344	463	SUPERFAMILY	SSF55424	IPR016156	FAD/NAD-linked reductase, dimerisation domain	GO:0016491|GO:0050660|GO:0055114
2576838939	469	3	335	SUPERFAMILY	SSF51905			
2576838942	374	26	371	SUPERFAMILY	SSF50952	IPR011041	Soluble quinoprotein glucose/sorbosone dehydrogenase	GO:0003824
2576838943	199	44	182	ProSiteProfiles	PS51462	IPR000086	NUDIX hydrolase domain	GO:0016787
2576838943	199	3	193	SUPERFAMILY	SSF55811	IPR015797	NUDIX hydrolase domain-like	GO:0016787
2576838943	199	86	107	ProSitePatterns	PS00893	IPR020084	NUDIX hydrolase, conserved site	GO:0016787
2576838944	101	1	91	SMART	SM00411	IPR000119	Histone-like bacterial DNA-binding protein	GO:0003677
2576838944	101	1	91	SUPERFAMILY	SSF47729	IPR010992	Integration host factor (IHF)-like DNA-binding domain	GO:0003677
2576838944	101	47	66	ProSitePatterns	PS00045	IPR020816	Histone-like DNA-binding protein, conserved site	GO:0003677
2576838945	553	21	87	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2576838945	553	105	171	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2576838945	553	192	260	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2576838945	553	277	347	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2576838945	553	364	434	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2576838945	553	451	520	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2576838945	553	1	112	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2576838945	553	106	185	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2576838945	553	189	277	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2576838945	553	255	365	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2576838945	553	347	439	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2576838945	553	429	531	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2576838945	553	19	87	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2576838945	553	103	171	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2576838945	553	190	260	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2576838945	553	275	347	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2576838945	553	362	434	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2576838945	553	449	520	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2576838946	218	1	217	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576838947	453	21	446	SUPERFAMILY	SSF55205	IPR013792	RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	GO:0003824
2576838947	453	106	120	ProSitePatterns	PS00104	IPR023193	3-phosphoshikimate 1-carboxyvinyltransferase, conserved site	
2576838947	453	359	377	ProSitePatterns	PS00885	IPR023193	3-phosphoshikimate 1-carboxyvinyltransferase, conserved site	
2576838948	292	3	292	ProSiteProfiles	PS51176	IPR003099	Prephenate dehydrogenase	GO:0004665|GO:0006571|GO:0008977|GO:0055114
2576838948	292	178	286	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2576838948	292	4	173	SUPERFAMILY	SSF51735			
2576838949	369	227	236	ProSitePatterns	PS00599	IPR001917	Aminotransferase, class-II, pyridoxal-phosphate binding site	GO:0008152|GO:0016740
2576838949	369	19	367	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2576838950	361	93	268	ProSiteProfiles	PS51171	IPR001086	Prephenate dehydratase	GO:0004664|GO:0009094
2576838950	361	1	93	ProSiteProfiles	PS51168	IPR002701	Chorismate mutase	GO:0046417
2576838950	361	11	92	SMART	SM00830	IPR002701	Chorismate mutase	GO:0046417
2576838950	361	280	357	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2576838950	361	244	266	ProSitePatterns	PS00857	IPR018528	Prephenate dehydratase, conserved site	GO:0004664|GO:0009094
2576838950	361	6	94	SUPERFAMILY	SSF48600	IPR020822	Chorismate mutase, type II	GO:0046417
2576838950	361	93	275	SUPERFAMILY	SSF53850			
2576838950	361	263	358	SUPERFAMILY	SSF55021			
2576838951	359	1	357	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2576838951	359	187	206	ProSitePatterns	PS00595	IPR020578	Aminotransferase class-V pyridoxal-phosphate binding site	
2576838952	878	11	499	SMART	SM00434	IPR002205	DNA topoisomerase, type IIA, subunit A/C-terminal	GO:0003677|GO:0003918|GO:0005524|GO:0006265
2576838952	878	30	521	SUPERFAMILY	SSF56719	IPR013760	DNA topoisomerase, type IIA-like domain	GO:0003918|GO:0005524
2576838952	878	533	847	SUPERFAMILY	SSF101904			
2576838953	239	9	236	SUPERFAMILY	SSF53474			
2576838954	164	2	154	SUPERFAMILY	SSF52788	IPR023485	Phosphotyrosine protein phosphatase I superfamily	
2576838954	164	4	153	SMART	SM00226	IPR023485	Phosphotyrosine protein phosphatase I superfamily	
2576838957	885	360	427	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2576838957	885	367	479	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2576838957	885	512	636	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2576838957	885	525	584	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2576838957	885	527	593	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2576838957	885	432	485	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2576838957	885	433	476	SMART	SM00086	IPR001610	PAC motif	
2576838957	885	598	638	SMART	SM00086	IPR001610	PAC motif	
2576838957	885	721	882	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2576838957	885	772	884	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2576838957	885	660	730	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2576838957	885	667	884	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2576838957	885	658	729	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2576838957	885	30	253	SUPERFAMILY	SSF53850			
2576838958	227	126	193	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2576838958	227	1	19	ProSiteProfiles	PS51257			
2576838958	227	128	224	SUPERFAMILY	SSF48452			
2576838960	554	184	279	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
2576838960	554	322	461	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
2576838961	218	73	166	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
2576838962	359	89	348	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2576838963	395	8	263	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2576838965	297	3	126	SUPERFAMILY	SSF143422	IPR002686	Transposase IS200-like	GO:0003677|GO:0004803|GO:0006313
2576838967	108	38	67	SMART	SM00248	IPR002110	Ankyrin repeat	GO:0005515
2576838967	108	38	70	ProSiteProfiles	PS50088	IPR002110	Ankyrin repeat	GO:0005515
2576838967	108	71	100	SMART	SM00248	IPR002110	Ankyrin repeat	GO:0005515
2576838967	108	71	103	ProSiteProfiles	PS50088	IPR002110	Ankyrin repeat	GO:0005515
2576838967	108	32	108	SUPERFAMILY	SSF48403	IPR020683	Ankyrin repeat-containing domain	
2576838967	108	38	108	ProSiteProfiles	PS50297	IPR020683	Ankyrin repeat-containing domain	
2576838969	517	154	318	SMART	SM01002	IPR007698	Alanine dehydrogenase/PNT, NAD(H)-binding domain	
2576838969	517	4	145	SMART	SM01003	IPR007886	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal	
2576838969	517	178	203	ProSitePatterns	PS00837	IPR008143	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, conserved site-2	GO:0016491|GO:0055114
2576838969	517	1	176	SUPERFAMILY	SSF52283			
2576838969	517	145	324	SUPERFAMILY	SSF51735			
2576838970	463	288	462	SUPERFAMILY	SSF52467			
2576838971	369	181	360	SMART	SM00267	IPR000160	GGDEF domain	
2576838971	369	222	362	ProSiteProfiles	PS50887	IPR000160	GGDEF domain	
2576838971	369	197	357	SUPERFAMILY	SSF55073	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190|GO:0016849|GO:0035556
2576838971	369	45	190	SUPERFAMILY	SSF55781			
2576838972	184	3	137	ProSiteProfiles	PS50995	IPR000835	MarR-type HTH domain	GO:0003700|GO:0005622|GO:0006355
2576838972	184	23	123	SMART	SM00347	IPR000835	MarR-type HTH domain	GO:0003700|GO:0005622|GO:0006355
2576838972	184	6	137	SUPERFAMILY	SSF46785			
2576838973	352	5	77	SUPERFAMILY	SSF53067			
2576838973	352	122	163	SUPERFAMILY	SSF53067			
2576838974	392	329	368	ProSiteProfiles	PS50975	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872
2576838974	392	125	289	SUPERFAMILY	SSF56059			
2576838974	392	330	375	SUPERFAMILY	SSF56059			
2576838975	235	1	227	SUPERFAMILY	SSF51366	IPR011060	Ribulose-phosphate binding barrel	GO:0003824|GO:0008152
2576838976	187	22	185	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2576838978	301	108	290	ProSiteProfiles	PS50975	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872
2576838978	301	104	291	SUPERFAMILY	SSF56059			
2576838979	327	5	326	SUPERFAMILY	SSF56199			
2576838980	362	95	260	SUPERFAMILY	SSF56059			
2576838981	320	9	154	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2576838982	220	7	218	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2576838983	308	101	191	SUPERFAMILY	SSF81301			
2576838985	902	423	653	SUPERFAMILY	SSF48208	IPR008928	Six-hairpin glycosidase-like	GO:0003824
2576838985	902	701	731	SUPERFAMILY	SSF48208	IPR008928	Six-hairpin glycosidase-like	GO:0003824
2576838985	902	764	882	SUPERFAMILY	SSF48208	IPR008928	Six-hairpin glycosidase-like	GO:0003824
2576838989	100	5	96	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2576838991	641	460	636	SMART	SM00327	IPR002035	von Willebrand factor, type A	
2576838991	641	463	640	ProSiteProfiles	PS50234	IPR002035	von Willebrand factor, type A	
2576838991	641	30	218	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2576838991	641	6	344	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576838991	641	464	625	SUPERFAMILY	SSF53300			
2576838992	239	1	219	SUPERFAMILY	SSF53790	IPR000878	Tetrapyrrole methylase	GO:0008152|GO:0008168
2576838993	528	311	510	SUPERFAMILY	SSF63965	IPR003722	Cobalamin (vitamin B12) biosynthesis CobH/CbiC, precorrin-8X methylmutase, core	GO:0009236|GO:0016993
2576838993	528	9	257	SUPERFAMILY	SSF53800			
2576838994	377	13	302	SUPERFAMILY	SSF111342	IPR002748	Cobalamin (vitamin B12) biosynthesis CbiD	GO:0009236|GO:0016740
2576838995	244	4	239	SUPERFAMILY	SSF53790	IPR000878	Tetrapyrrole methylase	GO:0008152|GO:0008168
2576838996	259	2	249	SUPERFAMILY	SSF53790	IPR000878	Tetrapyrrole methylase	GO:0008152|GO:0008168
2576838996	259	6	20	ProSitePatterns	PS00839	IPR003043	Uroporphiryn-III C-methyltransferase, conserved site	GO:0006779|GO:0008168|GO:0043115|GO:0055114
2576838996	259	76	109	ProSitePatterns	PS00840	IPR003043	Uroporphiryn-III C-methyltransferase, conserved site	GO:0006779|GO:0008168|GO:0043115|GO:0055114
2576838997	254	8	128	SUPERFAMILY	SSF159672			
2576838997	254	164	245	SUPERFAMILY	SSF159672			
2576838998	515	1	244	SUPERFAMILY	SSF53790	IPR000878	Tetrapyrrole methylase	GO:0008152|GO:0008168
2576838998	515	260	514	ProSiteProfiles	PS51014	IPR003723	Cobalamin (vitamin B12) biosynthesis CobK/CbiJ, precorrin-6x reductase	GO:0009236|GO:0016994|GO:0055114
2576839000	374	279	369	SMART	SM00833	IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	
2576839000	374	281	367	SUPERFAMILY	SSF90002	IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	
2576839000	374	7	205	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839001	458	267	450	ProSiteProfiles	PS51274	IPR017929	CobB/CobQ glutamine amidotransferase	
2576839001	458	36	221	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839001	458	264	456	SUPERFAMILY	SSF52317			
2576839002	938	6	76	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839002	938	8	74	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839002	938	20	114	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839002	938	425	541	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839002	938	432	497	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839002	938	80	121	SMART	SM00086	IPR001610	PAC motif	
2576839002	938	370	422	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2576839002	938	370	422	SMART	SM00304	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2576839002	938	593	645	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2576839002	938	593	645	SMART	SM00304	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2576839002	938	646	893	SMART	SM00283	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020
2576839002	938	650	879	ProSiteProfiles	PS50111	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020
2576839002	938	370	417	SUPERFAMILY	SSF158472			
2576839002	938	613	894	SUPERFAMILY	SSF58104			
2576839003	627	337	389	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2576839003	627	337	389	SMART	SM00304	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2576839003	627	390	623	SMART	SM00283	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020
2576839003	627	394	609	ProSiteProfiles	PS50111	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020
2576839003	627	357	624	SUPERFAMILY	SSF58104			
2576839004	188	18	159	SMART	SM00260	IPR002545	CheW-like protein	GO:0004871|GO:0005622|GO:0006935|GO:0007165
2576839004	188	18	161	SUPERFAMILY	SSF50341	IPR002545	CheW-like protein	GO:0004871|GO:0005622|GO:0006935|GO:0007165
2576839004	188	20	164	ProSiteProfiles	PS50851	IPR002545	CheW-like protein	GO:0004871|GO:0005622|GO:0006935|GO:0007165
2576839005	559	210	262	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2576839005	559	210	262	SMART	SM00304	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2576839005	559	263	496	SMART	SM00283	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020
2576839005	559	267	482	ProSiteProfiles	PS50111	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020
2576839005	559	230	500	SUPERFAMILY	SSF58104			
2576839006	733	577	716	SMART	SM00260	IPR002545	CheW-like protein	GO:0004871|GO:0005622|GO:0006935|GO:0007165
2576839006	733	584	716	SUPERFAMILY	SSF50341	IPR002545	CheW-like protein	GO:0004871|GO:0005622|GO:0006935|GO:0007165
2576839006	733	587	721	ProSiteProfiles	PS50851	IPR002545	CheW-like protein	GO:0004871|GO:0005622|GO:0006935|GO:0007165
2576839006	733	401	583	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2576839006	733	444	585	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2576839006	733	385	585	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2576839006	733	4	108	ProSiteProfiles	PS50894	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	GO:0000160|GO:0004871
2576839006	733	7	105	SMART	SM00073	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	GO:0000160|GO:0004871
2576839006	733	11	116	SUPERFAMILY	SSF47226	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	GO:0000160|GO:0004871
2576839006	733	340	400	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2576839007	110	1	93	ProSiteProfiles	PS50801	IPR002645	STAS domain	
2576839007	110	2	97	SUPERFAMILY	SSF52091	IPR002645	STAS domain	
2576839008	122	3	116	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2576839008	122	4	120	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2576839008	122	3	120	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2576839009	389	114	348	SUPERFAMILY	SSF58104			
2576839010	276	11	276	ProSiteProfiles	PS50123	IPR000780	MCP methyltransferase, CheR-type	GO:0008757
2576839010	276	14	272	SMART	SM00138	IPR000780	MCP methyltransferase, CheR-type	GO:0008757
2576839010	276	10	81	SUPERFAMILY	SSF47757	IPR022641	MCP methyltransferase, CheR-type, all-alpha domain, N-terminal	
2576839010	276	82	271	SUPERFAMILY	SSF53335			
2576839011	199	11	169	SUPERFAMILY	SSF64438	IPR011324	Cytotoxic necrotizing factor-like, catalytic	
2576839013	358	161	353	ProSiteProfiles	PS50122	IPR000673	Signal transduction response regulator, chemotaxis, protein-glutamate methylesterase	GO:0000156|GO:0000160|GO:0005737|GO:0006935|GO:0008984
2576839013	358	163	349	SUPERFAMILY	SSF52738	IPR000673	Signal transduction response regulator, chemotaxis, protein-glutamate methylesterase	GO:0000156|GO:0000160|GO:0005737|GO:0006935|GO:0008984
2576839013	358	2	117	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2576839013	358	3	106	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2576839013	358	1	108	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2576839014	462	19	444	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2576839014	462	1	446	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2576839015	254	147	197	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2576839015	254	151	248	ProSiteProfiles	PS01124	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
2576839015	254	164	246	SMART	SM00342	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
2576839015	254	201	242	ProSitePatterns	PS00041	IPR018062	HTH domain AraC-type, conserved site	GO:0003700|GO:0006355|GO:0043565
2576839018	372	33	117	SUPERFAMILY	SSF46785			
2576839018	372	125	357	SUPERFAMILY	SSF53335			
2576839019	206	10	70	ProSiteProfiles	PS50977	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677
2576839019	206	8	79	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2576839019	206	82	163	SUPERFAMILY	SSF48498	IPR011075	Tetracycline transcriptional regulator, TetR-related, C-terminal	
2576839020	109	1	19	ProSiteProfiles	PS51257			
2576839021	147	2	119	SUPERFAMILY	SSF143422	IPR002686	Transposase IS200-like	GO:0003677|GO:0004803|GO:0006313
2576839022	184	15	172	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2576839024	214	10	193	SUPERFAMILY	SSF50475	IPR012349	FMN-binding split barrel	GO:0010181|GO:0016491|GO:0055114
2576839025	107	1	104	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
2576839026	373	5	370	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2576839030	796	565	757	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2576839030	796	34	104	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839030	796	307	538	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839032	70	7	70	SMART	SM00357	IPR011129	Cold shock protein	GO:0003676
2576839032	70	5	69	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2576839032	70	19	37	ProSitePatterns	PS00352	IPR019844	Cold-shock conserved site	
2576839033	180	5	114	SUPERFAMILY	SSF69754	IPR003489	Ribosomal protein S30Ae/sigma 54 modulation protein	GO:0044238
2576839033	180	118	180	SMART	SM00357	IPR011129	Cold shock protein	GO:0003676
2576839033	180	111	178	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2576839035	339	158	303	ProSiteProfiles	PS50984	IPR011760	Pseudouridine synthase, TruD, insertion domain	GO:0001522|GO:0003723|GO:0009451|GO:0009982
2576839035	339	6	338	SUPERFAMILY	SSF55120	IPR020103	Pseudouridine synthase, catalytic domain	GO:0001522|GO:0003723|GO:0009451|GO:0009982
2576839035	339	79	92	ProSitePatterns	PS01268	IPR020119	Pseudouridine synthase TruD, conserved site	GO:0001522|GO:0003723|GO:0009451|GO:0009982
2576839036	157	1	156	SUPERFAMILY	SSF69765	IPR003526	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	GO:0008685|GO:0016114
2576839036	157	36	51	ProSitePatterns	PS01350	IPR020555	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, conserved site	GO:0008685
2576839037	230	105	112	ProSitePatterns	PS01295	IPR018294	4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site	GO:0003824|GO:0008299
2576839037	230	6	228	SUPERFAMILY	SSF53448			
2576839039	426	334	347	ProSitePatterns	PS00164	IPR020809	Enolase, conserved site	GO:0000015|GO:0000287|GO:0004634|GO:0006096
2576839039	426	3	135	SUPERFAMILY	SSF54826			
2576839039	426	139	424	SUPERFAMILY	SSF51604			
2576839040	277	2	269	SUPERFAMILY	SSF51569			
2576839041	543	290	541	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
2576839041	543	1	268	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839041	543	288	540	SUPERFAMILY	SSF52317			
2576839042	451	376	449	SMART	SM00977	IPR012796	Lysidine-tRNA(Ile) synthetase, C-terminal	GO:0000166|GO:0005524|GO:0005737|GO:0008033|GO:0016879
2576839042	451	339	446	SUPERFAMILY	SSF56037	IPR020825	Phenylalanyl-tRNA synthetase, B3/B4	
2576839042	451	29	243	SUPERFAMILY	SSF52402			
2576839042	451	256	331	SUPERFAMILY	SSF82829			
2576839043	322	1	303	ProSiteProfiles	PS50989	IPR011763	Acetyl-coenzyme A carboxyltransferase, C-terminal	GO:0016874
2576839043	322	6	316	SUPERFAMILY	SSF52096			
2576839046	1452	48	149	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839050	435	43	160	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2576839050	435	245	427	SUPERFAMILY	SSF48019	IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal	GO:0003677|GO:0006260
